target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,gaia_g_mean_mag,gaia_bp_mean_mag,gaia_rp_mean_mag,gaia_parallax,gaia_parallax_err,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,radial_velocity,radial_velocity_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag
2dFS 2266,2dFS 2266,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+2266,Mid O Bright Giant,Gaia DR3 4687513876517417856,16.809476434442708,-72.229870041963878,2016.0,SMC,None,OC7 II(f),2004MNRAS.353..601E,O,7.0,II,15.155526,15.014533,15.436665,0.018201,0.039464,13.83,2002ApJS..141...81M,14.91,2002ApJS..141...81M,15.16,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.02,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
AV 423,AzV 423,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+423,Late O Bright Giant,Gaia DR3 4687226079343204736,16.918302833001771,-72.850022955091632,2016.0,SMC,None,O9.5 II(n),2002ApJS..141..443W,O,9.5,II,13.244821,13.140694,13.425750,-0.046423,0.021375,12.08,2002ApJS..141...81M,13.08,2002ApJS..141...81M,13.25,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.09,Derived from (B-V)0,166.0,2016ApJ...817..113L,28200.0,2018ApJ...868...57C,,None,5.34,2018ApJ...868...57C,19.6,"Derived from L,Teff",,None,163.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
AV 429,AzV 429,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+429,Mid O Dwarf,Gaia DR3 4687532533854919680,16.999318046530014,-72.015000039065413,2016.0,SMC,None,O7 Vz,2013ApJ...763..101L,O,7,V,14.645506,14.531175,14.821960,0.045400,0.025996,13.41,2002ApJS..141...81M,14.43,2002ApJS..141...81M,14.63,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,2013A&A...555A...1B,126.0,2016ApJ...817..113L,38300.0,2013A&A...555A...1B,4.01,2013A&A...555A...1B,5.13,2013A&A...555A...1B,8.4,"Derived from L,Teff",26.5,2013A&A...555A...1B,120.0,2013A&A...555A...1B,1300.0,2013A&A...555A...1B,4.00e-09,2013A&A...555A...1B,True,2013AcA....63..323P,True,,,,,
AV 435,AzV 435,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+435,Early O Dwarf,Gaia DR3 4687529613277122560,17.074616929672604,-71.998440391637416,2016.0,SMC,None,O3 V((f*)),2005ApJ...627..477M,O,3.0,V,14.239510,13.991270,14.003360,0.581925,0.192398,12.96,2002ApJS..141...81M,13.94,2002ApJS..141...81M,14.00,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.22,Derived from (B-V)0,,None,46000.0,2012A&A...543A..95R,3.90,2012A&A...543A..95R,5.88,2012A&A...543A..95R,13.8,2012A&A...543A..95R,,None,110.0,2012A&A...543A..95R,1500.0,2012A&A...543A..95R,2.10e-07,2012A&A...543A..95R,False,None,False,,,,,
AV 439,AzV 439,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+439,Late O Giant,Gaia DR3 4690537155529265152,17.212874277596704,-71.831027867751260,2016.0,SMC,None,O9.5 III,2016ApJ...817..113L,O,9.5,III,14.640650,14.517453,14.863121,-0.014313,0.022723,13.36,2002ApJS..141...81M,14.41,2002ApJS..141...81M,14.64,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.05,2021A&A...647A.134B,156.0,2016ApJ...817..113L,31000.0,2021A&A...647A.134B,3.54,2021A&A...647A.134B,5.16,2021A&A...647A.134B,13.2,"Derived from L,Teff",22.0,2021A&A...647A.134B,260.0,2021A&A...647A.134B,1000.0,2021A&A...647A.134B,2.00e-08,2021A&A...647A.134B,False,None,True,,,,,
AV 440,AzV 440,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+440,Mid O Giant,Gaia DR3 4687534389280585088,17.233431568912760,-71.879642786237270,2016.0,SMC,None,O8 V,2005ApJ...627..477M,O,8.0,V,14.548401,14.416591,14.766960,0.009932,0.027282,13.30,2002ApJS..141...81M,14.30,2002ApJS..141...81M,14.48,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,205.0,2016ApJ...817..113L,37000.0,2005ApJ...627..477M,4.00,2005ApJ...627..477M,5.28,2005ApJ...627..477M,10.6,2005ApJ...627..477M,42.0,2005ApJ...627..477M,62.0,2009ApJ...700..844P,1300.0,2005ApJ...627..477M,1.00e-07,2005ApJ...627..477M,False,None,False,,,,,
AV 445,AzV 445,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+445,Mid B Supergiant,Gaia DR3 4687457625308011776,17.315911535182035,-72.420596629827543,2016.0,SMC,None,B5 Iab,1997A&A...317..871L,B,5.0,I,12.739300,12.700875,12.795715,-0.068504,0.025817,11.90,2002ApJS..141...81M,12.65,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.09,1970A&A.....4..234F,0.03,Derived from (B-V)0,198.0,2008MNRAS.386..826E,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
2dFS 2553,2dFS 2553,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+2553,Mid O Giant,Gaia DR3 4687154611082066304,17.341469252722199,-73.261648888511303,2016.0,SMC,None,O6.5 III((f))e_2_,2016ApJ...817..113L,O,6.5,III,14.947738,14.882101,15.023407,-0.006212,0.023094,13.82,2002ApJS..141...81M,14.82,2002ApJS..141...81M,14.95,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.14,Derived from (B-V)0,259.0,2008MNRAS.386..826E,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
AV 446,AzV 446,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+446,Mid O Dwarf,Gaia DR3 4687202920878091008,17.355963727795540,-73.158312912361794,2016.0,SMC,None,O6.5 V,1987AJ.....93.1070G,O,6.5,V,14.596410,14.457267,14.861271,-0.050154,0.030423,13.29,2002ApJS..141...81M,14.35,2002ApJS..141...81M,14.59,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.03,Derived from (B-V)0,223.0,2016ApJ...817..113L,39700.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,5.25,2013A&A...555A...1B,8.9,"Derived from L,Teff",30.0,2013A&A...555A...1B,30.0,2013A&A...555A...1B,1400.0,2013A&A...555A...1B,4.00e-09,2005ApJ...627..477M,False,None,False,,,,,
AV 454,AzV 454,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+454,Late O Giant,Gaia DR3 4687251402471990528,17.687657786434158,-72.719196562115116,2016.0,SMC,None,O8.5 III,2004MNRAS.353..601E,O,8.5,III,13.542060,13.476528,13.626977,0.013554,0.019889,12.44,2002ApJS..141...81M,13.44,2002ApJS..141...81M,13.54,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.17,Derived from (B-V)0,153.0,2008MNRAS.386..826E,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
AV 456,AzV 456,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+456,Late O Supergiant,Gaia DR3 4687251368112248960,17.732351463431630,-72.715631819210429,2016.0,SMC,None,O9.5 Ibw,2004ApJ...610.1021E,O,9.5,I,12.922607,12.876859,12.752933,2.787365,0.482159,12.15,2002ApJS..141...81M,12.93,2002ApJS..141...81M,12.83,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.36,Derived from (B-V)0,167.0,2008MNRAS.386..826E,29500.0,2004ApJ...610.1021E,3.00,2004ApJ...610.1021E,5.81,2004ApJ...610.1021E,30.6,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1450.0,2004ApJ...610.1021E,7.00e-07,2004ApJ...610.1021E,False,None,False,,,,,
AV 461,AzV 461,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+461,Late O Dwarf,Gaia DR3 4687470686324401536,17.856555876305968,-72.163561175195227,2016.0,SMC,None,O8 V,2013ApJ...763..101L,O,8,V,14.588932,14.449017,14.849601,0.017393,0.030976,13.29,2002ApJS..141...81M,14.34,2002ApJS..141...81M,14.57,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.03,2013A&A...555A...1B,,None,37100.0,2013A&A...555A...1B,4.05,2013A&A...555A...1B,5.00,2013A&A...555A...1B,7.7,"Derived from L,Teff",23.8,2013A&A...555A...1B,200.0,2013A&A...555A...1B,1540.0,2013A&A...555A...1B,1.00e-09,2013A&A...555A...1B,False,None,True,,,,,
AV 468,AzV 468,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+468,Late O Dwarf,Gaia DR3 4687248791131672960,18.024496599411176,-72.682394173952531,2016.0,SMC,None,O8.5 V,1987AJ.....93.1070G,O,8.5,V,15.117993,14.982141,15.376813,-0.029535,0.029109,13.83,2002ApJS..141...81M,14.86,2002ApJS..141...81M,15.11,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.02,Derived from (B-V)0,110.0,2016ApJ...817..113L,34700.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,4.76,2013A&A...555A...1B,6.6,"Derived from L,Teff",19.3,2013A&A...555A...1B,50.0,2013A&A...555A...1B,1540.0,2013A&A...555A...1B,7.10e-10,2013A&A...555A...1B,False,None,False,,,,,
AV 469,AzV 469,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+469,Late O Bright Giant,Gaia DR3 4687447287341770112,18.120884327493126,-72.491410612079875,2016.0,SMC,None,O8.5 II((f)),2002ApJS..141..443W,O,8.5,II,13.139595,13.033185,13.323668,-0.026042,0.024663,11.91,2002ApJS..141...81M,12.96,2002ApJS..141...81M,13.12,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,202.0,2016ApJ...817..113L,33000.0,2004ApJ...610.1021E,3.40,2004ApJ...610.1021E,5.50,2004ApJ...610.1021E,17.2,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1550.0,2004ApJ...610.1021E,1.30e-06,2004ApJ...610.1021E,False,None,False,,,,,
AV 472,AzV 472,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+472,Early B Bright Giant,Gaia DR3 4687241472507227520,18.257827320797919,-72.763461589668793,2016.0,SMC,None,B2 Ia,1997A&A...317..871L,B,2.0,I,12.613378,12.540303,12.719731,-0.074441,0.024096,11.59,2002ApJS..141...81M,12.51,2002ApJS..141...81M,12.62,2002ApJS..141...81M,-0.17,1970A&A.....4..234F,0.06,Derived from (B-V)0,135.0,2016ApJ...817..113L,19000.0,2005A&A...434.1125D,2.40,2005A&A...434.1125D,,None,,None,,None,33.0,2006A&A...451..603D,,None,,None,False,None,False,,,,,
AV 476,AzV 476,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+476,Mid O Dwarf,Gaia DR3 4687160280440944384,18.426889051470603,-73.291537995034432,2016.0,SMC,NGC 456,O2-3 V + OB,2005ApJ...627..477M,O,2.0,V,13.505501,13.456886,13.568789,0.045197,0.022205,12.50,2002ApJS..141...81M,13.43,2002ApJS..141...81M,13.52,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.18,Derived from (B-V)0,164.0,2022A&A...659A...9P,40000.0,2018ApJ...868...57C,,None,5.71,2018ApJ...868...57C,14.9,"Derived from L,Teff",,None,65.0,2009ApJ...700..844P,2670.0,2005ApJ...627..477M,,None,True,2013AcA....63..323P,False,,,,,
AV 479,AzV 479,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+479,Late O Supergiant,Gaia DR3 4686408759936714752,18.709436480197962,-73.338298293836786,2016.0,SMC,NGC 460,O9 Ib,1997A&A...317..871L,O,9.0,I,12.378397,12.279205,12.556804,0.185703,0.035785,11.29,1977A&AS...30..261A,12.26,1977A&AS...30..261A,12.42,1977A&AS...30..261A,-0.26,2006A&A...457..637M,0.10,Derived from (B-V)0,175.0,1987A&AS...67..423M,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
AV 480,AzV 480,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+480,Early O Dwarf,Gaia DR3 4687543803828589440,18.729257591216182,-72.360588963389418,2016.0,SMC,None,O4-7 Ve,2004MNRAS.353..601E,O,4,V,14.321871,14.317335,14.243569,-0.010667,0.016922,13.28,2002ApJS..141...81M,14.31,2002ApJS..141...81M,14.34,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.25,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
AV 488,SK 159,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+159,Early B Supergiant,Gaia DR3 4686413437158238208,18.995340562833505,-73.356770216860696,2016.0,SMC,NGC 465,B0.5 Iaw,1983ApJ...265..716W,B,0.5,I,11.816370,11.734470,11.950760,-0.029215,0.030878,10.79,1977A&AS...30..261A,11.76,1977A&AS...30..261A,11.89,1977A&AS...30..261A,-0.22,1970A&A.....4..234F,0.09,Derived from (B-V)0,200.0,2004ApJ...610.1021E,27500.0,2004ApJ...610.1021E,2.90,2004ApJ...610.1021E,5.74,2004ApJ...610.1021E,32.6,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1250.0,2004ApJ...610.1021E,1.20e-06,2004ApJ...610.1021E,False,None,False,,,,,
AV 490,AzV 490,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+490,Early B Supergiant,Gaia DR3 4686397666038575104,19.271456284201804,-73.443343433478844,2016.0,SMC,None,B0 Iwp var,1983ApJ...265..716W,B,0.0,I,13.168757,13.079671,13.319308,0.003992,0.024795,12.00,2002ApJS..141...81M,13.00,2002ApJS..141...81M,13.15,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.09,Derived from (B-V)0,173.0,1993MNRAS.261..337R,,None,,None,,None,,None,,None,,None,,None,,None,True,1993MNRAS.261..337R,False,,,,,
AV 493,AzV 493,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+493,Early O,Gaia DR3 4686415430023013760,19.327039002586936,-73.297953752020504,2016.0,SMC,None,Ope pec,2016ApJ...819...55G,O,none,None,14.444499,14.377180,14.534753,-0.035408,0.023112,13.34,2002ApJS..141...81M,14.11,2002ApJS..141...81M,14.08,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.31,Derived from (B-V)0,202.0,2023ApJ...947...27O,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
AV 506,AzV 506,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+506,Early B Bright Giant,Gaia DR3 4686442127536358912,20.546762886968121,-73.447750180764984,2016.0,SMC,None,B0.5 II,2016ApJ...817..113L,B,0.5,II,13.522847,13.418367,13.712867,-0.057397,0.022372,12.38,2002ApJS..141...81M,13.36,2002ApJS..141...81M,13.53,2002ApJS..141...81M,-0.28,1970A&A.....4..234F,0.11,Derived from (B-V)0,,None,25700.0,2018ApJ...868...57C,,None,5.10,2018ApJ...868...57C,17.9,"Derived from L,Teff",,None,,None,,None,,None,False,None,False,,,,,
M2002 SMC 81469,[M2002] SMC 81469,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[M2002]+SMC+81469,Late O Dwarf,Gaia DR3 4686450580031889536,21.116606659217869,-73.237488036565466,2016.0,SMC,None,O9.7 V,2019A&A...625A.104R,O,9.7,V,14.208096,14.069344,14.445523,-0.089577,0.025548,12.78,2002ApJS..141...81M,13.77,2002ApJS..141...81M,13.97,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.06,Derived from (B-V)0,200.0,2019A&A...625A.104R,31000.0,2019A&A...625A.104R,4.00,2019A&A...625A.104R,4.90,2019A&A...625A.104R,9.8,2019A&A...625A.104R,35.0,2019A&A...625A.104R,70.0,2019A&A...625A.104R,2100.0,2019A&A...625A.104R,4.00e-09,2019A&A...625A.104R,False,None,False,,,,,
2dFS 3689,2dFS 3689,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3689,Early B Dwarf,Gaia DR3 4686445941467276544,21.132265873134880,-73.363685347885806,2016.0,SMC,None,B1.5 V,2019A&A...625A.104R,B,1.5,V,15.314489,15.186954,15.520397,-0.039934,0.027913,14.12,2002ApJS..141...81M,15.11,2002ApJS..141...81M,15.25,2002ApJS..141...81M,-0.25,1970A&A.....4..234F,0.11,Derived from (B-V)0,170.0,1991MNRAS.250..119B,22000.0,2019A&A...625A.104R,4.00,2019A&A...625A.104R,4.30,2019A&A...625A.104R,9.8,2019A&A...625A.104R,9.3,1991MNRAS.250..119B,250.0,2019A&A...625A.104R,900.0,2019A&A...625A.104R,2.00e-09,2019A&A...625A.104R,True,1991MNRAS.250..119B,False,,,,,
2dFS 3694,2dFS 3694,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3694,Early B Subgiant,Gaia DR3 4686500126774561280,21.143538716080243,-73.152474124529675,2016.0,SMC,None,B1 IV,2019A&A...625A.104R,B,1.0,IV,13.995714,13.844285,14.172856,0.057336,0.040875,12.80,2002ApJS..141...81M,13.73,2002ApJS..141...81M,13.92,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.07,Derived from (B-V)0,170.0,2019A&A...625A.104R,24000.0,2019A&A...625A.104R,3.60,2019A&A...625A.104R,4.69,2019A&A...625A.104R,12.8,2019A&A...625A.104R,24.0,2019A&A...625A.104R,120.0,2019A&A...625A.104R,1600.0,2019A&A...625A.104R,2.50e-09,2019A&A...625A.104R,False,None,False,,,,,
SK 173,2dFS 3747,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3747,Early B Bright Giant,Gaia DR3 4686499744518791040,21.409275532945546,-73.127598236768719,2016.0,SMC,None,B0.7 IIe,2019A&A...625A.104R,B,0.7,II,13.522122,13.429915,13.664424,-0.038740,0.023081,12.44,2002ApJS..141...81M,13.40,2002ApJS..141...81M,13.57,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.07,Derived from (B-V)0,150.0,2019A&A...625A.104R,24000.0,2019A&A...625A.104R,3.20,2019A&A...625A.104R,5.00,2019A&A...625A.104R,18.3,2019A&A...625A.104R,19.0,2019A&A...625A.104R,120.0,2019A&A...625A.104R,1100.0,2019A&A...625A.104R,5.00e-09,2019A&A...625A.104R,False,None,False,,,,,
2dFS 3780,2dFS 3780,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3780,Late O Subgiant,Gaia DR3 4686448106130736256,21.647039037367254,-73.254527887468711,2016.0,SMC,None,O9.7 IV,2019A&A...625A.104R,O,9.7,IV,14.350272,14.220766,14.594070,-0.015179,0.027811,13.10,2002ApJS..141...81M,14.12,2002ApJS..141...81M,14.37,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.01,Derived from (B-V)0,171.0,2016ApJ...817..113L,32000.0,2019A&A...625A.104R,4.00,2019A&A...625A.104R,4.85,2019A&A...625A.104R,8.7,2019A&A...625A.104R,28.0,2019A&A...625A.104R,30.0,2019A&A...625A.104R,1900.0,2019A&A...625A.104R,3.20e-09,2019A&A...625A.104R,False,None,False,,,,,
SK 179,SK 179,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+179,Mid B Supergiant,Gaia DR3 4686537510169762944,22.116609440109116,-72.782105438299865,2016.0,SMC,None,B6 I,1969AJ.....74..877S,B,6.0,I,13.046228,12.991366,13.147359,-0.032317,0.018293,12.34,1978A&AS...33..193I,12.97,1978A&AS...33..193I,13.06,1978A&AS...33..193I,-0.07,1970A&A.....4..234F,-0.02,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
SK 183,SK 183,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+183,Early O Dwarf,Gaia DR3 4686261223512720768,22.352298828901837,-73.554546149902762,2016.0,SMC,NGC 602a,O3 V((f*))z,2019A&A...625A.104R,O,3.0,V,13.826622,13.693308,14.073562,-0.006680,0.029772,12.51,2002ApJS..141...81M,13.59,2002ApJS..141...81M,13.82,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,170.0,2019A&A...625A.104R,46000.0,2019A&A...625A.104R,4.10,2019A&A...625A.104R,5.61,2019A&A...625A.104R,10.1,2019A&A...625A.104R,47.0,2019A&A...625A.104R,100.0,2019A&A...625A.104R,2900.0,2019A&A...625A.104R,3.20e-08,2019A&A...625A.104R,False,None,False,,,,,
2dFS 3947,2dFS 3947,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3947,Early B Subgiant,Gaia DR3 4686266716775660928,22.654941720006637,-73.420664441595463,2016.0,SMC,None,B1.5 IV,2019A&A...625A.104R,B,1.5,IV,15.019500,14.912326,15.226382,0.040671,0.031735,13.82,2002ApJS..141...81M,14.76,2002ApJS..141...81M,14.99,2002ApJS..141...81M,-0.25,1970A&A.....4..234F,0.02,Derived from (B-V)0,182.0,2008MNRAS.386..826E,20000.0,2019A&A...625A.104R,3.80,2019A&A...625A.104R,4.33,2019A&A...625A.104R,12.2,2019A&A...625A.104R,34.0,2019A&A...625A.104R,140.0,2019A&A...625A.104R,752.0,2019A&A...625A.104R,7.90e-10,2019A&A...625A.104R,False,None,False,,,,,
2dFS 3954,2dFS 3954,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+3954,Mid O Dwarf,Gaia DR3 4686266721070836608,22.679617376186005,-73.417817678535897,2016.0,SMC,NGC 602c,O6 V((f))z,2019A&A...625A.104R,O,6.0,V,15.235273,15.094693,15.495128,0.068131,0.034637,13.93,2002ApJS..141...81M,15.01,2002ApJS..141...81M,15.27,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.02,Derived from (B-V)0,160.0,2019A&A...625A.104R,37000.0,2019A&A...625A.104R,4.20,2019A&A...625A.104R,4.75,2019A&A...625A.104R,5.8,2019A&A...625A.104R,19.0,2019A&A...625A.104R,40.0,2019A&A...625A.104R,2500.0,2019A&A...625A.104R,2.50e-09,2019A&A...625A.104R,False,None,False,,,,,
SK 187,SK 187,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+187,Late O Giant,Gaia DR3 4686266824150046080,22.709402627440742,-73.383034814216629,2016.0,SMC,None,O8.5 III,2019A&A...625A.104R,O,8.5,III,13.164038,13.052240,13.368710,-0.010133,0.025207,11.93,2002ApJS..141...81M,12.99,2002ApJS..141...81M,13.18,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,166.0,2016ApJ...817..113L,32000.0,2019A&A...625A.104R,3.60,2019A&A...625A.104R,5.40,2019A&A...625A.104R,16.4,2019A&A...625A.104R,39.0,2019A&A...625A.104R,100.0,2019A&A...625A.104R,1900.0,2019A&A...625A.104R,1.30e-08,2019A&A...625A.104R,False,None,False,,,,,
SK 188,SK 188,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+188,WO Binary,Gaia DR3 4686266480552667776,22.767254082505364,-73.417723725022014,2016.0,SMC,NGC 602c,WO4 + O4 V,1985ApJ...292..511M,WO,4,None,12.913768,12.786103,13.143394,-0.042368,0.035807,11.50,2002ApJS..141...81M,12.67,2002ApJS..141...81M,12.83,2002ApJS..141...81M,,None,0.07,2016A&A...591A..22S,159.0,1990ApJ...348..232M,141000.0,2016A&A...591A..22S,5.10,2016A&A...591A..22S,6.15,2016A&A...591A..22S,2.0,2016A&A...591A..22S,19.0,2016A&A...591A..22S,,None,3700.0,2016A&A...591A..22S,1.60e-05,2016A&A...591A..22S,True,1985ApJ...292..511M,True,,,,,
SK 190,SK 190,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+190,Mid O,Gaia DR3 4686272768384743680,22.866614597239302,-73.370622233455805,2016.0,SMC,NGC 602,O7.5(f)np,2010AJ....139.1283W,O,7.5,None,13.512018,13.407604,13.697814,-0.000327,0.025111,12.30,2002ApJS..141...81M,13.36,2002ApJS..141...81M,13.54,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,170.0,2019A&A...625A.104R,30000.0,2019A&A...625A.104R,3.20,2019A&A...625A.104R,5.27,2019A&A...625A.104R,16.0,2019A&A...625A.104R,15.0,2019A&A...625A.104R,300.0,2019A&A...625A.104R,600.0,2019A&A...625A.104R,2.50e-07,2019A&A...625A.104R,False,None,True,,,,,
SK 191,SK 191,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+191,Early B Supergiant,Gaia DR3 4638517336257869952,25.425304717848249,-73.843946963222422,2016.0,SMC,None,B1.5 Ia,1997A&A...317..871L,B,1.5,I,11.800614,11.766790,11.826815,-0.027921,0.022613,10.97,1977A&AS...30..261A,11.82,1977A&AS...30..261A,11.86,1977A&AS...30..261A,-0.18,1970A&A.....4..234F,0.14,Derived from (B-V)0,130.0,2004A&A...417..217T,22500.0,2004A&A...417..217T,2.55,2004A&A...417..217T,5.77,2004A&A...417..217T,51.0,2004A&A...417..217T,41.0,2004A&A...417..217T,96.0,2004A&A...417..217T,425.0,2004ApJ...607..451E,6.80e-07,2004A&A...417..217T,False,None,False,,,,,
DI91 719,[DI91] 719,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[DI91]+719,Late O Dwarf,Gaia DR3 4637561998091756032,32.979322452495843,-74.210309975066394,2016.0,Magellanic Bridge,None,O9 V,2021A&A...646A..16R,O,9,V,15.366304,15.240973,15.609625,-0.036984,0.031089,,None,14.83,1991A&AS...91..171D,15.24,1991A&AS...91..171D,-0.27,2006A&A...457..637M,0.08,2021A&A...646A..16R,169.0,2021A&A...646A..16R,34000.0,2021A&A...646A..16R,4.10,2021A&A...646A..16R,4.70,2021A&A...646A..16R,6.5,2021A&A...646A..16R,19.2,2021A&A...646A..16R,2.0,2021A&A...646A..16R,,None,,None,False,None,True,,,,,
Gaia DR3 4637562032451492608,Gaia DR3 4637562032451492608,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Gaia+DR3+4637562032451492608,Late O Dwarf,Gaia DR3 4637562032451492608,33.020108862239660,-74.199367519811005,2016.0,Magellanic Bridge,None,O9.5 V,2021A&A...646A..16R,O,9.5,V,15.149658,15.023548,15.390042,-0.042631,0.030585,,None,15.00,2016yCat.2336....0H,15.18,2016yCat.2336....0H,-0.26,2006A&A...457..637M,0.05,2021A&A...646A..16R,163.0,2021A&A...646A..16R,33000.0,2021A&A...646A..16R,4.00,2021A&A...646A..16R,4.72,2021A&A...646A..16R,7.0,2021A&A...646A..16R,18.0,2021A&A...646A..16R,8.0,2021A&A...646A..16R,,None,,None,False,None,True,,,,,
Gaia DR3 4637562376048872448,None,None,Late O,Gaia DR3 4637562376048872448,33.041100265285515,-74.174006064136677,2016.0,Magellanic Bridge,None,O,None,O,None,None,14.273095,14.159700,14.478597,-0.091054,0.027677,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
