target_name_std,target_name_simbad,simbad_link,target_classification,gaia_dr2_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref
AV 224,AzV 224,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+224,Early B Giant,Gaia DR2 4690521109537837440,14.81684005,-72.07903642,2015.5,SMC,NGC 346,B1 III,1987AJ.....93.1070G,B,1,III,13.02,2002ApJS..141...81M,13.97,2002ApJS..141...81M,14.12,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,299,2008A&A...479..541H,,None,,None,FALSE,None
HD 5980,HD 5980,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=HD+5980,WN Binary,Gaia DR2 4690516883290136832,14.86077889,-72.16498557,2015.5,SMC,NGC 346,WN6h + WNE + O,2003MNRAS.338..360F,WN,6,none,10.63,1977A&AS...30..261A,11.63,1977A&AS...30..261A,11.83,1977A&AS...30..261A,,None,0.08,2016A&A...591A..22S,43000,2016A&A...591A..22S,3.5,2016A&A...591A..22S,6.35,2016A&A...591A..22S,24,2016A&A...591A..22S,61,2016A&A...591A..22S,,None,2200,2016A&A...591A..22S,3.20E-05,2016A&A...591A..22S,TRUE,2014AJ....148...62K
NGC346 ELS 13,Cl* NGC 346 ELS 013,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+013,O Binary,Gaia DR2 4690516986349956480,14.87661792,-72.15268226,2015.5,SMC,NGC 346,O9 V + B1 V,2012A&A...537A..29R,O,9,V,13.36,1989AJ.....98.1305M,14.28,1989AJ.....98.1305M,14.46,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,34500,2012A&A...537A..29R,3.9,2012A&A...537A..29R,,None,,None,,None,320,2012A&A...537A..29R,,None,,None,TRUE,2012A&A...537A..29R
NGC346 ELS 46,Cl* NGC 346 ELS 046,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+046,Mid O Dwarf,Gaia DR2 4690504582501410432,14.88279192,-72.22645705,2015.5,SMC,NGC 346,O7 Vn,2006A&A...456..623E,O,7,V,,None,15.16,2006A&A...456..623E,15.44,2006A&A...456..623E,-0.27,2006A&A...457..637M,-0.01,Derived from (B-V)0,39000,2013A&A...555A...1B,4.22,2013A&A...555A...1B,4.81,2013A&A...555A...1B,5.6,"Derived from L,Teff",23.7,2013A&A...555A...1B,300,2013A&A...555A...1B,1950,2013A&A...555A...1B,6.00E-10,2013A&A...555A...1B,FALSE,None
AV 232,AzV 232,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+232,Mid O Supergiant,Gaia DR2 4690516677131714432,14.88324391,-72.17948,2015.5,SMC,NGC 346,O7 Iaf+,1977ApJ...215...53W,O,7,I,11.15,1977A&AS...30..261A,12.15,1977A&AS...30..261A,12.35,1977A&AS...30..261A,-0.27,2006A&A...457..637M,0.05,2021A&A...647A.134B,33500,2021A&A...647A.134B,3.16,2021A&A...647A.134B,5.89,2021A&A...647A.134B,26.2,"Derived from L,Teff",35.3,2021A&A...647A.134B,75,2021A&A...647A.134B,1350,2021A&A...647A.134B,4.50E-06,2021A&A...647A.134B,FALSE,None
AV 234,AzV 234,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+234,Early B Supergiant,Gaia DR2 4690518223319786624,14.93128773,-72.07190569,2015.5,SMC,NGC 346,B3 Iab,2019A&A...626A..50D,B,3,I,12.02,2002ApJS..141...81M,12.84,2002ApJS..141...81M,12.94,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.03,Derived from (B-V)0,15700,2019A&A...626A..50D,2.15,2019A&A...626A..50D,4.91,2019A&A...626A..50D,38.6,"Derived from L,Teff",,None,43,2019A&A...626A..50D,,None,,None,FALSE,None
AV 235,SK 82,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+82,Early B Supergiant,Gaia DR2 4685972636146149504,14.94055195,-72.7490102,2015.5,SMC,None,B0 Iaw,1983ApJ...265..716W,B,0,I,11.07,1975A&AS...22..285A,12.02,1975A&AS...22..285A,12.2,1975A&AS...22..285A,-0.24,1970A&A.....4..234F,0.07,2004ApJ...610.1021E,27500,2004ApJ...610.1021E,2.9,2004ApJ...610.1021E,5.72,2004ApJ...610.1021E,31.9,2004ApJ...610.1021E,,None,80,2004ApJ...610.1021E,1400,2004ApJ...610.1021E,4.00E-06,2004ApJ...610.1021E,FALSE,None
NGC346 ELS 35,Cl* NGC 346 ELS 035,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+035,Early B Dwarf,Gaia DR2 4690518154600349184,14.94437339,-72.09236811,2015.5,SMC,NGC 346,B1 V,2006A&A...456..623E,B,1,V,13.83,2002ApJS..141...81M,14.7,2002ApJS..141...81M,14.89,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,145,2008A&A...479..541H,,None,,None,TRUE,2013AcA....63..323P
NGC346 ELS 25,Cl* NGC 346 ELS 025,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+025,Late O Dwarf,Gaia DR2 4690504994818102016,14.97066017,-72.18032162,2015.5,SMC,NGC 346,O9 V,2006A&A...456..623E,O,9,V,13.67,1989AJ.....98.1305M,14.67,1989AJ.....98.1305M,14.91,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.03,Derived from (B-V)0,36200,2006A&A...456.1131M,4.07,2006A&A...456.1131M,4.9,2006A&A...456.1131M,7.2,2006A&A...456.1131M,22.6,2006A&A...456.1131M,138,2006A&A...456.1131M,2816,2006A&A...456.1131M,1.25E-07,2006A&A...456.1131M,FALSE,None
NGC346 ELS 31,Cl* NGC 346 ELS 031,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+031,Mid O Dwarf,Gaia DR2 4690518532557434496,14.97526618,-72.07539955,2015.5,SMC,NGC 346,O8 Vz,2006A&A...456..623E,O,8,V,13.65,2002ApJS..141...81M,14.74,2002ApJS..141...81M,14.96,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.05,Derived from (B-V)0,37200,2013A&A...555A...1B,4,2013A&A...555A...1B,4.95,2013A&A...555A...1B,7.2,"Derived from L,Teff",23.2,2013A&A...555A...1B,25,2013A&A...555A...1B,1540,2013A&A...555A...1B,6.00E-10,2013A&A...555A...1B,FALSE,None
AV 238,AzV 238,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+238,Late O Giant,Gaia DR2 4690503792227414400,14.98129024,-72.22716688,2015.5,SMC,None,O9.5 III,2000PASP..112.1243W,O,9.5,III,12.49,2002ApJS..141...81M,13.47,2002ApJS..141...81M,13.64,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,71,2009ApJ...700..844P,1200,1996A&A...305..171P,,None,FALSE,None
AV 243,AzV 243,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+243,Mid O Dwarf,Gaia DR2 4685971639713881344,15.0280329,-72.78865115,2015.5,SMC,None,O6 V,1995PASP..107..104W,O,6,V,12.63,2002ApJS..141...81M,13.67,2002ApJS..141...81M,13.84,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.11,Derived from (B-V)0,39600,2013A&A...555A...1B,3.9,2013A&A...555A...1B,5.59,2013A&A...555A...1B,13.3,"Derived from L,Teff",41,2013A&A...555A...1B,60,2013A&A...555A...1B,2000,2013A&A...555A...1B,7.90E-08,2013A&A...555A...1B,FALSE,None
AV 242,AzV 242,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+242,Early B Supergiant,Gaia DR2 4690503826587160832,15.02869211,-72.23260877,2015.5,SMC,None,B0.7 Iaw,1983ApJ...265..716W,B,0.7,I,11.03,1977A&AS...30..261A,11.95,1977A&AS...30..261A,12.06,1977A&AS...30..261A,-0.19,1970A&A.....4..234F,0.08,Derived from (B-V)0,25000,2005A&A...434..677T,2.85,2005A&A...434..677T,5.67,2005A&A...434..677T,36.6,2005A&A...434..677T,39.5,2005A&A...434..677T,83,2009ApJ...700..844P,950,2004ApJ...607..451E,8.40E-07,2005A&A...434..677T,FALSE,None
AV 251,AzV 251,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+251,Mid O Dwarf,Gaia DR2 4685990705007783168,15.09231841,-72.51354222,2015.5,SMC,None,O7.5 V,2016ApJ...817..113L,O,7.5,V,13.32,2002ApJS..141...81M,14.34,2002ApJS..141...81M,14.52,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,33100,2018ApJ...868...57C,,None,4.89,2018ApJ...868...57C,8.5,"Derived from L,Teff",,None,,None,,None,,None,FALSE,None
AV 261,AzV 261,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+261,Early B Supergiant,Gaia DR2 4687491164738701056,15.24467542,-72.51395982,2015.5,SMC,None,B2 Ibe,2004MNRAS.353..601E,B,2,I,12.9,2002ApJS..141...81M,13.81,2002ApJS..141...81M,13.88,2002ApJS..141...81M,-0.16,1970A&A.....4..234F,0.09,Derived from (B-V)0,,None,,None,,None,,None,,None,87,2009ApJ...700..844P,,None,,None,FALSE,None
AV 264,AzV 264,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+264,Early B Supergiant,Gaia DR2 4690520387983090432,15.28235878,-71.99966764,2015.5,SMC,None,B1 Ia,1997A&A...317..871L,B,1,I,11.33,1977A&AS...30..261A,12.24,1977A&AS...30..261A,12.37,1977A&AS...30..261A,-0.19,1970A&A.....4..234F,0.06,Derived from (B-V)0,22500,2005A&A...434..677T,2.55,2005A&A...434..677T,5.44,2005A&A...434..677T,34.8,2005A&A...434..677T,29,2005A&A...434..677T,85,2005A&A...434..677T,600,2004ApJ...607..451E,2.90E-07,2005A&A...434..677T,FALSE,None
AV 266,AzV 266,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+266,Early B Supergiant,Gaia DR2 4687492298609966464,15.28914428,-72.45793432,2015.5,SMC,None,B1 I,2016ApJ...817..113L,B,1,I,11.47,2002ApJS..141...81M,12.43,2002ApJS..141...81M,12.55,2002ApJS..141...81M,-0.19,1970A&A.....4..234F,0.07,Derived from (B-V)0,18200,2018ApJ...868...57C,,None,5.09,2018ApJ...868...57C,35.3,"Derived from L,Teff",,None,61,2009ApJ...700..844P,,None,,None,FALSE,None
AV 267,AzV 267,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+267,Late O Dwarf,Gaia DR2 4690507022042458624,15.31539416,-72.10983021,2015.5,SMC,None,O8 V,2016ApJ...817..113L,O,8,V,13.53,2002ApJS..141...81M,14.58,2002ApJS..141...81M,14.84,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.01,Derived from (B-V)0,35700,2013A&A...555A...1B,4.04,2013A&A...555A...1B,4.9,2013A&A...555A...1B,7.4,"Derived from L,Teff",21.5,2013A&A...555A...1B,220,2013A&A...555A...1B,1250,2013A&A...555A...1B,2.50E-09,2013A&A...555A...1B,FALSE,None
AV 296,AzV 296,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+296,Mid O Dwarf,Gaia DR2 4690501661923520768,15.5360443,-72.22223058,2015.5,SMC,None,O7.5 V((f)),2004ApJ...608.1001M,O,7.5,V,13.05,2002ApJS..141...81M,14.07,2002ApJS..141...81M,14.26,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.09,Derived from (B-V)0,35000,2004ApJ...608.1001M,3.5,2004ApJ...608.1001M,5.3,2004ApJ...608.1001M,11.9,2004ApJ...608.1001M,16,2004ApJ...608.1001M,,None,2000,2004ApJ...608.1001M,5.00E-07,2004ApJ...608.1001M,FALSE,None
AV 304,AzV 304,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+304,Early B Dwarf,Gaia DR2 4687474122305879424,15.58951924,-72.65405715,2015.5,SMC,None,B0.5 V,1982PASP...94...31C,B,0.5,V,13.74,2002ApJS..141...81M,14.66,2002ApJS..141...81M,14.77,2002ApJS..141...81M,-0.28,1970A&A.....4..234F,0.17,Derived from (B-V)0,27500,2005A&A...436..687H,3.9,2005A&A...436..687H,,None,,None,,None,11,2003A&A...400...21R,,None,,None,FALSE,None
AV 307,AzV 307,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+307,Late O Giant,Gaia DR2 4687473911837161344,15.63409888,-72.66183021,2015.5,SMC,None,O9 III,1987AJ.....93.1070G,O,9,III,12.82,2002ApJS..141...81M,13.8,2002ApJS..141...81M,13.96,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.1,2021A&A...647A.134B,30000,2021A&A...647A.134B,3.5,2021A&A...647A.134B,5.15,2021A&A...647A.134B,13.9,"Derived from L,Teff",22.5,2021A&A...647A.134B,60,2021A&A...647A.134B,1300,2021A&A...647A.134B,4.80E-09,2021A&A...647A.134B,FALSE,None
AV 314,AzV 314,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+314,Mid B Supergiant,Gaia DR2 4687498277203924608,15.70209735,-72.27927947,2015.5,SMC,None,B5 Iab,1997A&A...317..871L,B,5,I,11.98,2002ApJS..141...81M,12.77,2002ApJS..141...81M,12.87,2002ApJS..141...81M,-0.1,1970A&A.....4..234F,0,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 321,AzV 321,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+321,Early B Giant,Gaia DR2 4690508980549304704,15.73785165,-72.13587027,2015.5,SMC,None,O9 IInp,2010AJ....139.1283W,O,9,II,12.54,2002ApJS..141...81M,13.57,2002ApJS..141...81M,13.76,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.07,Derived from (B-V)0,,None,,None,,None,,None,,None,357,2009ApJ...700..844P,,None,,None,FALSE,None
AV 324,AzV 324,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+324,Early B Supergiant,Gaia DR2 4690507881037706112,15.76344538,-72.18774227,2015.5,SMC,None,B4 Iab,1997AJ....114.1951S,B,4,I,12.11,2002ApJS..141...81M,12.79,2002ApJS..141...81M,12.84,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 326,AzV 326,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+326,Early B Subgiant,Gaia DR2 4687481750167305472,15.78863262,-72.43253905,2015.5,SMC,None,O9 V,1995ApJ...438..188M,O,9,V,12.84,2002ApJS..141...81M,13.8,2002ApJS..141...81M,13.92,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.14,Derived from (B-V)0,32400,2013A&A...555A...1B,4.03,2013A&A...555A...1B,4.81,2013A&A...555A...1B,8.1,"Derived from L,Teff",18.8,2013A&A...555A...1B,200,2013A&A...555A...1B,1250,2013A&A...555A...1B,7.10E-10,2013A&A...555A...1B,FALSE,None
AV 327,AzV 327,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+327,Late O Bright Giant,Gaia DR2 4690512691400904448,15.79396002,-72.03732066,2015.5,SMC,None,O9.5 II-Ibw,2000PASP..112.1243W,O,9.5,II,11.83,2002ApJS..141...81M,12.87,2002ApJS..141...81M,13.03,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.06,2021A&A...647A.134B,30000,2021A&A...647A.134B,3.12,2021A&A...647A.134B,5.54,2021A&A...647A.134B,21.8,"Derived from L,Teff",22.8,2021A&A...647A.134B,95,2021A&A...647A.134B,1500,2021A&A...647A.134B,1.30E-07,2021A&A...647A.134B,FALSE,None
AV 332,SK 108,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+108,WN Binary,Gaia DR2 4690509113669470592,15.85512888,-72.11218782,2015.5,SMC,None,WN3:h + O5.5 V + O5.5 I(f) + O7.5 V,2018A&A...616A.103S,WN,3,none,11.11,1977A&AS...30..261A,12.14,1977A&AS...30..261A,12.37,1977A&AS...30..261A,,None,0.08,2018A&A...616A.103S,80000,2018A&A...616A.103S,,None,5.87,2018A&A...616A.103S,4.7,2018A&A...616A.103S,,None,,None,2000,2018A&A...616A.103S,6.30E-06,2018A&A...616A.103S,TRUE,2018A&A...616A.103S
AV 343,AzV 343,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+343,Mid B Supergiant,Gaia DR2 4687427152541020288,15.98416972,-72.7017454,2015.5,SMC,None,B6 Iab,1997AJ....114.1951S,B,6,I,12.32,2002ApJS..141...81M,12.95,2002ApJS..141...81M,12.99,2002ApJS..141...81M,-0.07,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 362,AzV 362,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+362,Early B Supergiant,Gaia DR2 4687507584364583040,16.205633,-72.10604567,2015.5,SMC,None,B3 Ia,1997A&A...317..871L,B,3,I,10.58,1977A&AS...30..261A,11.34,1977A&AS...30..261A,11.36,1977A&AS...30..261A,-0.13,1970A&A.....4..234F,0.11,Derived from (B-V)0,14000,2004A&A...417..217T,1.7,2004A&A...417..217T,5.5,2004A&A...417..217T,96,2004A&A...417..217T,30,2004A&A...417..217T,51,2004A&A...417..217T,270,2004A&A...417..217T,8.00E-07,2004A&A...417..217T,FALSE,None
AV 372,AzV 372,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+372,Late O Supergiant,Gaia DR2 4687411518857964032,16.23226162,-72.78004569,2015.5,SMC,None,O9.5 Iabw,2002ApJS..141..443W,O,9.5,I,11.41,2002ApJS..141...81M,12.44,2002ApJS..141...81M,12.59,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.11,Derived from (B-V)0,28000,2004ApJ...610.1021E,3.1,2004ApJ...610.1021E,5.62,2004ApJ...610.1021E,27.5,2004ApJ...610.1021E,,None,120,2004ApJ...610.1021E,1550,2004ApJ...610.1021E,1.00E-06,2004ApJ...610.1021E,FALSE,None
AV 374,AzV 374,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+374,Early B Supergiant,Gaia DR2 4687483880472767872,16.257775,-72.44827924,2015.5,SMC,None,B2 Ib,1997A&A...317..871L,B,2,I,12.04,2002ApJS..141...81M,12.91,2002ApJS..141...81M,13.04,2002ApJS..141...81M,-0.16,1970A&A.....4..234F,0.03,Derived from (B-V)0,18500,2005A&A...434.1125D,2.5,2005A&A...434.1125D,,None,,None,,None,47,2006A&A...451..603D,,None,,None,FALSE,None
AV 377,AzV 377,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+377,Mid O Dwarf,Gaia DR2 4687411209620332672,16.28077024,-72.80520396,2015.5,SMC,None,O5 V((f)),2004MNRAS.353..601E,O,5,V,13.19,2002ApJS..141...81M,14.25,2002ApJS..141...81M,14.45,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.08,Derived from (B-V)0,45500,2004ApJ...608.1001M,4,2004ApJ...608.1001M,5.54,2004ApJ...608.1001M,9.1,2004ApJ...608.1001M,45,2005ApJ...627..477M,,None,2350,2004ApJ...608.1001M,1.00E-07,2004ApJ...608.1001M,FALSE,None
AV 388,AzV 388,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+388,Early O Dwarf,Gaia DR2 4687482643522255744,16.41472155,-72.49082174,2015.5,SMC,None,O4 V,1987AJ.....93.1070G,O,4,V,12.81,2002ApJS..141...81M,13.88,2002ApJS..141...81M,14.09,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.07,Derived from (B-V)0,43100,2013A&A...555A...1B,4.01,2013A&A...555A...1B,5.54,2013A&A...555A...1B,10.6,"Derived from L,Teff",42,2013A&A...555A...1B,150,2013A&A...555A...1B,2100,2013A&A...555A...1B,1.00E-07,2013A&A...555A...1B,FALSE,None
AV 393,SK 124,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+124,Early B Supergiant,Gaia DR2 4687488965713758336,16.48467728,-72.32910566,2015.5,SMC,None,B1.5 Ia,1987AJ.....93.1070G,B,1.5,I,10.55,1977A&AS...30..261A,11.41,1977A&AS...30..261A,11.43,1977A&AS...30..261A,-0.18,1970A&A.....4..234F,0.16,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 410,AzV 410,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+410,Early B Giant,Gaia DR2 4687530747148633216,16.68789195,-72.05685052,2015.5,SMC,None,B0 III,1987AJ.....93.1070G,B,0,III,12.11,2002ApJS..141...81M,13.06,2002ApJS..141...81M,13.21,2002ApJS..141...81M,-0.3,1970A&A.....4..234F,0.15,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
2dFS 2266,2dFS 2266,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+2266,Mid O Bright Giant,Gaia DR2 4687513876517417856,16.80947592,-72.22986988,2015.5,SMC,None,OC7 II(f),2004MNRAS.353..601E,O,7,II,13.83,2002ApJS..141...81M,14.91,2002ApJS..141...81M,15.16,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.02,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 423,AzV 423,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+423,Late O Bright Giant,Gaia DR2 4687226079343204736,16.91830244,-72.85002278,2015.5,SMC,None,O9.5 II(n),2002ApJS..141..443W,O,9.5,II,12.08,2002ApJS..141...81M,13.08,2002ApJS..141...81M,13.25,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.09,Derived from (B-V)0,28200,2018ApJ...868...57C,,None,5.34,2018ApJ...868...57C,19.6,"Derived from L,Teff",,None,163,2009ApJ...700..844P,,None,,None,FALSE,None
AV 435,AzV 435,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+435,Early O Dwarf,Gaia DR2 4687529613277122560,17.07461653,-71.99844057,2015.5,SMC,None,O3 V((f*)),2005ApJ...627..477M,O,3,V,12.96,2002ApJS..141...81M,13.94,2002ApJS..141...81M,14,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.22,Derived from (B-V)0,46000,2012A&A...543A..95R,3.9,2012A&A...543A..95R,5.88,2012A&A...543A..95R,13.8,2012A&A...543A..95R,,None,110,2012A&A...543A..95R,1500,2012A&A...543A..95R,2.10E-07,2012A&A...543A..95R,FALSE,None
AV 440,AzV 440,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+440,Mid O Giant,Gaia DR2 4687534389280585088,17.2334312,-71.87964263,2015.5,SMC,None,O8 V,2005ApJ...627..477M,O,8,V,13.3,2002ApJS..141...81M,14.3,2002ApJS..141...81M,14.48,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,37000,2005ApJ...627..477M,4,2005ApJ...627..477M,5.28,2005ApJ...627..477M,10.6,2005ApJ...627..477M,42,2005ApJ...627..477M,62,2009ApJ...700..844P,1300,2005ApJ...627..477M,1.00E-07,2005ApJ...627..477M,FALSE,None
AV 445,AzV 445,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+445,Mid B Supergiant,Gaia DR2 4687457625308011776,17.31591079,-72.42059645,2015.5,SMC,None,B5 Iab,1997A&A...317..871L,B,5,I,11.9,2002ApJS..141...81M,12.65,2002ApJS..141...81M,12.71,2002ApJS..141...81M,-0.09,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
2dFS 2553,2dFS 2553,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2dFS+2553,Mid O Giant,Gaia DR2 4687154611082066304,17.34146877,-73.26164873,2015.5,SMC,None,O6.5 III((f))e_2_,2016ApJ...817..113L,O,6.5,III,13.82,2002ApJS..141...81M,14.82,2002ApJS..141...81M,14.95,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
AV 446,AzV 446,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+446,Mid O Dwarf,Gaia DR2 4687202920878091008,17.35596321,-73.15831276,2015.5,SMC,None,O6.5 V,1987AJ.....93.1070G,O,6.5,V,13.29,2002ApJS..141...81M,14.35,2002ApJS..141...81M,14.59,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.03,Derived from (B-V)0,39700,2013A&A...555A...1B,4,2013A&A...555A...1B,5.25,2013A&A...555A...1B,8.9,"Derived from L,Teff",30,2013A&A...555A...1B,30,2013A&A...555A...1B,1400,2013A&A...555A...1B,4.00E-09,2005ApJ...627..477M,FALSE,None
AV 456,AzV 456,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+456,Late O Supergiant,Gaia DR2 4687251368112248960,17.73236051,-72.71563248,2015.5,SMC,None,O9.5 Ibw,2004ApJ...610.1021E,O,9.5,I,12.15,2002ApJS..141...81M,12.93,2002ApJS..141...81M,12.83,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.36,Derived from (B-V)0,29500,2004ApJ...610.1021E,3,2004ApJ...610.1021E,5.81,2004ApJ...610.1021E,30.6,2004ApJ...610.1021E,,None,80,2004ApJ...610.1021E,1450,2004ApJ...610.1021E,7.00E-07,2004ApJ...610.1021E,FALSE,None
AV 468,AzV 468,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+468,Late O Dwarf,Gaia DR2 4687248791131672960,18.02449605,-72.68239401,2015.5,SMC,None,O8.5 V,1987AJ.....93.1070G,O,8.5,V,13.83,2002ApJS..141...81M,14.86,2002ApJS..141...81M,15.11,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.02,Derived from (B-V)0,34700,2013A&A...555A...1B,4,2013A&A...555A...1B,4.76,2013A&A...555A...1B,6.6,"Derived from L,Teff",19.3,2013A&A...555A...1B,50,2013A&A...555A...1B,1540,2013A&A...555A...1B,7.10E-10,2013A&A...555A...1B,FALSE,None
AV 469,AzV 469,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+469,Late O Bright Giant,Gaia DR2 4687447287341770112,18.12088362,-72.49141038,2015.5,SMC,None,O8.5 II((f)),2002ApJS..141..443W,O,8.5,II,11.91,2002ApJS..141...81M,12.96,2002ApJS..141...81M,13.12,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,33000,2004ApJ...610.1021E,3.4,2004ApJ...610.1021E,5.5,2004ApJ...610.1021E,17.2,2004ApJ...610.1021E,,None,80,2004ApJ...610.1021E,1550,2004ApJ...610.1021E,1.30E-06,2004ApJ...610.1021E,FALSE,None
AV 472,AzV 472,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+472,Early B Bright Giant,Gaia DR2 4687241472507227520,18.25782654,-72.76346139,2015.5,SMC,None,B2 Ia,1997A&A...317..871L,B,2,I,11.59,2002ApJS..141...81M,12.51,2002ApJS..141...81M,12.62,2002ApJS..141...81M,-0.17,1970A&A.....4..234F,0.06,Derived from (B-V)0,19000,2005A&A...434.1125D,2.4,2005A&A...434.1125D,,None,,None,,None,33,2006A&A...451..603D,,None,,None,FALSE,None
