target_name_std,target_name_simbad,simbad_link,target_classification,gaia_dr2_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref
BI 237,BI 237,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+237,Early O Dwarf,Gaia DR2 4660109236409051392,84.06099317,-67.65532374,2015.5,LMC,None,O2 V((f*)),2005ApJ...627..477M,O,2,V,12.8,2002ApJS..141...81M,13.77,2002ApJS..141...81M,13.89,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,53200,2012A&A...543A..95R,4.11,2012A&A...543A..95R,5.83,2012A&A...543A..95R,9.7,2012A&A...543A..95R,,None,140,2012A&A...543A..95R,3400,2012A&A...543A..95R,6.20E-07,2012A&A...543A..95R,FALSE,None
SK -68 133,SK -68 133,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+133,Early O Giant,Gaia DR2 4657796448044115968,84.25547421,-68.76833257,2015.5,LMC,None,OC3.5 III(f*),2015A&A...584A...5E,O,3.5,III,12.02,2002ApJS..141...81M,13.03,2002ApJS..141...81M,13.15,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
SK -66 171,SK -66 171,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-66+171,Late O Supergiant,Gaia DR2 4660278492484698112,84.26010395,-66.64361754,2015.5,LMC,None,O9 Ia,1988ApJ...335..703F,O,9,I,11.02,1975A&AS...19..259I,12.04,1975A&AS...19..259I,12.19,1975A&AS...19..259I,-0.26,2006A&A...457..637M,0.11,Derived from (B-V)0,,None,,None,,None,,None,,None,90,2009ApJ...700..844P,,None,,None,FALSE,None
LMCe078-1,[MNM2015] LMCe078-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe078-1,Mid O Supergiant,Gaia DR2 4657666082940629120,84.37343529,-69.24775866,2015.5,LMC,None,O6 Ifc,2017ApJ...837..122M,O,6,I,12.49,2004AJ....128.1606Z,13.46,2004AJ....128.1606Z,13.49,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.24,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
VFTS 66,VFTS 66,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+66,O Binary,Gaia DR2 4657692406776887680,84.38788254,-69.07630017,2015.5,LMC,30 Dor,O9 V + B0.2 V,2020A&A...634A.118M,O,9,V,,None,15.64,2011A&A...530A.108E,15.54,2011A&A...530A.108E,-0.27,2006A&A...457..637M,0.37,Derived from (B-V)0,32800,2020A&A...634A.118M,4.08,2020A&A...634A.118M,4.54,2020A&A...634A.118M,5.8,2020A&A...634A.118M,16.6,2020A&A...634A.118M,117,2020A&A...634A.118M,,None,,None,TRUE,2020A&A...634A.119M
VFTS 72,BI 253,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+253,Early O Dwarf,Gaia DR2 4657698454092124416,84.39359843,-69.01949082,2015.5,LMC,30 Dor,O2 V-III(n)((f*)),2014A&A...564A..40W,O,2,V,12.65,2002ApJS..141...81M,13.67,2002ApJS..141...81M,13.76,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.19,Derived from (B-V)0,54800,2012A&A...543A..95R,4.18,2012A&A...543A..95R,5.97,2012A&A...543A..95R,10.7,2012A&A...543A..95R,,None,230,2012A&A...543A..95R,3180,2005ApJ...627..477M,1.53E-06,2012A&A...543A..95R,FALSE,None
SK -68 135,SK -68 135,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+135,Late O Supergiant,Gaia DR2 4657700790554314752,84.45475253,-68.91711866,2015.5,LMC,None,ON9.7 Ia+,1977ApJ...215...53W,O,9.7,I,10.5,1972A&AS....6..249A,11.36,1972A&AS....6..249A,11.36,1972A&AS....6..249A,-0.26,2006A&A...457..637M,0.26,Derived from (B-V)0,27500,2004ApJ...610.1021E,2.7,2004ApJ...610.1021E,5.97,2004ApJ...610.1021E,42.3,2004ApJ...610.1021E,,None,70,2004ApJ...610.1021E,1350,2004ApJ...610.1021E,7.50E-06,2004ApJ...610.1021E,FALSE,None
VFTS 169,VFTS 169,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+169,Early O Dwarf,Gaia DR2 4657678422361160448,84.45801145,-69.17440888,2015.5,LMC,30 Dor,O2.5 V(n)((f*)),2014A&A...564A..40W,O,2.5,V,,None,14.62,2011A&A...530A.108E,14.59,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.31,Derived from (B-V)0,47300,2014A&A...570A..38B,,None,5.89,2014A&A...570A..38B,13.1,"Derived from L,Teff",76,2014A&A...570A..38B,200,2014A&A...570A..38B,3200,2014A&A...570A..38B,3.20E-06,2014A&A...570A..38B,FALSE,None
VFTS 180,BAT99 93,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+93,Early O Supergiant,Gaia DR2 4657678525440372352,84.46393015,-69.16296689,2015.5,LMC,LH 99,O3 If*,2011MNRAS.416.1311C,O,3,I,,None,13.46,2011A&A...530A.108E,13.54,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.2,Derived from (B-V)0,42200,2014A&A...570A..38B,,None,5.92,2014A&A...570A..38B,17.1,"Derived from L,Teff",58,2014A&A...570A..38B,93,2014A&A...570A..38B,2500,2014A&A...570A..38B,1.00E-05,2014A&A...570A..38B,FALSE,None
VFTS 190,VFTS 190,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+190,Mid O Dwarf,Gaia DR2 4657677975684588672,84.47207569,-69.21589606,2015.5,LMC,30 Dor,O7 Vnn((f))p,2014A&A...564A..40W,O,7,V,,None,14.63,2011A&A...530A.108E,14.67,2011A&A...530A.108E,-0.27,2006A&A...457..637M,0.23,Derived from (B-V)0,,None,,None,,None,,None,,None,445,2013A+A...560A..29R,,None,,None,FALSE,None
VFTS 244,VFTS 244,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+244,Mid O Giant,Gaia DR2 4657680552664841856,84.53505764,-69.09568873,2015.5,LMC,30 Dor,O5 III(n)(fc),2014A&A...564A..40W,O,5,III,,None,13.94,2011A&A...530A.108E,14.04,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,41050,2017A&A...600A..81R,3.65,2017A&A...600A..81R,5.58,2017A&A...600A..81R,12.4,2017A&A...600A..81R,39.2,2017A&A...600A..81R,230,2017A&A...600A..81R,2123,2017A&A...600A..81R,2.20E-06,2017A&A...600A..81R,FALSE,None
VFTS 267,VFTS 267,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+267,Early O Giant,Gaia DR2 4657679934189673088,84.55819233,-69.12992233,2015.5,LMC,30 Dor,O3 III-I(n)f*,2014A&A...564A..40W,O,3,III,,None,13.44,2011A&A...530A.108E,13.49,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.23,Derived from (B-V)0,44100,2017A&A...600A..81R,3.88,2017A&A...600A..81R,5.96,2017A&A...600A..81R,16.6,2017A&A...600A..81R,65.6,2017A&A...600A..81R,182,2017A&A...600A..81R,3208,2017A&A...600A..81R,1.00E-05,2017A&A...600A..81R,FALSE,None
SK -68 137,SK -68 137,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+137,Early O Giant,Gaia DR2 4657783322622150784,84.60284931,-68.87581535,2015.5,LMC,None,O2 III(f*),2004ApJ...608.1028W,O,2,III,12.24,2002ApJS..141...81M,13.22,2002ApJS..141...81M,13.29,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.21,Derived from (B-V)0,55000,2004ApJ...608.1028W,,None,6.19,2004ApJ...608.1028W,13.7,"Derived from L,Teff",,None,107,2009ApJ...700..844P,3200,1998MNRAS.300..828P,2.00E-06,2004ApJ...608.1028W,FALSE,None
VFTS 355,VFTS 355,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+355,Early O Dwarf,Gaia DR2 4657688695923883648,84.6214632,-68.96092125,2015.5,LMC,30 Dor,O4 V((n))((fc))z,2014A&A...564A..40W,O,4,V,,None,13.93,2011A&A...530A.108E,14.12,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.09,Derived from (B-V)0,43400,2017A&A...601A..79S,3.84,2017A&A...601A..79S,5.52,2017A&A...601A..79S,10.4,2017A&A...601A..79S,57.3,2017A&A...601A..79S,134,2013A&A...560A..29R,,None,,None,TRUE,2013A&A...550A.107S
VFTS 404,VFTS 404,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+404,Early O Dwarf,Gaia DR2 4657679831110499840,84.6409751,-69.16585102,2015.5,LMC,30 Dor,O3.5 V(n)((fc)),2014A&A...564A..40W,O,3.5,V,,None,14.16,2011A&A...530A.108E,14.14,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.3,Derived from (B-V)0,44700,2014A&A...570A..38B,,None,5.91,2014A&A...570A..38B,,None,78,2014A&A...570A..38B,,None,3010,2014A&A...570A..38B,1.60E-06,2014A&A...570A..38B,TRUE,2017A&A...598A..84A
VFTS 406,VFTS 406,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+406,Mid O Dwarf,Gaia DR2 4657686325102023552,84.64158529,-69.07256168,2015.5,LMC,None,O6 Vnn,2014A&A...564A..40W,O,6,V,13.67,1993AJ....105..560P,14.31,1993AJ....105..560P,14.3,1993AJ....105..560P,-0.28,2006A&A...457..637M,0.29,Derived from (B-V)0,37600,2014A&A...570A..38B,,None,5.48,2014A&A...570A..38B,13,"Derived from L,Teff",44,2014A&A...570A..38B,356,2013A&A...560A..29R,2600,2014A&A...570A..38B,4.00E-06,2014A&A...570A..38B,FALSE,None
VFTS 482,Cl* NGC 2070 MEL 39,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+39,Early O Supergiant,Gaia DR2 4657679659312960256,84.66758733,-69.0999747,2015.5,LMC,30 Dor,O2.5 If*/WN6,2011MNRAS.416.1311C,O,2.5,I,12.12,1999A&A...341...98S,12.97,1999A&A...341...98S,12.85,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.4,Derived from (B-V)0,42200,2014A&A...570A..38B,,None,6.4,2014A&A...570A..38B,29.7,"Derived from L,Teff",145,2014A&A...570A..38B,200,2014A&A...570A..38B,2600,2014A&A...570A..38B,4.00E-05,2014A&A...570A..38B,TRUE,2021.Crowther....pc
VFTS 506,VFTS 506,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+506,Early O Dwarf,Gaia DR2 4657685534828092032,84.67315105,-69.0887461,2015.5,LMC,30 Dor,ON2 V((n))((f*)),2014A&A...564A..40W,O,2,V,12.47,1999A&A...341...98S,13.32,1999A&A...341...98S,13.31,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.29,Derived from (B-V)0,47300,2014A&A...570A..38B,,None,6.24,2014A&A...570A..38B,19.7,"Derived from L,Teff",122,2014A&A...570A..38B,93,2013A&A...560A..29R,3040,2014A&A...570A..38B,2.50E-06,2014A&A...570A..38B,FALSE,None
BAT99 105,Cl* NGC 2070 MEL 42,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+42,Early O Supergiant,Gaia DR2 4657685534828234496,84.67546715,-69.09870127,2015.5,LMC,30 Dor,O2 If*,2011MNRAS.416.1311C,O,2,I,11.84,1993AJ....106..560P,12.71,1993AJ....106..560P,12.71,1993AJ....106..560P,-0.28,2006A&A...457..637M,0.28,Derived from (B-V)0,47300,2014A&A...570A..38B,,None,6.56,2014A&A...570A..38B,28.4,"Derived from L,Teff",189,2014A&A...570A..38B,200,2014A&A...570A..38B,2800,2014A&A...570A..38B,2.50E-05,2014A&A...570A..38B,FALSE,None
VFTS 542,Cl* NGC 2070 MEL 30,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+30,Early O Supergiant,Gaia DR2 4657685530496766336,84.67957014,-69.09635936,2015.5,LMC,30 Dor,O2 If*/WN5 + B0 V,2019A&A...627A.151S,O,2,I,12.67,1999A&A...341...98S,13.56,1999A&A...341...98S,13.47,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.37,Derived from (B-V)0,47000,2019A&A...627A.151S,,None,6.14,2019A&A...627A.151S,18,2019A&A...627A.151S,101,2019A&A...627A.151S,130,2019A&A...627A.151S,1800,2019A&A...627A.151S,1.00E-05,2019A&A...627A.151S,TRUE,2019A&A...627A.151S
VFTS 545,Cl* NGC 2070 MEL 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+35,Early O Supergiant,Gaia DR2 4657679659312999296,84.68003324,-69.10402943,2015.5,LMC,30 Dor,O2 If*/WN5,2011MNRAS.416.1311C,O,2,I,12.66,1999A&A...341...98S,13.52,1999A&A...341...98S,13.4,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.4,Derived from (B-V)0,47300,2014A&A...570A..38B,,None,6.3,2014A&A...570A..38B,21.1,"Derived from L,Teff",133,2014A&A...570A..38B,200,2014A&A...570A..38B,2800,2014A&A...570A..38B,2.50E-05,2014A&A...570A..38B,FALSE,None
VFTS 586,VFTS 586,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+586,Early O Dwarf,Gaia DR2 4657686084583876480,84.68914655,-69.04762179,2015.5,LMC,30 Dor,O4 V((n))((fc))z,2014A&A...564A..40W,O,4,V,,None,14.92,2011A&A...530A.108E,15.04,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,45000,2014A&A...564A..39S,4,2014A&A...564A..39S,5.42,2014A&A...564A..39S,8.5,"Derived from L,Teff",,None,100,2014A&A...564A..39S,,None,,None,FALSE,None
SK -68 140,SK -68 140,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+140,Early B Supergiant,Gaia DR2 4657688313632701568,84.73823571,-68.94809413,2015.5,LMC,30 Dor,B0.7 Ib-Iab Nwk,2015A&A...574A..13E,B,0.7,I,11.99,2002ApJS..141...81M,12.84,2002ApJS..141...81M,12.79,2002ApJS..141...81M,-0.19,1970A&A.....4..234F,0.24,Derived from (B-V)0,23500,2015A&A...575A..70M,2.75,2015A&A...575A..70M,5.64,2015A&A...575A..70M,39.9,"Derived from L,Teff",37,2015A&A...575A..70M,53,2015A&A...575A..70M,,None,,None,FALSE,None
HD 269927C,[ST92] 5-68,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ST92]+5-68,Late WN Star,Gaia DR2 4657650041187538688,84.74209085,-69.48876349,2015.5,LMC,LH 101,WN9h,1996MNRAS.281..163S,WN,9,none,11.53,1998A&AS..130..527T,12.5,1998A&AS..130..527T,12.63,1998A&AS..130..527T,,None,0.15,2014A&A...565A..27H,32000,2014A&A...565A..27H,,None,5.58,2014A&A...565A..27H,20.6,2014A&A...565A..27H,32,2014A&A...565A..27H,,None,500,2014A&A...565A..27H,4.70E-06,2014A&A...565A..27H,FALSE,None
[ST92] 5-52,[ST92] 5-52,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ST92]+5-52,Mid O Dwarf,Gaia DR2 4657647189354654848,84.7720196,-69.48967848,2015.5,LMC,LH 101,O3V ((f*)) + OB,2002AJ....123.2754W,O,3,V,12.37,1998A&AS..130..527T,13.26,1998A&AS..130..527T,13.41,1998A&AS..130..527T,-0.28,2006A&A...457..637M,0.13,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,3100,2005ApJ...627..477M,,None,FALSE,None
[ST92] 5-27,[ST92] 5-27,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ST92]+5-27,Early O Dwarf,Gaia DR2 4657647189354677376,84.80649431,-69.50139056,2015.5,LMC,LH 101,O3 V((f)),2000AJ....119.2214M,O,3,V,13.48,1998A&AS..130..527T,14.48,1998A&AS..130..527T,14.58,1998A&AS..130..527T,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,47000,2012A&A...543A..95R,4,2012A&A...543A..95R,5.46,2012A&A...543A..95R,8.1,2012A&A...543A..95R,,None,120,2012A&A...543A..95R,2400,2012A&A...543A..95R,2.70E-07,2012A&A...543A..95R,FALSE,None
[ST92] 4-18,W61 4-4,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=W61+4-4,Mid O Supergiant,Gaia DR2 4657649452784468096,84.96122077,-69.40763058,2015.5,LMC,LH 104,O5 If,2000AJ....119.2214M,O,5,I,12.63,2000AJ....119.2214M,13.64,2000AJ....119.2214M,13.66,2000AJ....119.2214M,-0.28,2006A&A...457..637M,0.26,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
BI 265,BI 265,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+265,Mid O Giant,Gaia DR2 4657639320947542528,85.01929172,-69.66407546,2015.5,LMC,None,O5 III(fc),2015A&A...584A...5E,O,5,III,11.42,1999MNRAS.306..279S,12.43,1999MNRAS.306..279S,12.58,1999MNRAS.306..279S,-0.28,2006A&A...457..637M,0.13,Derived from (B-V)0,,None,,None,,None,,None,,None,280,2010AJ....139.1283W,,None,,None,FALSE,None
Farina  88,[FBM2009] 88,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[FBM2009]+88,Early O Giant,Gaia DR2 4657639213569095936,85.03425891,-69.65479174,2015.5,LMC,None,O4 III(f),2009AJ....138..510F,O,4,III,12.87,2004AJ....128.1606Z,13.56,2004AJ....128.1606Z,13.63,2004AJ....128.1606Z,-0.28,2006A&A...457..637M,0.21,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
SK -71 50,SK -71 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+50,Mid O Bright Giant,Gaia DR2 4651015450609158912,85.17991908,-71.48351965,2015.5,LMC,None,O6.5 III,1986AJ.....92...48C,O,6.5,III,12.31,1979A&AS...38..239I,13.32,1979A&AS...38..239I,13.44,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.15,Derived from (B-V)0,,None,,None,,None,,None,,None,296,2009ApJ...700..844P,,None,,None,FALSE,None
SK -69 279,SK -69 279,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+279,Late O Supergiant,Gaia DR2 4657598226724945024,85.43608657,-69.58747046,2015.5,LMC,None,O9.2 Iaf,2018MNRAS.474.1412G,O,9.2,I,12,1975A&AS...19..259I,12.84,1975A&AS...19..259I,12.79,1975A&AS...19..259I,-0.26,2006A&A...457..637M,0.31,Derived from (B-V)0,29500,2018MNRAS.474.1412G,,None,5.54,2018MNRAS.474.1412G,22.7,2018MNRAS.474.1412G,,None,97,2018MNRAS.474.1412G,800,2018MNRAS.474.1412G,5.50E-06,2018MNRAS.474.1412G,FALSE,None
SK -68 155,SK -68 155,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+155,Late O Supergiant,Gaia DR2 4657734978467410176,85.72894732,-68.94846272,2015.5,LMC,None,B0.5 I,1978A&AS...31..243R,B,0.5,I,11.84,2002ApJS..141...81M,12.74,2002ApJS..141...81M,12.75,2002ApJS..141...81M,-0.24,1970A&A.....4...34F,0.23,Derived from (B-V)0,,None,,None,,None,,None,,None,96,2009ApJ...700..844P,,None,,None,FALSE,None
LH 114-7,[L72] LH 114-7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[L72]+LH+114-7,Early O Giant,Gaia DR2 4659315315990024832,85.80417728,-67.85475455,2015.5,LMC,LH 114,O2 III(f*) + OB?,2002AJ....123.2754W,O,2,III,12.27,2002ApJS..141...81M,13.41,2002ApJS..141...81M,13.66,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,3200,2005ApJ...627..477M,,None,FALSE,None
BI 272,BI 272,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+272,Mid O Giant,Gaia DR2 4659450560221626880,86.09630413,-67.24144431,2015.5,LMC,None,O7 II,1986AJ.....92...48C,O,7,II,12.05,1982A&AS...50....7I,13.06,1982A&AS...50....7I,13.28,1982A&AS...50....7I,-0.27,2006A&A...457..637M,0.05,Derived from (B-V)0,,None,,None,,None,,None,,None,212,2009ApJ...700..844P,3400,2003ApJ...586..996M,,None,FALSE,None
SK -67 261,SK -67 261,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+261,Late O Giant,Gaia DR2 4659457672688249472,86.31351257,-67.17173894,2015.5,LMC,None,O8.5 III,1995ApJ...438..188M,O,8.5,III,11.47,2004AJ....128.1606Z,12.29,2004AJ....128.1606Z,12.4,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.16,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
SK -67 266,BAT99 133,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+133,Late WN Star,Gaia DR2 4659439560768356992,86.46643313,-67.24053519,2015.5,LMC,None,WN11h,1997A&A...320..500C,WN,11,none,10.93,1972A&AS....6..249A,11.88,1972A&AS....6..249A,12.01,1972A&AS....6..249A,,None,0.11,2014A&A...565A..27H,28000,2014A&A...565A..27H,,None,5.69,2014A&A...565A..27H,29.4,2014A&A...565A..27H,41,2014A&A...565A..27H,,None,200,2014A&A...565A..27H,3.80E-06,2014A&A...565A..27H,FALSE,None
SK -70 115,SK -70 115,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+115,Mid O Supergiant,Gaia DR2 4657383027347819392,87.20690502,-70.06606182,2015.5,LMC,LH 117,O6 If,2004NewAR..48..727N,O,6,I,11.16,1975A&AS...19..259I,12.14,1975A&AS...19..259I,12.24,1975A&AS...19..259I,-0.27,2006A&A...457..637M,0.17,Derived from (B-V)0,,None,,None,,None,,None,,None,164,2009ApJ...700..844P,2200,2003ApJ...586..996M,,None,TRUE,2004NewAR..48..727N
NGC 3109 EBU 07,[EBU2007] 7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[EBU2007]+7,Early B Supergiant,Gaia DR2 5467163548681557376 |,150.7280035,-26.14990669,2015.5,NGC 3109,None,B0-1 Ia,2007ApJ...659.1198E,B,0,I,,None,,None,18.69,2007ApJ...659.1198E,,None,0.09,2007ApJ...659.1198E,27000,2007ApJ...659.1198E,2.9,2007ApJ...659.1198E,5.82,2007ApJ...659.1198E,37,2007ApJ...659.1198E,39.7,2007ApJ...659.1198E,,None,,None,,None,FALSE,None
NGC 3109 EBU 20,[EBU2007] 20,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[EBU2007]+20,Mid O Supergiant,None,150.7634167,-26.15594722,2000,NGC 3109,None,O8 I,2007ApJ...659.1198E,O,8,I,,None,,None,19.33,2007ApJ...659.1198E,-0.27,2006A&A...457..637M,,None,31150,2014A&A...572A..36T,3.53,2014A&A...572A..36T,5.87,2014A&A...572A..36T,23.7,2014A&A...572A..36T,69.1,2014A&A...572A..36T,110,2014A&A...572A..36T,2166,2014A&A...572A..36T,4.50E-06,2014A&A...572A..36T,FALSE,None
NGC 3109 EBU 34,[EBU2007] 34,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[EBU2007]+34,Mid O Supergiant,None,150.8093333,-26.15471111,2000,NGC 3109,None,O8 I(f),2007ApJ...659.1198E,O,8,I,,None,,None,19.61,2007ApJ...659.1198E,-0.27,2006A&A...457..637M,,None,33050,2014A&A...572A..36T,3.16,2014A&A...572A..36T,5.69,2014A&A...572A..36T,21.8,2014A&A...572A..36T,25,2014A&A...572A..36T,82,2014A&A...572A..36T,1357,2014A&A...572A..36T,1.80E-06,2014A&A...572A..36T,FALSE,None
Sextans A GHF s4,J101057.89-044310.2,https://simbad.u-strasbg.fr/simbad/sim-id?e,Mid O Dwarf,None,152.7412083,-4.7195,2000,Sextans A,None,O6 Vz,2019MNRAS.484..422G,O,6,V,19.44,2007AJ....133.2393M,20.64,2007AJ....133.2393M,20.92,2007AJ....133.2393M,-0.28,2006A&A...457..637M,0,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
Sextans A GHF s2,J101058.59-044328.9,https://simbad.u-strasbg.fr/simbad/sim-id?e,Early O Dwarf,None,152.744125,-4.72469444,2000,Sextans A,None,O3-5 Vz,2019MNRAS.484..422G,O,3,V,19.52,2007AJ....133.2393M,20.71,2007AJ....133.2393M,20.8,2007AJ....133.2393M,-0.28,2006A&A...457..637M,0.19,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
Sextans A GHF s8,J101105.69-044213.6,https://simbad.u-strasbg.fr/simbad/sim-id?e,Early B Supergiant,None,152.7737083,-4.70377778,2000,Sextans A,None,B0 I,2019.Garcia.privcom,B,0,I,18.39,2007AJ....133.2393M,19.46,2007AJ....133.2393M,19.7,2007AJ....133.2393M,-0.24,1970A&A.....4..234F,0,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None
