Dataset, Target Name, RA (J2000), Dec (J2000), Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
O6DF05010,AV210,14.6489292,-72.273575,10,10/22/01 5:57,10/22/01 6:20,1380,STIS  ,0.2X0.2,E230M,1978,9116,11/24/06 4:56,O6DF05010,,,30.891
O6DF05020,AV210,14.6489292,-72.273575,10,10/22/01 6:26,10/22/01 7:44,4213,STIS  ,0.2X0.2,E140M,1425,9116,11/24/06 7:01,O6DF05020,,,30.891
OCKP08010,AZV242,15.028595,-72.2326444,1,12/21/15 23:57,12/22/15 0:07,600,STIS  ,0.2X0.2,E230M,2269,13778,12/22/16 6:26,OCKP08010,,,32.284
OCKP08020,AZV242,15.028595,-72.2326444,1,12/22/15 0:13,12/22/15 0:31,1100,STIS  ,0.2X0.2,E230M,1978,13778,12/22/16 6:28,OCKP08020,,,32.284
OCKP08030,AZV242,15.028595,-72.2326444,1,12/22/15 0:37,12/22/15 0:44,435,STIS  ,0.2X0.2,E140M,1425,13778,12/22/16 9:07,OCKP08030,,,32.284
OCKP08040,AZV242,15.028595,-72.2326444,1,12/22/15 1:24,12/22/15 2:20,3362,STIS  ,0.2X0.2,E140M,1425,13778,12/22/16 9:07,OCKP08040,,,32.284
O4WR18010,AV423,16.9184583,-72.8498889,22,9/23/00 7:26,9/23/00 8:07,2448,STIS  ,0.2X0.2,E140M,1425,7437,9/23/00 14:28,O4WR18010,,,32.596
O4WR18020,AV423,16.9184583,-72.8498889,22,9/23/00 8:32,9/23/00 9:25,3168,STIS  ,0.2X0.2,E140M,1425,7437,9/23/00 14:27,O4WR18020,,,32.596
ODY240010,AZV-296,15.536033,-72.2222284,0,6/21/20 9:57,6/21/20 10:43,2765,STIS  ,0.2X0.2,E140M,1425,15629,12/21/20 13:28,,,,33.811
O6LZ03010,SK80,14.8829167,-72.1795556,28,7/5/03 3:26,7/5/03 3:46,1200,STIS  ,0.2X0.2,E140M,1425,9434,7/8/03 0:41,O6LZ03010,,,35.66
O4WR01020,NGC346-324,14.7398333,-72.1765833,22,8/8/98 1:26,8/8/98 2:59,5400,STIS  ,0.2X0.2,E140M,1425,7437,8/8/98 13:55,O4WR01020,,,36.211
O4WR02010,NGC346-113-OFFSET,14.6326667,-72.1833611,22,9/3/99 22:34,9/4/99 1:26,9900,STIS  ,0.2X0.2,E140M,1425,7437,9/4/99 17:55,O4WR02010,,,36.213
O4WR01010,NGC346-355-OFFSET,14.7539167,-72.1750833,22,8/8/98 0:27,8/8/98 1:12,2700,STIS  ,0.2X0.2,E140M,1425,7437,8/8/98 13:05,O4WR01010,,,36.255
#O4WRA2010,NGC346-435,14.7695,-72.1740556,22,9/4/99 1:48,9/4/99 2:50,3600,STIS  ,0.2X0.2,E140M,1425,7437,9/4/99 16:40,O4WRA2010,,,36.268
#ODY238010,CL-NGC-346-SSN-7,14.7687329,-72.1735425,0,5/5/20 4:43,5/5/20 4:43,0,STIS  ,0.2X0.2,E140M,1425,15629,11/5/20 10:42,,,,36.301
O4WR21010,NGC346-12,14.5590417,-72.1795278,22,10/27/99 3:11,10/27/99 7:31,14700,STIS  ,0.2X0.2,E140M,1425,7437,10/27/99 18:39,O4WR21010,,,36.767
O6DF02020,AV104,12.9105208,-72.8015278,10,2/3/02 17:03,2/3/02 17:40,2251,STIS  ,0.2X0.2,E230M,1978,9116,11/23/06 5:08,O6DF02020,,,38.921
O6DF02030,AV104,12.9105208,-72.8015278,10,2/3/02 18:21,2/3/02 20:48,6357,STIS  ,0.2X0.2,E140M,1425,9116,11/23/06 7:04,O6DF02030,,,38.921
O55Q01070,HD5980,14.8605417,-72.1650833,10,5/6/99 19:48,5/6/99 20:42,3236,STIS  ,0.2X0.2,E140M,1425,7480,5/6/00 20:42,O55Q01070,,,36.569
O55Q02070,HD5980,14.8605417,-72.1650833,10,4/20/00 15:16,4/20/00 16:10,3236,STIS  ,0.2X0.2,E140M,1425,7480,4/20/01 16:10,O55Q02070,,,36.569
O55Q03070,HD5980,14.8605417,-72.1650833,10,5/10/99 10:38,5/10/99 11:31,3236,STIS  ,0.2X0.2,E140M,1425,7480,11/23/06 4:16,O55Q03070,,,36.569
O55Q04070,HD5980,14.8605417,-72.1650833,10,5/12/99 9:13,5/12/99 10:07,3236,STIS  ,0.2X0.2,E140M,1425,7480,11/24/06 2:15,O55Q04070,,,36.569
O55Q05070,HD5980,14.8605417,-72.1650833,10,5/16/99 9:43,5/16/99 10:36,3236,STIS  ,0.2X0.2,E140M,1425,7480,11/25/06 2:45,O55Q05070,,,36.569
O55Q06070,HD5980,14.8605417,-72.1650833,10,5/17/99 8:14,5/17/99 9:08,3236,STIS  ,0.2X0.2,E140M,1425,7480,12/8/06 20:51,O55Q06070,,,36.569
O6CD01010,HD5980,14.8605417,-72.1650833,3,4/22/02 3:12,4/22/02 3:59,2776,STIS  ,0.2X0.2,E140M,1425,9094,7/21/02 10:34,O6CD01010,,,36.569
O6CD01020,HD5980,14.8605417,-72.1650833,3,4/22/02 4:40,4/22/02 5:07,1609,STIS  ,0.2X0.2,E230M,1978,9094,7/21/02 12:11,O6CD01020,,,36.569
O6CD01030,HD5980,14.8605417,-72.1650833,3,4/22/02 5:12,4/22/02 5:34,1300,STIS  ,0.2X0.2,E230M,2707,9094,7/21/02 12:04,O6CD01030,,,36.569
OB2NA1010,HD--005980,14.86125,-72.165,3,9/9/09 7:08,9/9/09 7:50,2548,STIS  ,0.2X0.2,E140M,1425,11623,12/9/09 12:32,OB2NA1010,,,36.572
OB2NA1020,HD--005980,14.86125,-72.165,3,9/9/09 7:54,9/9/09 8:38,2627,STIS  ,0.2X0.2,E140M,1425,11623,12/9/09 13:45,OB2NA1020,,,36.572
OCAX01020,HD-5980,14.8606578,-72.1649845,1,3/24/14 9:37,3/24/14 10:12,2070,STIS  ,0.2X0.2,E140M,1425,13373,6/24/14 12:21,OCAX01020,,,36.574
OCAX01010,HD-5980,14.8606578,-72.1649845,1,3/24/14 8:22,3/24/14 9:05,2608,STIS  ,0.2X0.2,E140M,1425,13373,6/24/14 12:21,OCAX01010,,,36.574
OD3G01010,HD-5980,14.8607029,-72.164975,1,9/21/16 11:14,9/21/16 12:01,2837,STIS  ,0.2X0.2,E140M,1425,14476,9/21/17 14:37,OD3G01010,,,36.575
OD3G01020,HD-5980,14.8607029,-72.164975,1,9/21/16 12:37,9/21/16 13:11,2028,STIS  ,0.2X0.2,E140M,1425,14476,9/21/17 14:37,OD3G01020,,,36.575
O4WR01030,NGC346-368,14.7583333,-72.1759167,22,8/8/98 3:12,8/8/98 4:56,6000,STIS  ,0.2X0.2,E140M,1425,7437,8/8/98 17:45,O4WR01030,,,36.192
OCKP09010,AZV321,15.7377367,-72.1357944,1,9/8/15 6:59,9/8/15 7:46,2820,STIS  ,0.2X0.2,E230M,2269,13778,9/8/16 11:39,OCKP09010,,,39.778
OCKP09020,AZV321,15.7377367,-72.1357944,1,9/8/15 8:18,9/8/15 10:49,6724,STIS  ,0.2X0.2,E230M,1978,13778,9/8/16 11:43,OCKP09020,,,39.778
OCKP10010,AZV321,15.7377367,-72.1357944,1,9/10/15 8:17,9/10/15 12:02,9574,STIS  ,0.2X0.2,E140M,1425,13778,9/10/16 14:28,OCKP10010,,,39.778
OCKP06010,AZV95,12.8399083,-72.7374722,1,9/8/15 2:12,9/8/15 2:59,2816,STIS  ,0.2X0.2,E230M,2269,13778,9/8/16 16:29,OCKP06010,,,40.25
OCKP06020,AZV95,12.8399083,-72.7374722,1,9/8/15 3:32,9/8/15 6:03,3362,STIS  ,0.2X0.2,E230M,1978,13778,9/8/16 16:34,OCKP06020,,,40.25
O4WR17010,AV95,12.8397917,-72.7373611,22,5/16/99 5:22,5/16/99 6:03,2448,STIS  ,0.2X0.2,E140M,1425,7437,11/4/99 21:19,O4WR17010,,,40.252
O4WR17020,AV95,12.8397917,-72.7373611,22,5/16/99 6:30,5/16/99 7:23,3168,STIS  ,0.2X0.2,E140M,1425,7437,11/4/99 21:21,O4WR17020,,,40.252
O4WR15010,AV83,12.7167083,-72.7040278,22,5/26/99 0:15,5/26/99 0:56,2448,STIS  ,0.2X0.2,E140M,1425,7437,11/2/99 21:02,O4WR15010,,,42.618
O4WR15020,AV83,12.7167083,-72.7040278,22,5/26/99 1:37,5/26/99 2:30,3168,STIS  ,0.2X0.2,E140M,1425,7437,11/2/99 21:05,O4WR15020,,,42.618
O4WR12010,AV80,12.6824583,-72.7947222,22,5/27/99 0:24,5/27/99 1:05,2448,STIS  ,0.2X0.2,E140M,1425,7437,11/2/99 20:48,O4WR12010,,,42.958
O4WR12020,AV80,12.6824583,-72.7947222,22,5/27/99 1:46,5/27/99 2:39,3168,STIS  ,0.2X0.2,E140M,1425,7437,11/2/99 20:52,O4WR12020,,,42.958
OCKP05010,AZV80,12.68245,-72.7948611,1,9/4/15 4:22,9/4/15 5:09,2824,STIS  ,0.2X0.2,E230M,2269,13778,9/4/16 12:27,OCKP05010,,,42.958
OCKP05020,AZV80,12.68245,-72.7948611,1,9/4/15 5:48,9/4/15 6:44,3362,STIS  ,0.2X0.2,E230M,1978,13778,9/4/16 15:13,OCKP05020,,,42.958
O6DF08020,AV362,16.2059875,-72.1059417,10,10/23/01 1:48,10/23/01 2:26,2251,STIS  ,0.2X0.2,E230M,1978,9116,11/29/06 19:36,O6DF08020,,,44.605
O6DF08030,AV362,16.2059875,-72.1059417,10,10/23/01 2:32,10/23/01 3:26,3236,STIS  ,0.2X0.2,E140M,1425,9116,11/30/06 0:10,O6DF08030,,,44.605
O4WR13010,AV69,12.5719583,-72.8915556,22,5/17/99 3:56,5/17/99 4:37,2448,STIS  ,0.2X0.2,E140M,1425,7437,11/2/99 20:54,O4WR13010,,,45.359
O4WR13020,AV69,12.5719583,-72.8915556,22,5/17/99 5:02,5/17/99 5:55,3168,STIS  ,0.2X0.2,E140M,1425,7437,11/2/99 20:56,O4WR13020,,,45.359
OE4X17010,SK-35,12.5755163,-72.6361213,0,6/28/20 8:23,6/28/20 9:08,2707,STIS  ,0.2X0.2,E140M,1425,15837,6/28/20 13:25,OE4X17010,,,45.745
O4WR30010,AV327,15.7940833,-72.0371667,22,11/6/99 15:44,11/6/99 16:25,2448,STIS  ,0.2X0.2,E140M,1425,7437,11/7/99 20:59,O4WR30010,,,45.752
O4WR30020,AV327,15.7940833,-72.0371667,22,11/6/99 17:07,11/6/99 18:00,3168,STIS  ,0.2X0.2,E140M,1425,7437,11/7/99 21:04,O4WR30020,,,45.752
OCKP13010,AZV456,17.7323125,-72.7155611,1,9/6/15 7:16,9/6/15 9:35,6182,STIS  ,0.2X0.2,E230M,2269,13778,9/6/16 14:53,OCKP13010,,,46.965
OCKP13020,AZV456,17.7323125,-72.7155611,1,9/6/15 10:14,9/6/15 14:20,10086,STIS  ,0.2X0.2,E230M,1978,13778,9/6/16 18:21,OCKP13020,,,46.965
O8EW06010,AZV456,17.732375,-72.7155222,5,9/22/02 22:14,9/22/02 23:18,3861,STIS  ,0.2X0.09,E140H,1234,9383,12/9/06 1:05,O8EW06010,,,47.601
O8EW06020,AZV456,17.732375,-72.7155222,5,9/22/02 23:22,9/23/02 1:24,6879,STIS  ,0.2X0.09,E140H,1234,9383,12/9/06 6:20,O8EW06020,,,47.601
O8EW06030,AZV456,17.732375,-72.7155222,5,9/23/02 1:40,9/23/02 2:05,1500,STIS  ,0.2X0.09,E140H,1234,9383,12/10/06 4:58,O8EW06030,,,47.601
O8EW06040,AZV456,17.732375,-72.7155222,5,9/23/02 2:07,9/23/02 4:50,9040,STIS  ,0.2X0.09,E140H,1234,9383,12/9/06 9:13,O8EW06040,,,47.601
O8EW07010,AZV456,17.732375,-72.7155222,5,9/22/02 5:17,9/22/02 6:22,3861,STIS  ,0.2X0.09,E140H,1234,9383,12/9/06 21:51,O8EW07010,,,47.601
O8EW07020,AZV456,17.732375,-72.7155222,5,9/22/02 6:27,9/22/02 7:46,4539,STIS  ,0.2X0.09,E140H,1234,9383,12/9/06 3:14,O8EW07020,,,47.601
O8EW09010,AZV456,17.732375,-72.7155222,5,8/24/03 22:26,8/24/03 23:31,3886,STIS  ,0.2X0.09,E230H,1913,9383,12/10/06 13:42,O8EW09010,,,47.601
O8EW09020,AZV456,17.732375,-72.7155222,5,8/25/03 0:14,8/25/03 2:17,6884,STIS  ,0.2X0.09,E230H,1913,9383,12/10/06 15:47,O8EW09020,,,47.601
O8EW09030,AZV456,17.732375,-72.7155222,5,8/25/03 2:32,8/25/03 2:58,1572,STIS  ,0.2X0.09,E230H,1913,9383,12/10/06 20:51,O8EW09030,,,47.601
O8EW09040,AZV456,17.732375,-72.7155222,5,8/25/03 3:15,8/25/03 4:34,4525,STIS  ,0.2X0.09,E230H,1913,9383,12/10/06 22:36,O8EW09040,,,47.601
O8EW10010,AZV456,17.732375,-72.7155222,5,8/22/03 23:32,8/23/03 0:37,3886,STIS  ,0.2X0.09,E230H,2163,9383,12/11/06 10:35,O8EW10010,,,47.601
O8EW10020,AZV456,17.732375,-72.7155222,5,8/23/03 0:45,8/23/03 3:00,6884,STIS  ,0.2X0.09,E230H,2163,9383,12/11/06 12:51,O8EW10020,,,47.601
O8EW10030,AZV456,17.732375,-72.7155222,5,8/23/03 3:14,8/23/03 3:40,1572,STIS  ,0.2X0.09,E230H,2163,9383,12/15/06 15:18,O8EW10030,,,47.601
O8EW10040,AZV456,17.732375,-72.7155222,5,8/23/03 3:57,8/23/03 6:52,9050,STIS  ,0.2X0.09,E230H,2163,9383,12/15/06 19:28,O8EW10040,,,47.601
ODY241010,MA93-1694,17.3414572,-73.2616453,0,6/24/20 5:57,6/24/20 6:43,2755,STIS  ,0.2X0.2,E140M,1425,15629,12/24/20 10:53,,,,49.112
OCKP07010,AZV207,14.6384292,-71.9295806,1,9/5/15 4:14,9/5/15 6:35,6174,STIS  ,0.2X0.2,E230M,2269,13778,9/5/16 13:27,OCKP07010,,,51.136
OCKP07020,AZV207,14.6384292,-71.9295806,1,9/5/15 7:14,9/5/15 9:45,6724,STIS  ,0.2X0.2,E230M,1978,13778,9/5/16 13:55,OCKP07020,,,51.136
OE4X14010,SK-148,18.120869,-72.491405,0,6/22/20 11:16,6/22/20 12:01,2707,STIS  ,0.2X0.2,E140M,1425,15837,6/22/20 19:38,OE4X14010,,,56.63
ODY234010,SK-32,12.5077778,-72.1907202,0,5/12/20 6:35,5/12/20 7:21,2767,STIS  ,0.2X0.2,E140M,1425,15629,11/12/20 13:14,,,,58.313
ODY230010,LIN-160,12.6809591,-73.4515844,0,5/6/20 7:43,5/6/20 8:29,2767,STIS  ,0.2X0.2,E140M,1425,15629,11/6/20 12:53,,,,58.721
O6DF09020,AV22,11.9113917,-73.1301111,10,10/23/01 4:30,10/23/01 5:07,2251,STIS  ,0.2X0.2,E230M,1978,9116,11/30/06 6:39,O6DF09020,,,60.097
O6DF09030,AV22,11.9113917,-73.1301111,10,10/23/01 5:14,10/23/01 6:08,3236,STIS  ,0.2X0.2,E140M,1425,9116,12/8/06 6:13,O6DF09030,,,60.097
O6DF10020,AV22,11.9113917,-73.1301111,10,10/23/01 19:43,10/23/01 20:21,2251,STIS  ,0.2X0.2,E230M,1978,9116,12/9/06 0:31,O6DF10020,,,60.097
O6DF10030,AV22,11.9113917,-73.1301111,10,10/23/01 20:27,10/23/01 22:19,6472,STIS  ,0.2X0.2,E140M,1425,9116,12/9/06 5:34,O6DF10030,,,60.097
OCKP01010,AZV18,11.8007,-73.1090778,1,6/1/15 4:02,6/1/15 4:49,2824,STIS  ,0.2X0.2,E230M,2269,13778,6/1/16 6:39,OCKP01010,,,61.522
O6DF06020,AV18,11.8006125,-73.1090389,10,10/17/01 23:14,10/17/01 23:52,2251,STIS  ,0.2X0.2,E230M,1978,9116,11/24/06 12:59,O6DF06020,,,61.523
O6DF06030,AV18,11.8006125,-73.1090389,10,10/18/01 0:25,10/18/01 2:55,6472,STIS  ,0.2X0.2,E140M,1425,9116,11/24/06 15:15,O6DF06030,,,61.523
O6DF07020,AV18,11.8006125,-73.1090389,10,10/18/01 4:03,10/18/01 4:41,2251,STIS  ,0.2X0.2,E230M,1978,9116,11/25/06 1:11,O6DF07020,,,61.523
O6DF07030,AV18,11.8006125,-73.1090389,10,10/18/01 5:23,10/18/01 7:43,6472,STIS  ,0.2X0.2,E140M,1425,9116,11/25/06 3:38,O6DF07030,,,61.523
O8EW01010,AZV18,11.80075,-73.1090556,5,10/13/03 20:57,10/13/03 22:02,3861,STIS  ,0.2X0.09,E140H,1234,9383,10/13/04 22:02,O8EW01010,,,59.564
O8EW01020,AZV18,11.80075,-73.1090556,5,10/13/03 22:09,10/14/03 0:24,6879,STIS  ,0.2X0.09,E140H,1234,9383,10/14/04 0:24,O8EW01020,,,59.564
O8EW01030,AZV18,11.80075,-73.1090556,5,10/14/03 0:40,10/14/03 1:05,1500,STIS  ,0.2X0.09,E140H,1234,9383,10/14/04 1:05,O8EW01030,,,59.564
O8EW01040,AZV18,11.80075,-73.1090556,5,10/14/03 1:21,10/14/03 4:16,9040,STIS  ,0.2X0.09,E140H,1234,9383,10/14/04 4:16,O8EW01040,,,59.564
O8EW02010,AZV18,11.80075,-73.1090556,5,10/14/03 22:33,10/14/03 23:37,3861,STIS  ,0.2X0.09,E140H,1234,9383,11/23/06 3:14,O8EW02010,,,59.564
O8EW02020,AZV18,11.80075,-73.1090556,5,10/14/03 23:41,10/15/03 1:56,6879,STIS  ,0.2X0.09,E140H,1234,9383,11/23/06 5:40,O8EW02020,,,59.564
O8EW02030,AZV18,11.80075,-73.1090556,5,10/15/03 2:11,10/15/03 2:36,1500,STIS  ,0.2X0.09,E140H,1234,9383,11/23/06 7:15,O8EW02030,,,59.564
O8EW02040,AZV18,11.80075,-73.1090556,5,10/15/03 2:53,10/15/03 5:36,9040,STIS  ,0.2X0.09,E140H,1234,9383,11/23/06 9:40,O8EW02040,,,59.564
O8EW03010,AZV18,11.80075,-73.1090556,5,10/16/03 20:14,10/16/03 21:18,3861,STIS  ,0.2X0.09,E140H,1234,9383,11/23/06 22:57,O8EW03010,,,59.564
O8EW03020,AZV18,11.80075,-73.1090556,5,10/16/03 21:26,10/16/03 23:41,6879,STIS  ,0.2X0.09,E140H,1234,9383,11/24/06 1:22,O8EW03020,,,59.564
O8EW03030,AZV18,11.80075,-73.1090556,5,10/16/03 23:56,10/17/03 0:21,1500,STIS  ,0.2X0.09,E140H,1234,9383,11/24/06 3:28,O8EW03030,,,59.564
O8EW03040,AZV18,11.80075,-73.1090556,5,10/17/03 0:38,10/17/03 3:33,9040,STIS  ,0.2X0.09,E140H,1234,9383,11/24/06 5:37,O8EW03040,,,59.564
O8EW04010,AZV18,11.80075,-73.1090556,5,10/11/03 22:31,10/11/03 23:35,3886,STIS  ,0.2X0.09,E230H,1913,9383,11/24/06 20:47,O8EW04010,,,59.564
O8EW04020,AZV18,11.80075,-73.1090556,5,10/11/03 23:52,10/12/03 2:07,6884,STIS  ,0.2X0.09,E230H,1913,9383,11/24/06 23:34,O8EW04020,,,59.564
O8EW04030,AZV18,11.80075,-73.1090556,5,10/12/03 2:21,10/12/03 2:47,1572,STIS  ,0.2X0.09,E230H,1913,9383,11/25/06 1:30,O8EW04030,,,59.564
O8EW04040,AZV18,11.80075,-73.1090556,5,10/12/03 3:03,10/12/03 5:59,9050,STIS  ,0.2X0.09,E230H,1913,9383,11/25/06 4:11,O8EW04040,,,59.564
O8EW05010,AZV18,11.80075,-73.1090556,5,10/16/03 1:04,10/16/03 2:09,3886,STIS  ,0.2X0.09,E230H,1913,9383,11/30/06 5:05,O8EW05010,,,59.564
O8EW05020,AZV18,11.80075,-73.1090556,5,10/16/03 2:16,10/16/03 5:08,9156,STIS  ,0.2X0.09,E230H,2163,9383,11/30/06 7:10,O8EW05020,,,59.564
OD9A13010,RMC-4,11.7292125,-73.1428528,0,10/17/17 1:23,10/17/17 2:33,4230.199,STIS  ,0.2X0.2,E140M,1425,14712,10/17/18 11:40,OD9A13010,,,63.342
O4WR16010,AV47,12.2146667,-73.4329167,22,5/20/99 9:05,5/20/99 9:46,2448,STIS  ,0.2X0.2,E140M,1425,7437,11/4/99 21:14,O4WR16010,,,64.122
O4WR16020,AV47,12.2146667,-73.4329167,22,5/20/99 10:20,5/20/99 11:13,3168,STIS  ,0.2X0.2,E140M,1425,7437,11/4/99 21:17,O4WR16020,,,64.122
OCKP03010,AZV47,12.2142333,-73.4328833,1,9/21/15 1:04,9/21/15 1:51,2824,STIS  ,0.2X0.2,E230M,2269,13778,9/21/16 14:42,OCKP03010,,,64.126
OCKP03020,AZV47,12.2142333,-73.4328833,1,9/21/15 2:25,9/21/15 3:21,3362,STIS  ,0.2X0.2,E230M,1978,13778,9/21/16 14:43,OCKP03020,,,64.126
ODY239010,LIN-78,11.6359601,-73.1015843,0,5/12/20 1:49,5/12/20 2:35,2767,STIS  ,0.2X0.2,E140M,1425,15629,11/12/20 4:31,,,,64.136
OCKP14010,AZV476,18.426825,-73.2915583,1,10/27/15 3:17,10/27/15 7:15,9544,STIS  ,0.2X0.2,E230M,2269,13778,10/27/16 12:19,OCKP14010,,,66.11
OCKP15010,AZV476,18.426825,-73.2915583,1,9/11/15 6:34,9/11/15 11:48,12906,STIS  ,0.2X0.2,E230M,1978,13778,9/12/16 1:43,OCKP15010,,,66.11
OE4X03010,DACHS-SMC-3-10,18.4268934,-73.2915407,0,6/22/20 12:51,6/22/20 13:36,2707,STIS  ,0.2X0.2,E140M,1425,15837,6/22/20 19:38,OE4X03010,,,
O5DW01010,SK155,18.7091667,-73.3381111,5,10/2/00 1:18,10/2/00 1:56,2305,STIS  ,0.2X0.09,E140H,1271,8145,10/2/01 1:56,O5DW01010,,,67.043
O5DW01020,SK155,18.7091667,-73.3381111,5,10/2/00 2:14,10/2/00 6:21,9705,STIS  ,0.2X0.09,E140H,1271,8145,10/2/01 6:21,O5DW01020,,,67.043
O5DW02010,SK155,18.7091667,-73.3381111,5,10/3/00 20:37,10/3/00 21:16,2305,STIS  ,0.2X0.09,E140H,1271,8145,10/3/01 21:16,O5DW02010,,,67.043
O5DW02020,SK155,18.7091667,-73.3381111,5,10/3/00 21:49,10/4/00 1:56,9705,STIS  ,0.2X0.09,E140H,1271,8145,10/4/01 1:56,O5DW02020,,,67.043
O5DW03010,SK155,18.7091667,-73.3381111,5,10/6/00 17:32,10/6/00 18:17,2720,STIS  ,0.2X0.2,E230H,2163,8145,10/6/01 18:17,O5DW03010,,,67.043
O5DW03020,SK155,18.7091667,-73.3381111,5,10/6/00 18:57,10/6/00 23:03,9632,STIS  ,0.2X0.2,E230H,2163,8145,10/6/01 23:03,O5DW03020,,,67.043
O5DW04010,SK155,18.7091667,-73.3381111,5,10/7/00 17:37,10/7/00 18:22,2720,STIS  ,0.2X0.2,E230H,2713,8145,10/7/01 18:22,O5DW04010,,,67.043
O5DW04020,SK155,18.7091667,-73.3381111,5,10/7/00 19:03,10/7/00 23:10,9632,STIS  ,0.2X0.2,E230H,2713,8145,10/7/01 23:10,O5DW04020,,,67.043
O5DW05010,SK155,18.7091667,-73.3381111,5,4/26/00 1:42,4/26/00 2:27,2720,STIS  ,0.2X0.2,E230H,1913,8145,4/26/01 2:27,O5DW05010,,,67.043
O5DW05020,SK155,18.7091667,-73.3381111,5,4/26/00 3:08,4/26/00 7:15,9705,STIS  ,0.2X0.2,E230H,1913,8145,4/26/01 7:15,O5DW05020,,,67.043
OBDC01010,SK-155,18.7094167,-73.3382778,2,9/23/09 21:39,9/23/09 22:15,2150,STIS  ,0.2X0.09,E140H,1598,12010,9/24/09 3:45,OBDC01010,,,67.05
