radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
168.15596,0.239,-77.050934,0.016,NA,NA,0,NA,NA,0,NA,NA,0,18.092,0.161,1,16.841,0.171,1,NA,NA,0,NA,NA,0,NA,NA,0
168.158352,0.078,-77.03821,0.136,NA,NA,0,NA,NA,0,NA,NA,0,18.085,0.131,1,16.877,0.122,1,NA,NA,0,NA,NA,0,NA,NA,0
168.186819,0.132,-77.162248,0.038,NA,NA,0,NA,NA,0,NA,NA,0,17.708,0.099,1,16.243,0.07,1,15.675,0.107,1,NA,NA,0,NA,NA,0
168.250728,0.911,-77.186815,0.298,NA,NA,0,NA,NA,0,NA,NA,0,17.633,0.235,3,16.399,0.058,3,15.69,0.114,3,NA,NA,0,NA,NA,0
168.251926,0.324,-77.199012,0.208,15.747,0.082,4,16.727,0.038,4,NA,NA,0,16.268,0.097,7,15.361,0.081,7,14.986,0.071,7,NA,NA,0,NA,NA,0
168.257581,0.692,-77.153602,0.121,NA,NA,0,NA,NA,0,NA,NA,0,18.331,0.193,1,16.313,0.105,1,15.86,0.174,1,NA,NA,0,NA,NA,0
168.260222,0.435,-76.976593,0.281,16.052,0.073,4,17.064,0.262,4,NA,NA,0,16.576,0.108,7,15.598,0.067,7,15.075,0.081,7,NA,NA,0,NA,NA,0
168.284227,0.303,-77.014414,0.311,NA,NA,0,NA,NA,0,NA,NA,0,17.826,0.03,3,16.408,0.06,3,15.521,0.104,2,NA,NA,0,NA,NA,0
168.285584,0.241,-76.993268,0.385,NA,NA,0,NA,NA,0,NA,NA,0,17.778,0.125,2,16.454,0.08,2,15.826,0.197,2,NA,NA,0,NA,NA,0
168.290562,0.499,-77.057727,0.266,16.459,0.077,1,18.15,0.213,1,NA,NA,0,17.209,0.181,5,15.978,0.068,5,15.441,0.08,5,NA,NA,0,NA,NA,0
168.302993,0.407,-77.206781,0.448,NA,NA,0,NA,NA,0,NA,NA,0,17.622,0.034,2,16.444,0.016,2,15.868,0.073,2,NA,NA,0,NA,NA,0
168.31913,0.334,-76.951347,0.384,15.872,0.094,5,16.998,0.133,5,NA,NA,0,16.458,0.069,5,15.572,0.063,4,15.124,0.117,5,NA,NA,0,NA,NA,0
168.332274,0.322,-76.960738,0.247,NA,NA,0,NA,NA,0,NA,NA,0,17.676,0.025,3,16.252,0.125,3,15.912,0.108,3,NA,NA,0,NA,NA,0
168.333807,0.206,-77.01789,0.176,14.479,0.048,7,16.058,0.146,7,NA,NA,0,15.316,0.061,7,13.867,0.081,7,12.957,0.012,7,12.38,0.095,1,NA,NA,0
168.334607,0.491,-76.945018,0.267,16.236,0.042,2,17.564,0.055,2,NA,NA,0,16.93,0.106,7,15.599,0.063,7,14.872,0.08,7,NA,NA,0,NA,NA,0
168.355376,0.728,-77.007173,0.239,15.596,0.091,3,17.072,0.088,3,NA,NA,0,16.422,0.078,4,15.143,0.092,4,14.626,0.033,4,NA,NA,0,NA,NA,0
168.359521,0.492,-76.933213,0.318,16.264,0.016,3,17.289,0.163,3,NA,NA,0,16.801,0.111,6,15.783,0.079,6,15.363,0.065,6,NA,NA,0,NA,NA,0
168.360746,0.585,-77.009822,0.234,15.654,0.022,3,16.927,0.199,3,NA,NA,0,16.28,0.059,5,15.165,0.11,5,14.697,0.027,5,NA,NA,0,NA,NA,0
168.369177,0.227,-77.16251,0.175,14.757,0.082,7,16.102,0.086,7,NA,NA,0,15.475,0.057,7,14.243,0.041,7,13.669,0.053,7,13.049,0.174,1,NA,NA,0
168.37287,0.455,-76.964062,0.278,16.639,0.087,1,17.709,0.148,1,NA,NA,0,17.254,0.19,6,16.215,0.191,5,15.705,0.092,6,NA,NA,0,NA,NA,0
168.38141,0.159,-77.030682,0.253,NA,NA,0,NA,NA,0,NA,NA,0,18.319,0.162,1,17.385,0.199,1,NA,NA,0,NA,NA,0,NA,NA,0
168.381778,0.531,-77.224117,0.286,16.507,0.006,2,17.917,0.039,2,NA,NA,0,17.242,0.151,6,15.864,0.072,5,15.385,0.139,6,NA,NA,0,NA,NA,0
168.386553,0.434,-77.107767,0.366,16.136,0.023,2,17.644,0.17,2,NA,NA,0,16.889,0.042,6,15.459,0.064,6,14.793,0.068,6,NA,NA,0,NA,NA,0
168.397438,0.624,-77.208911,0.244,16.442,0.088,1,18.232,0.242,1,NA,NA,0,17.293,0.136,5,15.778,0.036,5,15.287,0.102,5,NA,NA,0,NA,NA,0
168.397641,0.565,-77.042445,0.321,NA,NA,0,NA,NA,0,NA,NA,0,17.686,0.102,2,16.78,0.04,2,16.143,0.02,2,NA,NA,0,NA,NA,0
168.409215,0.246,-77.246586,0.181,13.983,0.055,7,14.871,0.038,7,NA,NA,0,14.452,0.009,7,13.695,0.037,7,13.403,0.059,7,13.012,0.158,1,NA,NA,0
168.427138,0.529,-76.916233,0.348,16.824,0.111,1,18.216,0.224,1,NA,NA,0,17.653,0.129,2,16.347,0.067,2,16.171,0.078,2,NA,NA,0,NA,NA,0
168.42965,0.545,-77.049599,0.311,NA,NA,0,NA,NA,0,NA,NA,0,17.221,0.047,3,16.219,0.009,3,15.621,0.128,2,NA,NA,0,NA,NA,0
168.43226,0.168,-77.150726,0.312,NA,NA,0,NA,NA,0,NA,NA,0,18.129,0.139,1,16.853,0.122,1,16.518,0.217,1,NA,NA,0,NA,NA,0
