radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
82.741176,0.61,-1.156805,0.481,16.752,0.137,6,18.023,0.311,6,NA,NA,0,17.475,0.193,11,16.188,0.077,11,15.64,0.16,11,NA,NA,0,NA,NA,0
82.742097,0.329,-1.186091,0.437,NA,NA,0,NA,NA,0,NA,NA,0,18.314,0.114,2,17.473,0.067,2,NA,NA,0,NA,NA,0,NA,NA,0
82.748518,0.221,-1.115846,0.298,17.202,0.16,1,17.591,0.163,1,NA,NA,0,17.48,0.157,3,16.931,0.275,3,NA,NA,0,NA,NA,0,NA,NA,0
82.750077,0.772,-1.190526,0.569,17.496,0.068,3,17.922,0.228,3,NA,NA,0,17.628,0.132,8,16.931,0.191,8,16.277,0.059,3,NA,NA,0,NA,NA,0
82.750994,0.407,-1.150787,0.314,15.042,0.079,13,15.746,0.122,13,NA,NA,0,15.344,0.155,13,14.785,0.06,13,14.607,0.133,13,NA,NA,0,NA,NA,0
82.751768,0.287,-1.112947,0.249,13.658,0.077,13,14.489,0.094,13,NA,NA,0,14.033,0.153,13,13.382,0.072,13,13.231,0.142,13,13.097,0.176,4,NA,NA,0
82.755269,0.326,-1.189108,0.391,15.424,0.09,12,16.742,0.141,12,NA,NA,0,16.051,0.165,12,14.852,0.069,12,14.454,0.147,12,NA,NA,0,NA,NA,0
82.759077,0.346,-1.109563,0.394,14.808,0.082,12,15.6,0.086,12,NA,NA,0,15.168,0.167,13,14.508,0.064,13,14.297,0.159,13,13.741,0.222,1,NA,NA,0
82.759382,0.54,-1.151892,0.524,15.889,0.085,12,16.631,0.118,12,NA,NA,0,16.198,0.138,13,15.629,0.08,13,15.423,0.172,13,NA,NA,0,NA,NA,0
82.761379,0.401,-1.114466,0.301,NA,NA,0,NA,NA,0,NA,NA,0,18.03,0.192,6,16.943,0.168,6,16.399,0.175,4,NA,NA,0,NA,NA,0
82.761921,0.238,-1.277789,0.276,14.734,0.081,14,15.467,0.108,14,NA,NA,0,15.069,0.197,13,14.513,0.073,13,14.393,0.164,13,13.989,0.24,1,NA,NA,0
82.762066,0.599,-1.135142,0.274,NA,NA,0,NA,NA,0,NA,NA,0,18.156,0.003,2,17.148,0.003,2,NA,NA,0,NA,NA,0,NA,NA,0
82.762576,0.171,-1.264776,0.106,11.683,0.081,15,12.217,0.133,15,NA,NA,0,11.918,0.195,13,11.53,0.07,13,11.515,0.143,13,11.448,0.043,4,NA,NA,0
82.765159,0.058,-1.295923,0.024,NA,NA,0,NA,NA,0,NA,NA,0,18.195,0.156,1,17.75,0.248,1,NA,NA,0,NA,NA,0,NA,NA,0
82.765344,0.545,-1.234856,0.698,16.499,0.126,11,17.418,0.168,11,NA,NA,0,16.888,0.127,12,16.181,0.068,12,16.047,0.153,10,NA,NA,0,NA,NA,0
82.765528,0.548,-1.100135,0.401,NA,NA,0,NA,NA,0,NA,NA,0,17.994,0.195,5,17.305,0.133,5,16.55,0.196,2,NA,NA,0,NA,NA,0
82.76689,0.163,-1.191067,0.129,10.18,0.083,17,10.683,0.116,17,NA,NA,0,10.469,0.136,13,10.04,0.072,10,10.036,0.127,6,9.943,0.032,4,NA,NA,0
82.768155,0.198,-1.062204,0.207,13.403,0.085,13,14.937,0.122,13,NA,NA,0,14.135,0.148,13,12.813,0.069,13,12.279,0.135,13,11.872,0.101,4,NA,NA,0
82.769275,0.522,-1.275486,0.557,16.522,0.081,10,17.628,0.112,10,NA,NA,0,17.035,0.181,11,16.205,0.085,11,15.923,0.173,10,NA,NA,0,NA,NA,0
82.773865,0.9,-1.137542,0.666,17.398,0.186,1,18.276,0.329,1,NA,NA,0,18.109,0.184,5,17.438,0.225,5,NA,NA,0,NA,NA,0,NA,NA,0
82.774446,0.379,-1.210434,0.412,14.525,0.078,12,15.436,0.112,12,NA,NA,0,14.94,0.171,13,14.195,0.075,13,14.028,0.126,13,13.429,0.335,3,NA,NA,0
82.775945,0.607,-1.25534,0.526,16.766,0.123,11,17.726,0.179,11,NA,NA,0,17.235,0.216,11,16.458,0.136,11,16.122,0.159,9,NA,NA,0,NA,NA,0
82.778399,0.336,-1.138463,0.631,NA,NA,0,NA,NA,0,NA,NA,0,18.269,0.196,1,17.368,0.179,1,NA,NA,0,NA,NA,0,NA,NA,0
82.778934,0.468,-1.169479,0.405,17.716,0.157,2,18.216,0.091,2,NA,NA,0,18.055,0.148,4,17.527,0.083,4,NA,NA,0,NA,NA,0,NA,NA,0
82.77948,0.619,-1.268678,0.489,16.425,0.06,13,17.193,0.131,13,NA,NA,0,16.809,0.156,12,16.211,0.1,12,16.049,0.171,11,NA,NA,0,NA,NA,0
82.779632,0.691,-1.320918,1.778,15.493,0.139,14,16.224,0.102,14,NA,NA,0,15.913,0.181,13,15.242,0.184,13,15.102,0.213,13,NA,NA,0,NA,NA,0
