radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
82.063896,0.577,-1.370308,0.378,16.17,0.098,9,16.898,0.151,9,NA,NA,0,16.532,0.136,8,15.982,0.064,8,15.753,0.132,6,NA,NA,0,NA,NA,0
82.066899,0.478,-1.373779,0.497,16.587,0.089,8,17.399,0.188,8,NA,NA,0,16.971,0.206,8,16.389,0.119,8,16.275,0.245,4,NA,NA,0,NA,NA,0
82.067561,0.409,-1.388148,0.518,15.558,0.101,8,16.362,0.157,8,NA,NA,0,15.978,0.223,9,15.293,0.033,9,15.255,0.109,7,NA,NA,0,NA,NA,0
82.069772,0.37,-1.464996,0.461,NA,NA,0,NA,NA,0,NA,NA,0,18.399,0.066,3,17.272,0.239,3,NA,NA,0,NA,NA,0,NA,NA,0
82.070605,0.556,-1.409903,0.592,16.635,0.146,6,17.486,0.175,6,NA,NA,0,17.124,0.242,8,16.254,0.07,8,15.948,0.073,5,NA,NA,0,NA,NA,0
82.070609,0.469,-1.449666,0.366,15.787,0.075,8,16.633,0.151,8,NA,NA,0,16.223,0.186,7,15.497,0.048,7,15.364,0.176,7,NA,NA,0,NA,NA,0
82.071559,0.465,-1.472936,0.598,16.511,0.119,6,17.312,0.061,6,NA,NA,0,16.961,0.163,6,16.225,0.026,6,15.998,0.149,5,NA,NA,0,NA,NA,0
82.075211,0.717,-1.454359,1.531,13.424,0.091,8,14.156,0.158,8,NA,NA,0,13.839,0.232,6,13.215,0.136,6,12.866,0.058,3,NA,NA,0,NA,NA,0
82.075705,0.401,-1.456253,0.29,13.827,0.062,2,14.516,0.064,2,NA,NA,0,14.172,0.017,2,13.509,0.042,2,NA,NA,0,NA,NA,0,NA,NA,0
82.076478,0.696,-1.415803,0.577,16.071,0.167,8,16.844,0.133,8,NA,NA,0,16.496,0.239,9,15.807,0.084,9,15.771,0.251,7,NA,NA,0,NA,NA,0
82.077738,0.369,-1.469348,0.569,15.843,0.109,8,16.532,0.14,8,NA,NA,0,16.231,0.204,8,15.651,0.073,8,15.545,0.194,7,NA,NA,0,NA,NA,0
82.077742,0.3,-1.500861,0.279,16.619,0.142,6,17.416,0.135,6,NA,NA,0,17.028,0.186,6,16.369,0.08,6,16.203,0.153,5,NA,NA,0,NA,NA,0
82.080265,0.701,-1.524872,0.279,NA,NA,0,NA,NA,0,NA,NA,0,18.51,0.147,3,17.167,0.072,3,15.665,0.041,3,NA,NA,0,NA,NA,0
82.080485,0.606,-1.338563,0.488,15.522,0.09,9,16.275,0.137,9,NA,NA,0,15.897,0.192,10,15.258,0.046,10,15.099,0.146,8,NA,NA,0,NA,NA,0
82.081871,0.449,-1.487549,0.34,16.985,0.181,4,17.867,0.239,4,NA,NA,0,17.529,0.187,4,16.699,0.089,4,NA,NA,0,NA,NA,0,NA,NA,0
82.084853,0.332,-1.436267,0.316,NA,NA,0,NA,NA,0,NA,NA,0,18.155,0.222,5,17.4,0.201,5,NA,NA,0,NA,NA,0,NA,NA,0
82.085407,0.666,-1.399898,0.33,14.239,0.103,10,14.996,0.222,10,NA,NA,0,14.651,0.278,10,14,0.041,10,13.92,0.143,8,13.581,0.179,1,NA,NA,0
