dataset_name,observatory,instrument,proposid,detector,grating,filter,cenwave,aperture,lifetime_pos,obs_date_mjd,obs_date_isot,target_name,target_name_hlsp,coadd,exp_timeseries,subexp_timeseries,drizzled,custom_cal,star_region,ullyses_obs,archival_obs,qual_comm
lejq3cfjq,HST,COS,16373,NUV,G185M,N/A,1986,PSA,1,59463.85755464,2021-09-06T20:34:52.721,AV374,AV-374,True,False,False,False,,SMC,True,False,
oec682010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59288.29121931,2021-03-15T06:59:21.348,AV-374,AV-374,True,False,False,False,,SMC,False,True,
oec682020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59288.29778191,2021-03-15T07:08:48.357,AV-374,AV-374,True,False,False,False,,SMC,False,True,
b1340101000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,52833.06396991,2003-07-13T01:32:07.000,AV377,AV-377,False,False,False,False,,SMC,False,True,
le4x07y8q,HST,COS,15837,FUV,G130M,N/A,1291,PSA,4,59025.66089366,2020-06-25T15:51:41.212,AZV-377,AV-377,True,False,False,False,,SMC,False,True,
le4x07yaq,HST,COS,15837,FUV,G130M,N/A,1291,PSA,4,59025.66539589,2020-06-25T15:58:10.205,AZV-377,AV-377,True,False,False,False,,SMC,False,True,
le4x07ycq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59025.67122922,2020-06-25T16:06:34.205,AZV-377,AV-377,True,False,False,False,,SMC,False,True,
le4x07yeq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59025.67678478,2020-06-25T16:14:34.205,AZV-377,AV-377,True,False,False,False,,SMC,False,True,
le4x07ygq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59025.68234033,2020-06-25T16:22:34.205,AZV-377,AV-377,True,False,False,False,,SMC,False,True,
le4x07yiq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59025.70163441,2020-06-25T16:50:21.213,AZV-377,AV-377,True,False,False,False,,SMC,False,True,
lb2a01c4q,HST,COS,11625,FUV,G130M,N/A,1291,PSA,1,55186.12601364,2009-12-21T03:01:27.578,AZV-388,AV-388,True,False,False,False,,SMC,False,True,
lb2a01c9q,HST,COS,11625,FUV,G130M,N/A,1327,PSA,1,55186.13618846,2009-12-21T03:16:06.683,AZV-388,AV-388,True,False,False,False,,SMC,False,True,
lb2a01ccq,HST,COS,11625,FUV,G160M,N/A,1577,PSA,1,55186.14622179,2009-12-21T03:30:33.563,AZV-388,AV-388,True,False,False,False,,SMC,False,True,
lb2a01ceq,HST,COS,11625,FUV,G160M,N/A,1623,PSA,1,55186.1557255,2009-12-21T03:44:14.683,AZV-388,AV-388,True,False,False,False,,SMC,False,True,
ockp11010,HST,STIS,13778,NUV-MAMA,E230M,Clear,2269,0.2X0.2,N/A,57320.41640438,2015-10-25T09:59:37.338,AZV388,AV-388,True,False,False,False,,SMC,False,True,
ockp11020,HST,STIS,13778,NUV-MAMA,E230M,Clear,1978,0.2X0.2,N/A,57320.47633512,2015-10-25T11:25:55.354,AZV388,AV-388,True,False,False,False,,SMC,False,True,
ockp12010,HST,STIS,13778,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,57321.27702957,2015-10-26T06:38:55.355,AZV388,AV-388,True,False,False,False,,SMC,False,True,
oec608010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59438.02375282,2021-08-12T00:34:12.244,AV-388,AV-388,True,False,False,False,,SMC,False,True,
oec608020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59438.03117171,2021-08-12T00:44:53.236,AV-388,AV-388,True,False,False,False,,SMC,False,True,
p1175401000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,51816.33622685,2000-09-29T08:04:10.000,AV388,AV-388,False,False,False,False,,SMC,False,True,
b1340401000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,52073.36258102,2001-06-13T08:42:07.000,AV393,AV-393,False,False,False,False,,SMC,False,True,
le9p4cnyq,HST,COS,16102,FUV,G130M,N/A,1291,PSA,4,59080.43182655,2020-08-19T10:21:49.814,AV393,AV-393,True,False,False,False,,SMC,True,False,
le9p4co5q,HST,COS,16102,FUV,G130M,N/A,1291,PSA,4,59080.4369884,2020-08-19T10:29:15.798,AV393,AV-393,True,False,False,False,,SMC,True,False,
le9p4co7q,HST,COS,16102,FUV,G160M,N/A,1611,PSA,4,59080.44348174,2020-08-19T10:38:36.822,AV393,AV-393,True,False,False,False,,SMC,True,False,
le9p4co9q,HST,COS,16102,FUV,G160M,N/A,1611,PSA,4,59080.44755581,2020-08-19T10:44:28.822,AV393,AV-393,True,False,False,False,,SMC,True,False,
le9p4cobq,HST,COS,16102,FUV,G160M,N/A,1611,PSA,4,59080.45162952,2020-08-19T10:50:20.791,AV393,AV-393,True,False,False,False,,SMC,True,False,
le9p4coeq,HST,COS,16102,FUV,G160M,N/A,1611,PSA,4,59080.4724747,2020-08-19T11:20:21.814,AV393,AV-393,True,False,False,False,,SMC,True,False,
oe9p4s010,HST,STIS,16102,NUV-MAMA,E230M,Clear,1978,0.2X0.2,N/A,59080.96662063,2020-08-19T23:11:56.022,AV393,AV-393,True,False,False,False,,SMC,True,False,
oec680010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59835.01962243,2022-09-13T00:28:15.378,AV-393,AV-393,True,False,False,False,,SMC,False,True,
oec680020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59835.02514354,2022-09-13T00:36:12.402,AV-393,AV-393,True,False,False,False,,SMC,False,True,
g0390301000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,54009.54570602,2006-10-01T13:05:49.000,SMC-WR2,AV-39A,False,False,False,False,,SMC,False,True,
ody229010,HST,STIS,15629,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,58975.18929062,2020-05-06T04:32:34.710,SMC-AB-2,AV-39A,True,False,False,False,,SMC,False,True,
letn2czoq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59838.22194687,2022-09-16T05:19:36.210,AV410,AV-410,True,False,False,False,,SMC,True,False,
letn2czrq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59838.23562724,2022-09-16T05:39:18.194,AV410,AV-410,True,False,False,False,,SMC,True,False,
letn2cztq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59838.24931946,2022-09-16T05:59:01.201,AV410,AV-410,True,False,False,False,,SMC,True,False,
letn2czxq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59838.29253687,2022-09-16T07:01:15.186,AV410,AV-410,True,False,False,False,,SMC,True,False,
oec658010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59467.76125355,2021-09-10T18:16:12.307,AV-410,AV-410,True,False,False,False,,SMC,False,True,
oec658020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59467.76779281,2021-09-10T18:25:37.299,AV-410,AV-410,True,False,False,False,,SMC,False,True,
oetn2s010,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59845.0108964,2022-09-23T00:15:41.449,AV410,AV-410,True,False,False,False,,SMC,True,False,
oetn2s020,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59845.07235492,2022-09-23T01:44:11.465,AV410,AV-410,True,False,False,False,,SMC,True,False,
oetn2t010,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59845.14319973,2022-09-23T03:26:12.457,AV410,AV-410,True,False,False,False,,SMC,True,False,
oetn2t020,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59845.2046464,2022-09-23T04:54:41.449,AV410,AV-410,True,False,False,False,,SMC,True,False,
o4wr18010,HST,STIS,7437,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,51810.31004461,2000-09-23T07:26:27.854,AV423,AV-423,True,False,False,False,,SMC,False,True,
o4wr18020,HST,STIS,7437,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,51810.35579683,2000-09-23T08:32:20.846,AV423,AV-423,True,False,False,False,,SMC,False,True,
oec646010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59434.18995652,2021-08-08T04:33:32.243,AV-423,AV-423,True,False,False,False,,SMC,False,True,
oec646020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59434.19642652,2021-08-08T04:42:51.251,AV-423,AV-423,True,False,False,False,,SMC,False,True,
p1176701000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,51827.72579861,2000-10-10T17:25:09.000,AV423,AV-423,False,False,False,False,,SMC,False,True,
lb2a50z8q,HST,COS,11625,FUV,G130M,N/A,1291,PSA,1,55296.46819217,2010-04-10T11:14:11.803,AZV-43,AV-43,True,False,False,False,,SMC,False,True,
lb2a50zbq,HST,COS,11625,FUV,G130M,N/A,1327,PSA,1,55296.47497477,2010-04-10T11:23:57.820,AZV-43,AV-43,True,False,False,False,,SMC,False,True,
lb2a50zdq,HST,COS,11625,FUV,G160M,N/A,1577,PSA,1,55296.48232403,2010-04-10T11:34:32.796,AZV-43,AV-43,True,False,False,False,,SMC,False,True,
lb2a50zgq,HST,COS,11625,FUV,G160M,N/A,1623,PSA,1,55296.4920581,2010-04-10T11:48:33.820,AZV-43,AV-43,True,False,False,False,,SMC,False,True,
e5111601000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,53191.17310185,2004-07-05T04:09:16.000,AV435,AV-435,False,False,False,False,,SMC,False,True,
leul2cxfq,HST,COS,16802,FUV,G130M,N/A,1291,PSA,5,59837.92826613,2022-09-15T22:16:42.194,AV435,AV-435,True,False,False,False,,SMC,True,False,
leul2cxiq,HST,COS,16802,FUV,G130M,N/A,1291,PSA,5,59837.94989798,2022-09-15T22:47:51.185,AV435,AV-435,True,False,False,False,,SMC,True,False,
leul2cxkq,HST,COS,16802,FUV,G160M,N/A,1611,PSA,4,59837.96549983,2022-09-15T23:10:19.185,AV435,AV-435,True,False,False,False,,SMC,True,False,
leul2cxmq,HST,COS,16802,FUV,G160M,N/A,1611,PSA,4,59837.97323131,2022-09-15T23:21:27.185,AV435,AV-435,True,False,False,False,,SMC,True,False,
leul2cxxq,HST,COS,16802,FUV,G160M,N/A,1611,PSA,4,59838.01581242,2022-09-16T00:22:46.193,AV435,AV-435,True,False,False,False,,SMC,True,False,
leul2cy3q,HST,COS,16802,FUV,G160M,N/A,1611,PSA,4,59838.02354391,2022-09-16T00:33:54.194,AV435,AV-435,True,False,False,False,,SMC,True,False,
o6km01040,HST,STIS,9412,FUV-MAMA,G140L,Clear,1425,0.2X0.2,N/A,52703.51966417,2003-03-05T12:28:18.984,AV435,AV-435,True,False,False,False,,SMC,False,False,
e5110901000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,53189.47472222,2004-07-03T11:23:36.000,AV440,AV-440,False,False,False,False,,SMC,False,True,
lea23cf9q,HST,COS,16100,FUV,G130M,N/A,1291,PSA,4,59078.97799544,2020-08-17T23:28:18.806,AV440,AV-440,True,False,False,False,,SMC,True,False,
lea23cfcq,HST,COS,16100,FUV,G130M,N/A,1291,PSA,4,59078.99477803,2020-08-17T23:52:28.822,AV440,AV-440,True,False,False,False,,SMC,True,False,
lea23cfhq,HST,COS,16100,FUV,G160M,N/A,1611,PSA,4,59079.00608581,2020-08-18T00:08:45.814,AV440,AV-440,True,False,False,False,,SMC,True,False,
lea23cfjq,HST,COS,16100,FUV,G160M,N/A,1611,PSA,4,59079.01240507,2020-08-18T00:17:51.798,AV440,AV-440,True,False,False,False,,SMC,True,False,
lea23cfrq,HST,COS,16100,FUV,G160M,N/A,1611,PSA,4,59079.01705803,2020-08-18T00:24:33.814,AV440,AV-440,True,False,False,False,,SMC,True,False,
lea23cfwq,HST,COS,16100,FUV,G160M,N/A,1611,PSA,4,59079.02579655,2020-08-18T00:37:08.822,AV440,AV-440,True,False,False,False,,SMC,True,False,
lea23cfyq,HST,COS,16100,FUV,G160M,N/A,1611,PSA,4,59079.0345347,2020-08-18T00:49:43.798,AV440,AV-440,True,False,False,False,,SMC,True,False,
lemu4cnaq,HST,COS,16375,FUV,G130M,N/A,1291,PSA,5,59644.301301,2022-03-06T07:13:52.406,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4cndq,HST,COS,16375,FUV,G130M,N/A,1291,PSA,5,59644.31165989,2022-03-06T07:28:47.414,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4cngq,HST,COS,16375,FUV,G160M,N/A,1611,PSA,4,59644.32345359,2022-03-06T07:45:46.390,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4cnjq,HST,COS,16375,FUV,G160M,N/A,1611,PSA,4,59644.36322211,2022-03-06T08:43:02.390,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4cnmq,HST,COS,16375,FUV,G160M,N/A,1611,PSA,4,59644.36851174,2022-03-06T08:50:39.414,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4cnpq,HST,COS,16375,FUV,G160M,N/A,1611,PSA,4,59644.373801,2022-03-06T08:58:16.406,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4cnsq,HST,COS,16375,NUV,G185M,N/A,1953,PSA,1,59644.38274433,2022-03-06T09:11:09.110,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4cnvq,HST,COS,16375,NUV,G185M,N/A,1953,PSA,1,59644.38827692,2022-03-06T09:19:07.126,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4co0q,HST,COS,16375,NUV,G185M,N/A,1953,PSA,1,59644.42895989,2022-03-06T10:17:42.134,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4co3q,HST,COS,16375,NUV,G185M,N/A,1953,PSA,1,59644.43420285,2022-03-06T10:25:15.126,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4co5q,HST,COS,16375,NUV,G185M,N/A,1986,PSA,1,59644.44027915,2022-03-06T10:34:00.119,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4co7q,HST,COS,16375,NUV,G185M,N/A,1986,PSA,1,59644.44516359,2022-03-06T10:41:02.134,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4co9q,HST,COS,16375,NUV,G185M,N/A,1986,PSA,1,59644.45004767,2022-03-06T10:48:04.119,AV445,AV-445,True,False,False,False,,SMC,True,False,
lemu4cobq,HST,COS,16375,NUV,G185M,N/A,1986,PSA,1,59644.45493211,2022-03-06T10:55:06.134,AV445,AV-445,True,False,False,False,,SMC,True,False,
oec692010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59420.14795395,2021-07-25T03:33:03.221,AV-445,AV-445,True,False,False,False,,SMC,False,True,
oemu4s010,HST,STIS,16375,NUV-MAMA,E230M,Clear,2707,0.2X0.2,N/A,59570.59909315,2021-12-22T14:22:41.648,AV445,AV-445,True,False,False,False,,SMC,True,False,
e5111001000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,53190.12704861,2004-07-04T03:02:57.000,AV446,AV-446,False,False,False,False,,SMC,False,True,
lb2a03heq,HST,COS,11625,FUV,G130M,N/A,1291,PSA,1,55411.12647921,2010-08-03T03:02:07.804,AZV-446,AV-446,True,False,False,False,,SMC,False,True,
lb2a03hgq,HST,COS,11625,FUV,G130M,N/A,1327,PSA,1,55411.13315736,2010-08-03T03:11:44.796,AZV-446,AV-446,True,False,False,False,,SMC,False,True,
lb2a03hmq,HST,COS,11625,FUV,G160M,N/A,1577,PSA,1,55411.15602773,2010-08-03T03:44:40.796,AZV-446,AV-446,True,False,False,False,,SMC,False,True,
lb2a03hqq,HST,COS,11625,FUV,G160M,N/A,1623,PSA,1,55411.16615514,2010-08-03T03:59:15.804,AZV-446,AV-446,True,False,False,False,,SMC,False,True,
ody235010,HST,STIS,15629,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,58910.99230975,2020-03-02T23:48:55.562,SK-142,AV-454,True,False,False,False,,SMC,False,True,
lbp507pmq,HST,COS,12581,FUV,G160M,N/A,1577,PSA,2,56133.02929859,2012-07-25T00:42:11.398,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507prq,HST,COS,12581,FUV,G160M,N/A,1577,PSA,2,56133.04380081,2012-07-25T01:03:04.390,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507qkq,HST,COS,12581,FUV,G160M,N/A,1577,PSA,2,56133.05830303,2012-07-25T01:23:57.382,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507qpq,HST,COS,12581,FUV,G160M,N/A,1577,PSA,2,56133.07571044,2012-07-25T01:49:01.382,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507qvq,HST,COS,12581,FUV,G160M,N/A,1589,PSA,2,56133.09101118,2012-07-25T02:11:03.366,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507r0q,HST,COS,12581,FUV,G160M,N/A,1589,PSA,2,56133.10551377,2012-07-25T02:31:56.390,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507r6q,HST,COS,12581,FUV,G160M,N/A,1589,PSA,2,56133.12021266,2012-07-25T02:53:06.374,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507rcq,HST,COS,12581,FUV,G160M,N/A,1589,PSA,2,56133.14211081,2012-07-25T03:24:38.374,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507riq,HST,COS,12581,FUV,G160M,N/A,1600,PSA,2,56133.15741192,2012-07-25T03:46:40.390,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507rnq,HST,COS,12581,FUV,G160M,N/A,1600,PSA,2,56133.16800192,2012-07-25T04:01:55.366,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507rtq,HST,COS,12581,FUV,G160M,N/A,1600,PSA,2,56133.18179822,2012-07-25T04:21:47.366,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507ryq,HST,COS,12581,FUV,G160M,N/A,1600,PSA,2,56133.19365007,2012-07-25T04:38:51.366,AV456,AV-456,True,False,False,False,,SMC,False,True,
lbp507s2q,HST,COS,12581,FUV,G130M,N/A,1327,PSA,2,56133.21009711,2012-07-25T05:02:32.390,AV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew06010,HST,STIS,9383,FUV-MAMA,E140H,Clear,1234,0.2X0.09,N/A,52539.92659244,2002-09-22T22:14:17.587,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew06020,HST,STIS,9383,FUV-MAMA,E140H,Clear,1234,0.2X0.09,N/A,52539.97395355,2002-09-22T23:22:29.587,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew06030,HST,STIS,9383,FUV-MAMA,E140H,Clear,1234,0.2X0.09,N/A,52540.06965948,2002-09-23T01:40:18.579,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew06040,HST,STIS,9383,FUV-MAMA,E140H,Clear,1234,0.2X0.09,N/A,52540.08869874,2002-09-23T02:07:43.571,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew07010,HST,STIS,9383,FUV-MAMA,E140H,Clear,1234,0.2X0.09,N/A,52539.22082837,2002-09-22T05:17:59.571,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew07020,HST,STIS,9383,FUV-MAMA,E140H,Clear,1234,0.2X0.09,N/A,52539.26886096,2002-09-22T06:27:09.587,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew09010,HST,STIS,9383,NUV-MAMA,E230H,Clear,1913,0.2X0.09,N/A,52875.93518826,2003-08-24T22:26:40.266,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew09020,HST,STIS,9383,NUV-MAMA,E230H,Clear,1913,0.2X0.09,N/A,52876.01040826,2003-08-25T00:14:59.274,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew09030,HST,STIS,9383,NUV-MAMA,E230H,Clear,1913,0.2X0.09,N/A,52876.10572048,2003-08-25T02:32:14.249,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew09040,HST,STIS,9383,NUV-MAMA,E230H,Clear,1913,0.2X0.09,N/A,52876.13546604,2003-08-25T03:15:04.266,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew10010,HST,STIS,9383,NUV-MAMA,E230H,Clear,2163,0.2X0.09,N/A,52873.98106789,2003-08-22T23:32:44.266,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew10020,HST,STIS,9383,NUV-MAMA,E230H,Clear,2163,0.2X0.09,N/A,52874.03163493,2003-08-23T00:45:33.258,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew10030,HST,STIS,9383,NUV-MAMA,E230H,Clear,2163,0.2X0.09,N/A,52874.13517678,2003-08-23T03:14:39.274,AZV456,AV-456,True,False,False,False,,SMC,False,True,
o8ew10040,HST,STIS,9383,NUV-MAMA,E230H,Clear,2163,0.2X0.09,N/A,52874.16470196,2003-08-23T03:57:10.249,AZV456,AV-456,True,False,False,False,,SMC,False,True,
ockp13010,HST,STIS,13778,NUV-MAMA,E230M,Clear,2269,0.2X0.2,N/A,57271.3030819,2015-09-06T07:16:26.276,AZV456,AV-456,True,False,False,False,,SMC,False,True,
ockp13020,HST,STIS,13778,NUV-MAMA,E230M,Clear,1978,0.2X0.2,N/A,57271.42660041,2015-09-06T10:14:18.275,AZV456,AV-456,True,False,False,False,,SMC,False,True,
p2210201000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,52074.67097222,2001-06-14T16:06:12.000,AV456,AV-456,False,False,False,False,,SMC,False,True,
lb2a11j4q,HST,COS,11625,FUV,G130M,N/A,1291,PSA,1,55187.26070105,2009-12-22T06:15:24.571,AZV-468,AV-468,True,False,False,False,,SMC,False,True,
lb2a11j6q,HST,COS,11625,FUV,G130M,N/A,1327,PSA,1,55187.26773809,2009-12-22T06:25:32.571,AZV-468,AV-468,True,False,False,False,,SMC,False,True,
lb2a11j8q,HST,COS,11625,FUV,G160M,N/A,1577,PSA,1,55187.29141883,2009-12-22T06:59:38.587,AZV-468,AV-468,True,False,False,False,,SMC,False,True,
lb2a11jaq,HST,COS,11625,FUV,G160M,N/A,1623,PSA,1,55187.30097883,2009-12-22T07:13:24.571,AZV-468,AV-468,True,False,False,False,,SMC,False,True,
leig2cd9q,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59664.92613878,2022-03-26T22:13:38.391,AV468,AV-468,True,False,False,False,,SMC,True,False,
leig2cdgq,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59664.94691433,2022-03-26T22:43:33.398,AV468,AV-468,True,False,False,False,,SMC,True,False,
leig2cdkq,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59664.9865673,2022-03-26T23:40:39.415,AV468,AV-468,True,False,False,False,,SMC,True,False,
leig2cdqq,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59665.00443767,2022-03-27T00:06:23.415,AV468,AV-468,True,False,False,False,,SMC,True,False,
leig2ce4q,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59665.05262026,2022-03-27T01:15:46.390,AV468,AV-468,True,False,False,False,,SMC,True,False,
leig2ce7q,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59665.06216915,2022-03-27T01:29:31.415,AV468,AV-468,True,False,False,False,,SMC,True,False,
oe4x14010,HST,STIS,15837,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59022.46981304,2020-06-22T11:16:31.847,SK-148,AV-469,True,False,False,False,,SMC,False,True,
p1176301000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,51828.27599537,2000-10-11T06:37:26.000,AV469,AV-469,False,False,False,False,,SMC,False,True,
o4wr16010,HST,STIS,7437,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,51318.3789495,1999-05-20T09:05:41.237,AV47,AV-47,True,False,False,False,,SMC,False,True,
o4wr16020,HST,STIS,7437,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,51318.43082432,1999-05-20T10:20:23.221,AV47,AV-47,True,False,False,False,,SMC,False,True,
ockp03010,HST,STIS,13778,NUV-MAMA,E230M,Clear,2269,0.2X0.2,N/A,57286.04507264,2015-09-21T01:04:54.276,AZV47,AV-47,True,False,False,False,,SMC,False,True,
ockp03020,HST,STIS,13778,NUV-MAMA,E230M,Clear,1978,0.2X0.2,N/A,57286.10095227,2015-09-21T02:25:22.276,AZV47,AV-47,True,False,False,False,,SMC,False,True,
p1150202000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,51694.72094907,2000-05-30T17:18:10.000,AV47,AV-47,False,False,False,False,,SMC,False,True,
c1600301000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,52477.53063657,2002-07-22T12:44:07.000,AV472,AV-472,False,False,False,False,,SMC,False,True,
lejq4chvq,HST,COS,16373,FUV,G130M,N/A,1291,PSA,4,59429.40666686,2021-08-03T09:45:36.017,AV472,AV-472,True,False,False,False,,SMC,True,False,
lejq4chxq,HST,COS,16373,FUV,G130M,N/A,1291,PSA,4,59429.41197946,2021-08-03T09:53:15.025,AV472,AV-472,True,False,False,False,,SMC,True,False,
lejq4ci0q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59429.46979205,2021-08-03T11:16:30.033,AV472,AV-472,True,False,False,False,,SMC,True,False,
lejq4ci2q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59429.47379649,2021-08-03T11:22:16.017,AV472,AV-472,True,False,False,False,,SMC,True,False,
lejq4ci4q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59429.47780094,2021-08-03T11:28:02.001,AV472,AV-472,True,False,False,False,,SMC,True,False,
lejq4ci6q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59429.48180575,2021-08-03T11:33:48.017,AV472,AV-472,True,False,False,False,,SMC,True,False,
c0020301000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,52478.38490741,2002-07-23T09:14:16.000,AV476,AV-476,False,False,False,False,,SMC,False,True,
lbp509k0q,HST,COS,12581,FUV,G160M,N/A,1577,PSA,2,56185.7387197,2012-09-15T17:43:45.382,AV476,AV-476,True,False,False,False,,SMC,False,True,
lbp509k4q,HST,COS,12581,FUV,G160M,N/A,1577,PSA,2,56185.75322192,2012-09-15T18:04:38.374,AV476,AV-476,True,False,False,False,,SMC,False,True,
lbp509kaq,HST,COS,12581,FUV,G160M,N/A,1577,PSA,2,56185.79337229,2012-09-15T19:02:27.366,AV476,AV-476,True,False,False,False,,SMC,False,True,
lbp509keq,HST,COS,12581,FUV,G160M,N/A,1577,PSA,2,56185.80749266,2012-09-15T19:22:47.366,AV476,AV-476,True,False,False,False,,SMC,False,True,
lbp509kkq,HST,COS,12581,FUV,G160M,N/A,1589,PSA,2,56185.82279377,2012-09-15T19:44:49.382,AV476,AV-476,True,False,False,False,,SMC,False,True,
lbp509kpq,HST,COS,12581,FUV,G160M,N/A,1589,PSA,2,56185.85574488,2012-09-15T20:32:16.358,AV476,AV-476,True,False,False,False,,SMC,False,True,
lbp509kvq,HST,COS,12581,FUV,G160M,N/A,1589,PSA,2,56185.87044414,2012-09-15T20:53:26.374,AV476,AV-476,True,False,False,False,,SMC,False,True,
lbp509l1q,HST,COS,12581,FUV,G160M,N/A,1589,PSA,2,56185.88700674,2012-09-15T21:17:17.382,AV476,AV-476,True,False,False,False,,SMC,False,True,
