dataset_name,observatory,instrument,proposid,detector,grating,filter,cenwave,aperture,lifetime_pos,obs_date_mjd,obs_date_isot,target_name,target_name_hlsp,coadd,exp_timeseries,subexp_timeseries,drizzled,custom_cal,star_region,ullyses_obs,archival_obs,qual_comm
lea2acdbq,HST,COS,16100,FUV,G130M,N/A,1291,PSA,4,59131.21593544,2020-10-09T05:10:56.822,2DFS-163,2DFS-163,True,False,False,False,,SMC,True,False,
lea2acdfq,HST,COS,16100,FUV,G130M,N/A,1291,PSA,4,59131.23505581,2020-10-09T05:38:28.822,2DFS-163,2DFS-163,True,False,False,False,,SMC,True,False,
lea2acdhq,HST,COS,16100,FUV,G160M,N/A,1611,PSA,4,59131.24977803,2020-10-09T05:59:40.822,2DFS-163,2DFS-163,True,False,False,False,,SMC,True,False,
lea2acdjq,HST,COS,16100,FUV,G160M,N/A,1611,PSA,4,59131.26513655,2020-10-09T06:21:47.798,2DFS-163,2DFS-163,True,False,False,False,,SMC,True,False,
lea2acdlq,HST,COS,16100,FUV,G160M,N/A,1611,PSA,4,59131.28049544,2020-10-09T06:43:54.806,2DFS-163,2DFS-163,True,False,False,False,,SMC,True,False,
lea2acdnq,HST,COS,16100,FUV,G160M,N/A,1611,PSA,4,59131.30106248,2020-10-09T07:13:31.798,2DFS-163,2DFS-163,True,False,False,False,,SMC,True,False,
lehg1csgq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59423.91361131,2021-07-28T21:55:36.017,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
lehg1csxq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59423.97975723,2021-07-28T23:30:51.025,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
lehgfcnoq,HST,COS,16370,FUV,G130M,N/A,1291,PSA,5,59686.39183751,2022-04-17T09:24:14.761,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
lehgfcnqq,HST,COS,16370,FUV,G130M,N/A,1291,PSA,5,59686.39808788,2022-04-17T09:33:14.793,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
lehgfcnsq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59686.40577306,2022-04-17T09:44:18.792,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
lehgfcnuq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59686.41235825,2022-04-17T09:53:47.753,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
lehgfcnwq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59686.41894417,2022-04-17T10:03:16.776,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
lehgkcfcq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59797.7200901,2022-08-06T17:16:55.785,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
lehgkcfeq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59797.78059936,2022-08-06T18:44:03.785,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
lehgkcfgq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59797.78311084,2022-08-06T18:47:40.777,2DFS-2266,2DFS-2266,True,False,False,False,,SMC,True,False,
letw1cx5q,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59761.58724269,2022-07-01T14:05:37.768,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
letw1cxfq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59761.65330751,2022-07-01T15:40:45.769,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
letw1cxiq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59761.6634001,2022-07-01T15:55:17.769,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
letw1cxpq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59761.71940714,2022-07-01T17:15:56.777,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
letw1cxsq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59761.73414084,2022-07-01T17:37:09.769,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
letw1dnhq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59744.88459232,2022-06-14T21:13:48.776,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
letw1dnlq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59744.92949973,2022-06-14T22:18:28.777,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
lf3r3ca2q,HST,COS,17295,FUV,G130M,N/A,1096,PSA,2,60083.79577923,2023-05-19T19:05:55.325,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
lf3r3ca4q,HST,COS,17295,FUV,G130M,N/A,1096,PSA,2,60083.80250405,2023-05-19T19:15:36.350,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
lf3r3ca6q,HST,COS,17295,FUV,G130M,N/A,1096,PSA,2,60083.80922849,2023-05-19T19:25:17.342,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
lf3r3ca8q,HST,COS,17295,FUV,G130M,N/A,1096,PSA,2,60083.81595294,2023-05-19T19:34:58.334,2DFS-2553,2DFS-2553,True,False,False,False,,SMC,True,False,
ody241010,HST,STIS,15629,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59024.24825045,2020-06-24T05:57:28.839,MA93-1694,2DFS-2553,True,False,False,False,,SMC,False,True,
lejq1ccgq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59642.31861581,2022-03-04T07:38:48.406,2DFS-3689,2DFS-3689,True,False,False,False,,SMC,True,False,
lejq1ccnq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59642.33204174,2022-03-04T07:58:08.406,2DFS-3689,2DFS-3689,True,False,False,False,,SMC,True,False,
lejq1cctq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59642.37981952,2022-03-04T09:06:56.407,2DFS-3689,2DFS-3689,True,False,False,False,,SMC,True,False,
lejq1cd1q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59642.39552544,2022-03-04T09:29:33.398,2DFS-3689,2DFS-3689,True,False,False,False,,SMC,True,False,
lejq1cd5q,HST,COS,16373,FUV,G130M,N/A,1291,PSA,5,59642.44596544,2022-03-04T10:42:11.414,2DFS-3689,2DFS-3689,True,False,False,False,,SMC,True,False,
lejq1cd9q,HST,COS,16373,FUV,G130M,N/A,1291,PSA,5,59642.46132433,2022-03-04T11:04:18.422,2DFS-3689,2DFS-3689,True,False,False,False,,SMC,True,False,
oec678010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59129.53805669,2020-10-07T12:54:48.098,2DFS-3689,2DFS-3689,True,False,False,False,,SMC,False,True,
oec678020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59129.54841558,2020-10-07T13:09:43.106,2DFS-3689,2DFS-3689,True,False,False,False,,SMC,False,True,
leeyacjvq,HST,COS,16101,FUV,G130M,N/A,1291,PSA,4,59258.17962729,2021-02-13T04:18:39.798,2DFS-3694,2DFS-3694,True,False,False,False,,SMC,True,False,
leeyacjxq,HST,COS,16101,FUV,G130M,N/A,1291,PSA,4,59258.19037989,2021-02-13T04:34:08.822,2DFS-3694,2DFS-3694,True,False,False,False,,SMC,True,False,
leeyack3q,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.24212729,2021-02-13T05:48:39.798,2DFS-3694,2DFS-3694,True,False,False,False,,SMC,True,False,
leeyack5q,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.24689581,2021-02-13T05:55:31.798,2DFS-3694,2DFS-3694,True,False,False,False,,SMC,True,False,
leeyackcq,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.25279877,2021-02-13T06:04:01.814,2DFS-3694,2DFS-3694,True,False,False,False,,SMC,True,False,
leeyackeq,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.26112063,2021-02-13T06:16:00.822,2DFS-3694,2DFS-3694,True,False,False,False,,SMC,True,False,
leeyackgq,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.26944211,2021-02-13T06:27:59.798,2DFS-3694,2DFS-3694,True,False,False,False,,SMC,True,False,
letn1cknq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59835.87891428,2022-09-13T21:05:38.194,2DFS-3780,2DFS-3780,True,False,False,False,,SMC,True,False,
letn1ckqq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59835.90467835,2022-09-13T21:42:44.209,2DFS-3780,2DFS-3780,True,False,False,False,,SMC,True,False,
letn1cktq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59835.93918057,2022-09-13T22:32:25.201,2DFS-3780,2DFS-3780,True,False,False,False,,SMC,True,False,
letn1ckxq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59835.97062724,2022-09-13T23:17:42.194,2DFS-3780,2DFS-3780,True,False,False,False,,SMC,True,False,
oetn1s010,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59852.81228529,2022-09-30T19:29:41.449,2DFS-3780,2DFS-3780,True,False,False,False,,SMC,True,False,
oetn1s020,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59852.87367418,2022-09-30T20:58:05.449,2DFS-3780,2DFS-3780,True,False,False,False,,SMC,True,False,
oetn1s030,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59852.93976232,2022-09-30T22:33:15.464,2DFS-3780,2DFS-3780,True,False,False,False,,SMC,True,False,
lejq2cknq,HST,COS,16373,FUV,G130M,N/A,1291,PSA,4,59464.76685205,2021-09-07T18:24:16.017,2DFS-3947,2DFS-3947,True,False,False,False,,SMC,True,False,
lejq2ckqq,HST,COS,16373,FUV,G130M,N/A,1291,PSA,4,59464.77578723,2021-09-07T18:37:08.017,2DFS-3947,2DFS-3947,True,False,False,False,,SMC,True,False,
lejq2cktq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59464.78605353,2021-09-07T18:51:55.025,2DFS-3947,2DFS-3947,True,False,False,False,,SMC,True,False,
lejq2ckxq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59464.82590316,2021-09-07T19:49:18.033,2DFS-3947,2DFS-3947,True,False,False,False,,SMC,True,False,
lejq2cl0q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59464.83633131,2021-09-07T20:04:19.025,2DFS-3947,2DFS-3947,True,False,False,False,,SMC,True,False,
lejq2cl4q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59464.84675946,2021-09-07T20:19:20.017,2DFS-3947,2DFS-3947,True,False,False,False,,SMC,True,False,
oec677010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59327.28656758,2021-04-23T06:52:39.439,2DFS-3947,2DFS-3947,True,False,False,False,,SMC,False,True,
oec677020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59327.29574573,2021-04-23T07:05:52.431,2DFS-3947,2DFS-3947,True,False,False,False,,SMC,False,True,
lehg2ce0q,HST,COS,16370,FUV,G130M,N/A,1291,PSA,4,59428.74614612,2021-08-02T17:54:27.025,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehg2ce3q,HST,COS,16370,FUV,G130M,N/A,1291,PSA,4,59428.75217612,2021-08-02T18:03:08.017,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehg2ce6q,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59428.75953723,2021-08-02T18:13:44.017,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehg2ceaq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59428.76662057,2021-08-02T18:23:56.017,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehgbcxxq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59594.14331507,2022-01-15T03:26:22.422,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehgbcxzq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59594.14995841,2022-01-15T03:35:56.407,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehgbcy2q,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.158581,2022-01-15T03:48:21.398,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehgbcy6q,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.200861,2022-01-15T04:49:14.390,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehgbcy8q,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.20806026,2022-01-15T04:59:36.406,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehgbcyaq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.22558359,2022-01-15T05:24:50.422,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehgbcycq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.26698396,2022-01-15T06:24:27.414,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
lehgbcyeq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.28012063,2022-01-15T06:43:22.422,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,True,False,
oec616010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59437.87860245,2021-08-11T21:05:11.252,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,False,True,
oec616020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59437.88805837,2021-08-11T21:18:48.243,2DFS-3954,2DFS-3954,True,False,False,False,,SMC,False,True,
le4x11hnq,HST,COS,15837,FUV,G160M,N/A,1533,PSA,4,59027.79362515,2020-06-27T19:02:49.213,OGLE-SMC-SC6-246635,2DFS-5066,True,False,False,False,,SMC,False,True,
le4x11hpq,HST,COS,15837,FUV,G160M,N/A,1533,PSA,4,59027.79670403,2020-06-27T19:07:15.228,OGLE-SMC-SC6-246635,2DFS-5066,True,False,False,False,,SMC,False,True,
le4x11hrq,HST,COS,15837,FUV,G160M,N/A,1533,PSA,4,59027.79978255,2020-06-27T19:11:41.212,OGLE-SMC-SC6-246635,2DFS-5066,True,False,False,False,,SMC,False,True,
le4x11htq,HST,COS,15837,FUV,G160M,N/A,1533,PSA,4,59027.80286144,2020-06-27T19:16:07.228,OGLE-SMC-SC6-246635,2DFS-5066,True,False,False,False,,SMC,False,True,
le4x11hvq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59027.81639144,2020-06-27T19:35:36.220,OGLE-SMC-SC6-246635,2DFS-5066,True,False,False,False,,SMC,False,True,
le4x11hxq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59027.82073144,2020-06-27T19:41:51.196,OGLE-SMC-SC6-246635,2DFS-5066,True,False,False,False,,SMC,False,True,
le4x11hzq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59027.82507181,2020-06-27T19:48:06.204,OGLE-SMC-SC6-246635,2DFS-5066,True,False,False,False,,SMC,False,True,
le4x11i1q,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59027.82941218,2020-06-27T19:54:21.212,OGLE-SMC-SC6-246635,2DFS-5066,True,False,False,False,,SMC,False,True,
g0390501000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,53892.40373843,2006-06-06T09:41:23.000,SMC-WR9,2DFS-999,False,False,False,False,FUSE,SMC,False,True,
lehg3cg0q,HST,COS,16370,FUV,G130M,N/A,1291,PSA,4,59426.95962983,2021-07-31T23:01:52.017,2DFS-999,2DFS-999,True,False,False,False,,SMC,True,False,
lehg3cg3q,HST,COS,16370,FUV,G130M,N/A,1291,PSA,4,59426.96763908,2021-07-31T23:13:24.017,2DFS-999,2DFS-999,True,False,False,False,,SMC,True,False,
lehg3cg6q,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59426.97697946,2021-07-31T23:26:51.025,2DFS-999,2DFS-999,True,False,False,False,,SMC,True,False,
lehg3cgkq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59427.02214131,2021-08-01T00:31:53.009,2DFS-999,2DFS-999,True,False,False,False,,SMC,True,False,
lehg3cgpq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59427.03256946,2021-08-01T00:46:54.001,2DFS-999,2DFS-999,True,False,False,False,,SMC,True,False,
lehg3cguq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59427.04299797,2021-08-01T01:01:55.025,2DFS-999,2DFS-999,True,False,False,False,,SMC,True,False,
lb6b31ddq,HST,COS,11616,FUV,G160M,N/A,1577,PSA,1,55437.58653699,2010-08-29T14:04:36.796,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
lb6b31dlq,HST,COS,11616,FUV,G160M,N/A,1600,PSA,1,55437.6287244,2010-08-29T15:05:21.788,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
lb6b31dnq,HST,COS,11616,FUV,G160M,N/A,1623,PSA,1,55437.64695366,2010-08-29T15:31:36.796,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
lb6b31dpq,HST,COS,11616,FUV,G130M,N/A,1327,PSA,1,55437.69531032,2010-08-29T16:41:14.812,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
lb6b31drq,HST,COS,11616,FUV,G130M,N/A,1327,PSA,1,55437.7131344,2010-08-29T17:06:54.812,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
lb6b31dtq,HST,COS,11616,FUV,G130M,N/A,1291,PSA,1,55437.76190736,2010-08-29T18:17:08.796,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
lb6b31dvq,HST,COS,11616,FUV,G130M,N/A,1291,PSA,1,55437.77973143,2010-08-29T18:42:48.796,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
ob6b33010,HST,STIS,11616,CCD,G430L,Clear,4300,52X0.2,N/A,55437.83401625,2010-08-29T20:00:59.004,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
ob6b33020,HST,STIS,11616,NUV-MAMA,G230L,Clear,2376,52X0.2,N/A,55437.84155106,2010-08-29T20:11:50.012,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
ob6b33030,HST,STIS,11616,NUV-MAMA,E230M,Clear,2561,0.2X0.2,N/A,55437.89664366,2010-08-29T21:31:10.012,SCHJ0439016+2336030,2MASS-J04390163P2336029,True,False,False,False,,Taurus,False,True,
leil1chvq,HST,COS,16481,FUV,G130M,N/A,1291,PSA,4,59377.76969166,2021-06-12T18:28:21.359,2MASSJ11432669-7804454,2MASS-J11432669M7804454,True,False,False,False,,Cha I,False,True,
leil1chxq,HST,COS,16481,FUV,G130M,N/A,1291,PSA,4,59377.78337203,2021-06-12T18:48:03.343,2MASSJ11432669-7804454,2MASS-J11432669M7804454,True,False,False,False,,Cha I,False,True,
leil1chzq,HST,COS,16481,FUV,G160M,N/A,1589,PSA,4,59377.83017758,2021-06-12T19:55:27.343,2MASSJ11432669-7804454,2MASS-J11432669M7804454,True,False,False,False,,Cha I,False,True,
leil1ci1q,HST,COS,16481,FUV,G160M,N/A,1589,PSA,4,59377.84553647,2021-06-12T20:17:34.351,2MASSJ11432669-7804454,2MASS-J11432669M7804454,True,False,False,False,,Cha I,False,True,
leil1ci3q,HST,COS,16481,FUV,G160M,N/A,1623,PSA,4,59377.89609203,2021-06-12T21:30:22.351,2MASSJ11432669-7804454,2MASS-J11432669M7804454,True,False,False,False,,Cha I,False,True,
leil1ci5q,HST,COS,16481,FUV,G160M,N/A,1623,PSA,4,59377.9114624,2021-06-12T21:52:30.351,2MASSJ11432669-7804454,2MASS-J11432669M7804454,True,False,False,False,,Cha I,False,True,
oeil1s010,HST,STIS,16481,NUV-MAMA,G230L,Clear,2376,52X2,N/A,59377.70435863,2021-06-12T16:54:16.586,2MASSJ11432669-7804454,2MASS-J11432669M7804454,True,False,False,False,,Cha I,False,True,
oeil1s020,HST,STIS,16481,CCD,G430L,Clear,4300,52X2,N/A,59377.71313159,2021-06-12T17:06:54.569,2MASSJ11432669-7804454,2MASS-J11432669M7804454,True,False,False,False,,Cha I,False,True,
oeil1s030,HST,STIS,16481,CCD,G750L,Clear,7751,52X2,N/A,59377.72617567,2021-06-12T17:25:41.578,2MASSJ11432669-7804454,2MASS-J11432669M7804454,True,False,False,False,,Cha I,False,True,
ldmp24uvq,HST,COS,15310,FUV,G130M,N/A,1222,PSA,4,58332.99362913,2018-08-02T23:50:49.557,2MASS-J15570234-1950419,2MASS-J15570234M1950419,True,False,False,False,,Upper Scorpius,False,True,
ldmp24v6q,HST,COS,15310,FUV,G130M,N/A,1222,PSA,4,58333.00785358,2018-08-03T00:11:18.549,2MASS-J15570234-1950419,2MASS-J15570234M1950419,True,False,False,False,,Upper Scorpius,False,True,
d1620101000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,52831.95402778,2003-07-11T22:53:48.000,AV104,AV-104,False,False,False,False,,SMC,False,True,
o6df02020,HST,STIS,9116,NUV-MAMA,E230M,Clear,1978,0.2X0.2,N/A,52308.71052056,2002-02-03T17:03:08.976,AV104,AV-104,True,False,False,False,,SMC,False,True,
o6df02030,HST,STIS,9116,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,52308.76459464,2002-02-03T18:21:00.977,AV104,AV-104,True,False,False,False,,SMC,False,True,
oec655010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59137.1091215,2020-10-15T02:37:08.098,AV-104,AV-104,True,False,False,False,,SMC,False,True,
lby608p5q,HST,COS,13004,NUV,G185M,N/A,1921,PSA,1,56293.44880189,2013-01-01T10:46:16.483,SK-9,AV-14,True,False,False,False,,SMC,False,True,
lby608p7q,HST,COS,13004,NUV,G185M,N/A,1921,PSA,1,56293.45212374,2013-01-01T10:51:03.491,SK-9,AV-14,True,False,False,False,,SMC,False,True,
lby608p9q,HST,COS,13004,NUV,G185M,N/A,1921,PSA,1,56293.4554456,2013-01-01T10:55:50.500,SK-9,AV-14,True,False,False,False,,SMC,False,True,
lby608pbq,HST,COS,13004,NUV,G185M,N/A,1921,PSA,1,56293.45876708,2013-01-01T11:00:37.476,SK-9,AV-14,True,False,False,False,,SMC,False,True,
lby608pdq,HST,COS,13004,NUV,G185M,N/A,1953,PSA,1,56293.46292226,2013-01-01T11:06:36.483,SK-9,AV-14,True,False,False,False,,SMC,False,True,
lby608pfq,HST,COS,13004,NUV,G185M,N/A,1953,PSA,1,56293.46659152,2013-01-01T11:11:53.507,SK-9,AV-14,True,False,False,False,,SMC,False,True,
lby608phq,HST,COS,13004,NUV,G185M,N/A,1953,PSA,1,56293.48804967,2013-01-01T11:42:47.491,SK-9,AV-14,True,False,False,False,,SMC,False,True,
lby608pmq,HST,COS,13004,NUV,G185M,N/A,1953,PSA,1,56293.51210041,2013-01-01T12:17:25.475,SK-9,AV-14,True,False,False,False,,SMC,False,True,
ody239010,HST,STIS,15629,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,58981.07615482,2020-05-12T01:49:39.776,LIN-78,AV-14,True,False,False,False,,SMC,False,True,
p1175301000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,51726.87541667,2000-07-01T21:00:36.000,AV14,AV-14,False,False,False,False,,SMC,False,True,
lb2a10nrq,HST,COS,11625,FUV,G130M,N/A,1291,PSA,1,55136.18770303,2009-11-01T04:30:17.542,AZV-148,AV-148,True,False,False,False,,SMC,False,True,
lb2a10ntq,HST,COS,11625,FUV,G130M,N/A,1327,PSA,1,55136.1944508,2009-11-01T04:40:00.549,AZV-148,AV-148,True,False,False,False,,SMC,False,True,
lb2a10nvq,HST,COS,11625,FUV,G160M,N/A,1577,PSA,1,55136.20163821,2009-11-01T04:50:21.541,AZV-148,AV-148,True,False,False,False,,SMC,False,True,
lb2a10nxq,HST,COS,11625,FUV,G160M,N/A,1623,PSA,1,55136.21169636,2009-11-01T05:04:50.566,AZV-148,AV-148,True,False,False,False,,SMC,False,True,
leig1cahq,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59659.04458804,2022-03-21T01:04:12.407,AV148,AV-148,True,False,False,False,,SMC,True,False,
leig1cb3q,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59659.06536359,2022-03-21T01:34:07.414,AV148,AV-148,True,False,False,False,,SMC,True,False,
leig1cbjq,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59659.10507433,2022-03-21T02:31:18.422,AV148,AV-148,True,False,False,False,,SMC,True,False,
leig1cboq,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59659.12294433,2022-03-21T02:57:02.390,AV148,AV-148,True,False,False,False,,SMC,True,False,
leig1ccaq,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59659.17117359,2022-03-21T04:06:29.398,AV148,AV-148,True,False,False,False,,SMC,True,False,
leig1cccq,HST,COS,16372,FUV,G130M,N/A,1096,PSA,2,59659.18072248,2022-03-21T04:20:14.422,AV148,AV-148,True,False,False,False,,SMC,True,False,
o4wr14010,HST,STIS,7437,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,51324.14533839,1999-05-26T03:29:17.237,AV15,AV-15,True,False,False,False,,SMC,False,True,
p1150101000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,51694.1190625,2000-05-30T02:51:27.000,AV15,AV-15,False,False,False,False,,SMC,False,True,
e5110101000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,53891.19738426,2006-06-05T04:44:14.000,AV16,AV-16,False,False,False,False,,SMC,False,True,
od9a13010,HST,STIS,14712,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,58043.05787368,2017-10-17T01:23:20.286,RMC-4,AV-16,True,False,False,False,,SMC,False,True,
oec663010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59441.85199356,2021-08-15T20:26:52.244,AV-16,AV-16,True,False,False,False,,SMC,False,True,
oec663020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59441.85894948,2021-08-15T20:36:53.235,AV-16,AV-16,True,False,False,False,,SMC,False,True,
o4wr19010,HST,STIS,7437,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,51129.17114512,1998-11-12T04:06:26.938,AV170,AV-170,True,False,False,False,,SMC,False,True,
o4wr19020,HST,STIS,7437,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,51129.22769586,1998-11-12T05:27:52.922,AV170,AV-170,True,False,False,False,,SMC,False,True,
p2170701000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,52072.95190972,2001-06-12T22:50:45.000,AV170,AV-170,False,False,False,False,,SMC,False,True,
leey2cbjq,HST,COS,16101,FUV,G130M,N/A,1291,PSA,4,59085.20878248,2020-08-24T05:00:38.806,AV175,AV-175,True,False,False,False,,SMC,True,False,
leey2cbmq,HST,COS,16101,FUV,G130M,N/A,1291,PSA,4,59085.22989359,2020-08-24T05:31:02.806,AV175,AV-175,True,False,False,False,,SMC,True,False,
leey2cceq,HST,COS,16101,FUV,G130M,N/A,1291,PSA,4,59085.27121322,2020-08-24T06:30:32.822,AV175,AV-175,True,False,False,False,,SMC,True,False,
