radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
282.713453,0.319,-37.007158,0.304,13.607,0.014,3,14.849,0.018,3,NA,NA,0,14.175,0.021,3,13.221,0.021,3,12.742,0.03,3,12.743,0.123,1,NA,NA,0
282.714293,0.405,-36.985602,0.324,16.379,0.074,2,17.265,0.072,2,NA,NA,0,16.85,0.048,2,16.28,0.1,2,15.923,0.167,1,NA,NA,0,NA,NA,0
282.715757,0.594,-37.002358,0.287,15.026,0.02,3,15.87,0.056,3,NA,NA,0,15.412,0.043,3,14.794,0.019,3,14.446,0.038,3,NA,NA,0,NA,NA,0
282.717487,0.701,-36.980343,0.586,15.995,0.048,2,16.908,0.051,2,NA,NA,0,16.356,0.08,3,15.864,0.126,3,15.514,0.136,2,NA,NA,0,NA,NA,0
282.717896,0.303,-37.067707,0.166,16.125,0.013,2,16.943,0.034,2,NA,NA,0,16.501,0.033,3,15.866,0.052,3,15.604,0.044,2,NA,NA,0,NA,NA,0
282.718648,0.108,-36.998857,0.027,NA,NA,0,NA,NA,0,NA,NA,0,17.371,0.105,1,16.897,0.17,1,NA,NA,0,NA,NA,0,NA,NA,0
282.719176,0.89,-36.968276,0.67,14.873,0.071,2,15.954,0.044,2,NA,NA,0,15.379,0.026,2,14.555,0.002,2,14.233,0.057,2,NA,NA,0,NA,NA,0
282.719333,0.239,-37.008081,0.446,16.228,0.081,1,17.209,0.133,1,NA,NA,0,16.587,0.032,2,15.891,0,2,15.627,0.14,1,NA,NA,0,NA,NA,0
282.719823,0.301,-36.94966,0.274,16.449,0.094,2,17.357,0.078,2,NA,NA,0,16.803,0.021,2,16.13,0.046,2,15.975,0.043,2,NA,NA,0,NA,NA,0
282.720692,0.69,-36.946422,0.473,16.365,0.065,2,17.518,0.123,2,NA,NA,0,16.898,0.025,2,16.086,0.01,2,15.555,0.202,2,NA,NA,0,NA,NA,0
282.720925,0.476,-37.016656,0.343,14.935,0.189,3,15.389,0.242,3,NA,NA,0,15.124,0.189,3,14.839,0.126,3,14.656,0.128,3,NA,NA,0,NA,NA,0
282.721806,0.602,-37.071068,0.36,13.162,0.025,3,13.797,0.01,3,NA,NA,0,13.459,0.013,3,13,0.034,3,12.836,0.044,3,12.766,0.125,1,NA,NA,0
282.722398,1.199,-36.938265,0.57,15.926,0.079,2,16.812,0.191,2,NA,NA,0,16.4,0.064,3,15.687,0.021,3,15.361,0.101,3,NA,NA,0,NA,NA,0
282.722401,0.592,-37.047382,0.069,15.06,0.011,2,16.015,0.118,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
