160.996931,-49.587643, 9.668, 345.15, 314.87,160.996901,-49.587631, 45937.91406,0.084
161.075200,-49.840874, 9.727,1944.08, 639.90,161.075284,-49.840870, 40546.57031,0.197
161.079590,-49.734218,10.467,1270.15, 655.56,161.079531,-49.734203, 21445.83008,0.147
161.267442,-49.945771,10.629,2605.95,1422.99,161.267493,-49.945785, 18835.35352,0.127
161.151559,-49.708072,10.995,1104.24, 949.17,161.151496,-49.708034, 11153.07031,0.200
161.007657,-49.977137,11.063,2805.93, 367.31,161.007662,-49.977159, 13746.24707,0.080
161.299239,-49.749892,11.921,1368.59,1552.65,161.299238,-49.749924,  5013.22461,0.115
161.262005,-49.719674,11.977,1177.70,1400.86,161.262052,-49.719715,  5482.74512,0.186
161.287666,-49.605210,12.155, 454.16,1505.81,161.287688,-49.605187,  4169.48633,0.097
161.024278,-49.954387,12.584,2661.87, 434.22,161.024244,-49.954391,  2598.36938,0.081
161.148709,-49.895891,12.725,2290.97, 939.54,161.148698,-49.895872,  2063.79883,0.075
161.405029,-49.767788,12.790,1481.77,1983.46,161.404826,-49.767758,  2362.37231,0.485
160.979101,-49.856768,13.093,2045.75, 248.66,160.979166,-49.856768,  1626.09680,0.152
161.122211,-49.755129,13.096,1402.55, 829.67,161.122109,-49.755219,  1567.99426,0.403
161.172442,-49.862591,13.252,2080.52,1035.76,161.172402,-49.862583,  1337.32397,0.100
