radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
242.815889,0.334,-38.276476,0.447,17.771,0.277,1,18.093,0.265,1,NA,NA,0,18.06,0.159,9,16.808,0.171,9,16.037,0.252,6,NA,NA,0,NA,NA,0
242.823734,0.447,-38.217152,0.384,NA,NA,0,NA,NA,0,NA,NA,0,18.343,0.254,6,16.723,0.216,6,15.844,0.289,6,NA,NA,0,NA,NA,0
242.829968,0.484,-38.25589,1.131,NA,NA,0,NA,NA,0,NA,NA,0,17.915,0.177,7,16.253,0.119,6,15.427,0.16,6,NA,NA,0,NA,NA,0
242.830432,0.263,-38.223399,0.212,15.31,0.103,15,16.743,0.094,15,NA,NA,0,16.01,0.052,15,14.706,0.178,15,14.01,0.211,15,NA,NA,0,NA,NA,0
242.830981,0.522,-38.273212,0.405,17.373,0.192,3,18.181,0.195,3,NA,NA,0,18.114,0.262,7,16.713,0.13,7,15.992,0.13,4,NA,NA,0,NA,NA,0
242.831446,0.613,-38.340556,0.25,NA,NA,0,NA,NA,0,NA,NA,0,18.173,0.13,6,16.806,0.215,6,15.992,0.212,3,NA,NA,0,NA,NA,0
242.835283,0.383,-38.261336,0.367,NA,NA,0,NA,NA,0,NA,NA,0,18.237,0.259,5,16.604,0.157,4,15.632,0.275,5,NA,NA,0,NA,NA,0
242.838275,0.658,-38.289673,0.385,16.523,0.056,7,18.037,0.2,7,NA,NA,0,17.314,0.144,12,15.884,0.202,12,15.159,0.219,11,NA,NA,0,NA,NA,0
242.838324,0.168,-38.298479,0.171,14.984,0.077,11,16.933,0.126,11,NA,NA,0,15.943,0.055,11,14.185,0.171,11,13.237,0.2,11,NA,NA,0,NA,NA,0
242.83868,0.392,-38.226496,0.232,16.176,0.067,1,18.275,0.258,1,NA,NA,0,17.383,0.088,14,15.138,0.181,14,13.743,0.217,14,NA,NA,0,NA,NA,0
242.839624,0.492,-38.353911,0.387,NA,NA,0,NA,NA,0,NA,NA,0,18.393,0.143,2,16.899,0.034,2,NA,NA,0,NA,NA,0,NA,NA,0
242.839691,0.306,-38.160986,0.237,15.018,0.066,15,17.352,0.199,15,NA,NA,0,16.119,0.067,15,14.032,0.195,15,12.836,0.219,15,NA,NA,0,NA,NA,0
242.840447,0.44,-38.262001,0.386,NA,NA,0,NA,NA,0,NA,NA,0,17.599,0.126,10,16.166,0.159,10,NA,NA,0,NA,NA,0,NA,NA,0
242.841616,0.433,-38.233803,0.262,NA,NA,0,NA,NA,0,NA,NA,0,17.914,0.197,10,16.289,0.136,10,15.372,0.121,10,NA,NA,0,NA,NA,0
242.842614,0.366,-38.279985,0.246,12.788,0.076,15,13.924,0.038,15,NA,NA,0,13.35,0.024,15,12.317,0.16,15,11.722,0.191,15,11.485,0.123,3,NA,NA,0
242.842687,0.436,-38.174651,0.384,16.723,0.097,4,17.815,0.249,4,NA,NA,0,17.432,0.162,15,16.146,0.267,15,15.351,0.239,14,NA,NA,0,NA,NA,0
242.844684,0.392,-38.26015,0.267,15.224,0.069,11,17.598,0.124,11,NA,NA,0,16.375,0.073,15,14.208,0.198,15,12.6,0.218,15,11.735,0.069,1,NA,NA,0
242.844939,0.373,-38.285609,0.294,NA,NA,0,NA,NA,0,NA,NA,0,17.724,0.206,10,15.604,0.238,10,13.775,0.206,10,NA,NA,0,NA,NA,0
242.848707,0.342,-38.263509,0.322,NA,NA,0,NA,NA,0,NA,NA,0,18.243,0.057,3,16.693,0.026,3,15.549,0.011,2,NA,NA,0,NA,NA,0
242.850254,0.292,-38.259987,0.182,15.333,0.089,15,16.71,0.138,15,NA,NA,0,16.025,0.058,15,14.74,0.155,15,13.978,0.174,15,NA,NA,0,NA,NA,0
242.851286,0.367,-38.130971,0.454,NA,NA,0,NA,NA,0,NA,NA,0,18,0.216,10,16.12,0.175,10,15.127,0.236,10,NA,NA,0,NA,NA,0
242.851766,0.341,-38.232525,0.302,NA,NA,0,NA,NA,0,NA,NA,0,18.099,0.134,11,16.047,0.146,11,14.888,0.183,10,NA,NA,0,NA,NA,0
242.852015,0.309,-38.151106,0.445,NA,NA,0,NA,NA,0,NA,NA,0,18.519,0.097,2,16.792,0.246,2,15.67,0.189,2,NA,NA,0,NA,NA,0
242.854641,0.225,-38.262521,0.305,NA,NA,0,NA,NA,0,NA,NA,0,18.414,0.234,3,16.499,0.233,3,15.399,0.291,3,NA,NA,0,NA,NA,0
242.855597,0.253,-38.258332,0.236,15.528,0.053,5,17.561,0.19,5,NA,NA,0,16.656,0.091,15,14.526,0.194,15,13.311,0.219,15,NA,NA,0,NA,NA,0
242.857167,0.408,-38.28834,0.265,NA,NA,0,NA,NA,0,NA,NA,0,18.256,0.12,6,16.338,0.099,6,15.247,0.289,6,NA,NA,0,NA,NA,0
242.860104,0.362,-38.299278,0.38,NA,NA,0,NA,NA,0,NA,NA,0,18.539,0.146,4,16.822,0.175,4,15.841,0.108,4,NA,NA,0,NA,NA,0
242.861133,0.4,-38.375248,0.378,NA,NA,0,NA,NA,0,NA,NA,0,18.069,0.159,7,16.445,0.146,6,15.552,0.208,7,NA,NA,0,NA,NA,0
242.861662,0.338,-38.281383,0.378,NA,NA,0,NA,NA,0,NA,NA,0,18.145,0.259,10,16.179,0.204,10,15.078,0.196,9,NA,NA,0,NA,NA,0
242.862246,0.415,-38.371056,0.335,NA,NA,0,NA,NA,0,NA,NA,0,18.125,0.169,6,16.497,0.183,5,15.7,0.271,5,NA,NA,0,NA,NA,0
242.862857,0.396,-38.183541,0.389,16.51,0.115,7,18.011,0.218,7,NA,NA,0,17.384,0.086,14,15.821,0.161,14,14.986,0.169,14,NA,NA,0,NA,NA,0
242.863403,0.54,-38.385869,0.543,NA,NA,0,NA,NA,0,NA,NA,0,18.071,0.135,5,16.593,0.155,4,16.579,0.125,2,NA,NA,0,NA,NA,0
242.864279,0.51,-38.361015,0.262,16.48,0.121,2,17.967,0.005,2,NA,NA,0,17.448,0.126,11,15.735,0.249,11,14.841,0.263,11,NA,NA,0,NA,NA,0
242.864853,0.357,-38.355554,0.329,16.99,0.159,6,18.312,0.246,6,NA,NA,0,17.55,0.106,10,16.371,0.193,10,15.667,0.265,8,NA,NA,0,NA,NA,0
242.864917,0.255,-38.253177,0.233,15.699,0.043,7,18.06,0.285,7,NA,NA,0,16.814,0.094,15,14.779,0.199,15,13.737,0.224,15,NA,NA,0,NA,NA,0
