radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
160.703072,0.775,-49.765747,0.445,16.011,0.076,1,16.845,0.09,1,NA,NA,0,16.261,0.071,2,15.779,0.021,2,15.433,0.06,2,NA,NA,0,NA,NA,0
160.706608,0.566,-49.770669,0.281,NA,NA,0,NA,NA,0,NA,NA,0,17.683,0.036,3,16.369,0.177,3,15.421,0.117,3,NA,NA,0,NA,NA,0
160.708539,0.516,-49.777028,0.06,NA,NA,0,NA,NA,0,NA,NA,0,17.124,0.079,1,16.143,0.1,1,15.899,0.175,1,NA,NA,0,NA,NA,0
160.708707,0.049,-49.776452,0.002,NA,NA,0,NA,NA,0,NA,NA,0,17.425,0.192,1,16.403,0.137,1,NA,NA,0,NA,NA,0,NA,NA,0
160.714915,0.603,-49.746036,0.456,16.533,0.018,2,17.661,0.102,2,NA,NA,0,17.039,0.045,3,16.122,0.02,3,15.874,0.045,3,NA,NA,0,NA,NA,0
160.716177,0.22,-49.717083,0.332,NA,NA,0,NA,NA,0,NA,NA,0,18.074,0.16,1,17.354,0.213,1,NA,NA,0,NA,NA,0,NA,NA,0
160.71653,1.089,-49.731939,0.466,15.346,0.064,4,16.657,0.091,4,NA,NA,0,15.995,0.075,4,14.832,0.018,4,14.49,0.081,4,NA,NA,0,NA,NA,0
160.717456,0.253,-49.701506,0.216,13.81,0.017,4,15.098,0.014,4,NA,NA,0,14.45,0.064,4,13.405,0.028,4,13.036,0.067,4,12.736,0.073,4,NA,NA,0
160.717798,0.04,-49.752683,0.281,NA,NA,0,NA,NA,0,NA,NA,0,17.889,0.141,1,16.956,0.174,1,NA,NA,0,NA,NA,0,NA,NA,0
160.719293,0.258,-49.726766,0.356,15.362,0.031,4,16.258,0.094,4,NA,NA,0,15.85,0.07,4,15.035,0.008,4,14.798,0.123,4,NA,NA,0,NA,NA,0
