radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
129.121049,0.302,-78.994721,0.216,16.686,0.039,3,17.577,0.095,3,NA,NA,0,17.181,0.064,3,16.407,0.054,3,15.972,0.081,2,NA,NA,0,NA,NA,0
129.127149,0.39,-78.986761,0.422,14.247,0.04,3,14.941,0.02,3,NA,NA,0,14.557,0.015,3,14.084,0.012,3,14.076,0.248,3,13.617,0.037,2,NA,NA,0
129.13716,0.436,-79.020454,0.327,16.851,0.106,1,18.403,0.255,1,NA,NA,0,17.787,0.124,3,16.266,0.046,3,15.726,0.139,3,NA,NA,0,NA,NA,0
129.142487,0.348,-78.99952,0.271,17.289,0.199,3,17.751,0.121,3,NA,NA,0,17.467,0.015,3,17.011,0.112,3,NA,NA,0,NA,NA,0,NA,NA,0
129.14386,0.472,-78.901938,0.233,NA,NA,0,NA,NA,0,NA,NA,0,17.973,0.145,3,17.118,0.121,3,NA,NA,0,NA,NA,0,NA,NA,0
129.146253,0.248,-78.943895,0.252,16.632,0.085,3,17.64,0.172,3,NA,NA,0,17.11,0.032,3,16.379,0.045,3,16.002,0.056,2,NA,NA,0,NA,NA,0
129.146829,0.24,-78.971004,0.11,17.2,0.142,1,18.838,0.358,1,NA,NA,0,17.829,0.037,3,17.023,0.09,3,NA,NA,0,NA,NA,0,NA,NA,0
129.150019,0.822,-78.926226,0.297,16.693,0.092,4,17.337,0.133,4,NA,NA,0,17.037,0.016,4,16.385,0.09,4,16.599,0.555,3,NA,NA,0,NA,NA,0
129.151977,0.534,-78.932036,0.312,16.916,0.023,3,17.854,0.001,3,NA,NA,0,17.404,0.028,3,16.551,0.102,3,16.105,0.201,2,NA,NA,0,NA,NA,0
129.158124,0.217,-79.008004,0.277,12.725,0.026,3,13.846,0.021,3,NA,NA,0,13.241,0.002,3,12.378,0.01,3,12.178,0.231,3,11.929,0.069,4,NA,NA,0
129.169729,0.318,-78.916223,0.265,12.449,0.049,4,14.166,0.026,4,NA,NA,0,13.274,0.027,4,11.866,0.044,4,11.05,0.234,5,10.584,0.076,4,NA,NA,0
129.179054,0.587,-78.982889,0.179,16.869,0.117,3,17.766,0.134,3,NA,NA,0,17.459,0.09,3,16.776,0.077,3,16.074,0.037,2,NA,NA,0,NA,NA,0
129.185795,0.689,-78.875954,0.48,17.078,0.024,3,17.824,0.098,3,NA,NA,0,17.35,0.099,3,16.893,0.138,3,NA,NA,0,NA,NA,0,NA,NA,0
129.190443,0.45,-79.046327,0.283,16.881,0.132,3,17.633,0.138,3,NA,NA,0,17.134,0.049,3,16.672,0.126,3,16.391,0.17,2,NA,NA,0,NA,NA,0
129.192053,0.519,-79.025355,0.339,16.938,0.118,1,17.953,0.237,1,NA,NA,0,17.8,0.128,3,16.282,0.057,3,15.781,0.241,3,NA,NA,0,NA,NA,0
129.196458,0.243,-78.944596,0.522,14.532,0.008,3,15.147,0.019,3,NA,NA,0,14.777,0.013,3,14.341,0.016,3,14.198,0.037,1,NA,NA,0,NA,NA,0
129.203132,0.445,-78.894836,0.273,15.989,0.037,4,16.925,0.083,4,NA,NA,0,16.44,0.055,4,15.744,0.043,4,15.557,0.061,3,NA,NA,0,NA,NA,0
129.218462,0.432,-78.875003,0.238,NA,NA,0,NA,NA,0,NA,NA,0,18.379,0.146,2,17.125,0.013,2,16.487,0.215,1,NA,NA,0,NA,NA,0
129.225429,0.227,-78.898445,0.173,16.318,0.028,3,17.028,0.108,3,NA,NA,0,16.637,0.034,4,16.057,0.056,4,15.798,0.139,3,NA,NA,0,NA,NA,0
129.231059,0.248,-78.982071,0.369,NA,NA,0,NA,NA,0,NA,NA,0,18.225,0.174,2,17.805,0.413,2,NA,NA,0,NA,NA,0,NA,NA,0
129.233457,0.391,-78.998391,0.511,14.355,0.006,3,14.971,0.045,3,NA,NA,0,14.625,0.002,3,14.196,0.027,3,14.225,0.249,3,13.503,0.184,1,NA,NA,0
129.233754,0.206,-78.945801,0.148,10.434,0.064,7,11.597,0.031,3,NA,NA,0,11.165,0.176,4,10.041,0.056,5,9.533,0.094,4,9.268,0.074,4,NA,NA,0
129.243469,0.175,-79.031035,0.288,16.37,0.043,3,17.198,0.044,3,NA,NA,0,16.744,0.028,3,16.161,0.08,3,16.028,0.16,3,NA,NA,0,NA,NA,0
129.243904,0.166,-78.883788,0.393,15.16,0.028,4,16.124,0.054,4,NA,NA,0,15.612,0.057,4,14.84,0.052,4,14.646,0.229,4,13.797,0.244,1,NA,NA,0
129.265239,0.141,-78.901148,0.56,NA,NA,0,NA,NA,0,NA,NA,0,18.194,0.133,1,17.795,0.247,1,NA,NA,0,NA,NA,0,NA,NA,0
129.265258,0.25,-78.852559,0.242,16.01,0.037,3,16.95,0.065,3,NA,NA,0,16.478,0.034,4,15.657,0.063,4,15.539,0.224,4,NA,NA,0,NA,NA,0
129.265524,0.543,-79.045226,0.358,NA,NA,0,NA,NA,0,NA,NA,0,18.563,0.157,3,17.317,0.062,3,16.332,0.236,1,NA,NA,0,NA,NA,0
129.283222,0.273,-78.993902,0.265,17.127,0.154,3,17.9,0.075,3,NA,NA,0,17.437,0.082,3,16.929,0.099,3,NA,NA,0,NA,NA,0,NA,NA,0
129.289675,0.33,-78.865931,0.168,17.133,0.18,3,17.869,0.117,3,NA,NA,0,17.408,0.071,3,17.036,0.065,3,NA,NA,0,NA,NA,0,NA,NA,0
