Dataset, Target Name, RA (J2000), Dec (J2000), Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
OCKP03010,AZV47,12.2142333,-73.4328833,1,2015-09-21 01:04:54,2015-09-21 01:51:58,2824.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-09-21 14:42:27,OCKP03010,,,64.126
OCKP03020,AZV47,12.2142333,-73.4328833,1,2015-09-21 02:25:22,2015-09-21 03:21:24,3362.000,STIS  ,0.2X0.2,E230M,1978.000,13778,2016-09-21 14:43:12,OCKP03020,,,64.126
ODY239010,LIN-78,11.6359601,-73.1015843,0,2020-05-12 01:49:39,2020-05-12 02:35:46,2767.000,STIS  ,0.2X0.2,E140M,1425.000,15629,2020-11-12 04:31:41,,,,64.136
OCKP14010,AZV476,18.4268250,-73.2915583,1,2015-10-27 03:17:31,2015-10-27 07:15:08,9544.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-10-27 12:19:12,OCKP14010,,,66.110
OCKP15010,AZV476,18.4268250,-73.2915583,1,2015-09-11 06:34:35,2015-09-11 11:48:56,12906.000,STIS  ,0.2X0.2,E230M,1978.000,13778,2016-09-12 01:43:54,OCKP15010,,,66.110
OE4X03010,DACHS-SMC-3-10,18.4268934,-73.2915407,0,2020-06-22 12:51:48,2020-06-22 13:36:55,2707.000,STIS  ,0.2X0.2,E140M,1425.000,15837,2020-06-22 19:38:12,OE4X03010,,,
O5DW01010,SK155,18.7091667,-73.3381111,5,2000-10-02 01:18:01,2000-10-02 01:56:26,2305.000,STIS  ,0.2X0.09,E140H,1271.000,8145,2001-10-02 01:56:26,O5DW01010,,,67.043
O5DW01020,SK155,18.7091667,-73.3381111,5,2000-10-02 02:14:40,2000-10-02 06:21:36,9705.000,STIS  ,0.2X0.09,E140H,1271.000,8145,2001-10-02 06:21:36,O5DW01020,,,67.043
O5DW02010,SK155,18.7091667,-73.3381111,5,2000-10-03 20:37:41,2000-10-03 21:16:06,2305.000,STIS  ,0.2X0.09,E140H,1271.000,8145,2001-10-03 21:16:06,O5DW02010,,,67.043
O5DW02020,SK155,18.7091667,-73.3381111,5,2000-10-03 21:49:38,2000-10-04 01:56:34,9705.000,STIS  ,0.2X0.09,E140H,1271.000,8145,2001-10-04 01:56:34,O5DW02020,,,67.043
O5DW03010,SK155,18.7091667,-73.3381111,5,2000-10-06 17:32:36,2000-10-06 18:17:56,2720.000,STIS  ,0.2X0.2,E230H,2163.000,8145,2001-10-06 18:17:56,O5DW03010,,,67.043
O5DW03020,SK155,18.7091667,-73.3381111,5,2000-10-06 18:57:09,2000-10-06 23:03:54,9632.000,STIS  ,0.2X0.2,E230H,2163.000,8145,2001-10-06 23:03:54,O5DW03020,,,67.043
O5DW04010,SK155,18.7091667,-73.3381111,5,2000-10-07 17:37:11,2000-10-07 18:22:31,2720.000,STIS  ,0.2X0.2,E230H,2713.000,8145,2001-10-07 18:22:31,O5DW04010,,,67.043
O5DW04020,SK155,18.7091667,-73.3381111,5,2000-10-07 19:03:31,2000-10-07 23:10:14,9632.000,STIS  ,0.2X0.2,E230H,2713.000,8145,2001-10-07 23:10:14,O5DW04020,,,67.043
O5DW05010,SK155,18.7091667,-73.3381111,5,2000-04-26 01:42:22,2000-04-26 02:27:42,2720.000,STIS  ,0.2X0.2,E230H,1913.000,8145,2001-04-26 02:27:42,O5DW05010,,,67.043
O5DW05020,SK155,18.7091667,-73.3381111,5,2000-04-26 03:08:20,2000-04-26 07:15:11,9705.000,STIS  ,0.2X0.2,E230H,1913.000,8145,2001-04-26 07:15:11,O5DW05020,,,67.043
OBDC01010,SK-155,18.7094167,-73.3382778,2,2009-09-23 21:39:19,2009-09-23 22:15:09,2150.000,STIS  ,0.2X0.09,E140H,1598.000,12010,2009-09-24 03:45:34,OBDC01010,,,67.050
OBDC01020,SK-155,18.7094167,-73.3382778,2,2009-09-23 22:58:09,2009-09-23 23:50:39,3150.000,STIS  ,0.2X0.09,E140H,1598.000,12010,2009-09-24 03:43:51,OBDC01020,,,67.050
O4WR14010,AV15,11.6756667,-73.4153333,22,1999-05-26 03:29:17,1999-05-26 04:10:05,2448.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-02 20:58:21,O4WR14010,,,71.176
#O4WR14020,AV15,11.6756667,-73.4153333,22,1999-05-26 04:50:50,1999-05-26 04:57:07,377.696,STIS  ,0.2X0.2,E140M,1425.000,7437,2000-05-18 12:11:53,O4WR14020,,,71.176
O67T01010,4U0115-737,19.2716667,-73.4433056,3,2000-11-07 03:02:27,2000-11-07 03:43:34,2467.200,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-11-07 03:43:34,O67T01010,,,83.167
O67T01020,4U0115-737,19.2716667,-73.4433056,3,2000-11-07 04:25:44,2000-11-07 05:09:54,2650.199,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-11-07 05:09:54,O67T01020,,,83.167
O67T02010,4U0115-737,19.2716667,-73.4433056,3,2000-11-08 09:33:41,2000-11-08 10:14:48,2467.200,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-11-08 10:14:48,O67T02010,,,83.167
O67T02020,4U0115-737,19.2716667,-73.4433056,3,2000-11-08 10:56:23,2000-11-08 11:40:33,2650.200,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-11-08 11:40:33,O67T02020,,,83.167
O67T03010,4U0115-737,19.2716667,-73.4433056,3,2000-11-09 01:37:31,2000-11-09 02:18:38,2467.200,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-11-09 02:18:38,O67T03010,,,83.167
O67T03020,4U0115-737,19.2716667,-73.4433056,3,2000-11-09 02:59:48,2000-11-09 03:43:58,2650.200,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-11-09 03:43:58,O67T03020,,,83.167
O67T04010,4U0115-737,19.2716667,-73.4433056,3,2000-11-10 01:43:16,2000-11-10 02:24:23,2467.200,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-11-10 02:24:23,O67T04010,,,83.167
O67T04020,4U0115-737,19.2716667,-73.4433056,3,2000-11-10 03:04:52,2000-11-10 03:49:02,2650.199,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-11-10 03:49:02,O67T04020,,,83.167
O67T05010,4U0115-737,19.2716667,-73.4433056,3,2000-10-13 19:39:55,2000-10-13 20:21:02,2467.200,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-10-13 20:21:02,O67T05010,,,83.167
O67T05020,4U0115-737,19.2716667,-73.4433056,3,2000-10-13 21:16:19,2000-10-13 22:00:29,2650.198,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-10-13 22:00:29,O67T05020,,,83.167
O67T06010,4U0115-737,19.2716667,-73.4433056,3,2000-10-14 13:31:02,2000-10-14 14:12:09,2467.199,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-10-14 14:12:09,O67T06010,,,83.167
O67T06020,4U0115-737,19.2716667,-73.4433056,3,2000-10-14 14:56:43,2000-10-14 15:40:53,2650.200,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-10-14 15:40:53,O67T06020,,,83.167
O67T07010,4U0115-737,19.2716667,-73.4433056,3,2000-10-15 16:39:04,2000-10-15 17:20:11,2467.199,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-10-15 17:20:11,O67T07010,,,83.167
O67T07020,4U0115-737,19.2716667,-73.4433056,3,2000-10-15 18:15:28,2000-10-15 18:59:38,2650.197,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-10-15 18:59:38,O67T07020,,,83.167
O67T08010,4U0115-737,19.2716667,-73.4433056,3,2000-10-16 15:17:34,2000-10-16 15:58:41,2467.199,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-10-16 15:58:41,O67T08010,,,83.167
O67T08020,4U0115-737,19.2716667,-73.4433056,3,2000-10-16 16:45:24,2000-10-16 17:29:34,2650.199,STIS  ,0.2X0.2,E140M,1425.000,8566,2001-10-16 17:29:34,O67T08020,,,83.167
O67T53010,4U0115-737,19.2716667,-73.4433056,3,2001-04-25 14:38:54,2001-04-25 15:20:01,2467.199,STIS  ,0.2X0.2,E140M,1425.000,8566,2002-04-25 15:20:01,O67T53010,,,83.167
O67T53020,4U0115-737,19.2716667,-73.4433056,3,2001-04-25 16:03:52,2001-04-25 16:48:02,2650.199,STIS  ,0.2X0.2,E140M,1425.000,8566,2002-04-25 16:48:02,O67T53020,,,83.167
O67T54010,4U0115-737,19.2716667,-73.4433056,3,2001-04-26 14:42:32,2001-04-26 15:23:39,2467.200,STIS  ,0.2X0.2,E140M,1425.000,8566,2002-04-26 15:23:39,O67T54010,,,83.167
O67T54020,4U0115-737,19.2716667,-73.4433056,3,2001-04-26 16:07:09,2001-04-26 16:51:19,2650.199,STIS  ,0.2X0.2,E140M,1425.000,8566,2002-04-26 16:51:19,O67T54020,,,83.167
OE4X01010,SK-183,22.3522876,-73.5545435,0,2020-04-27 11:06:14,2020-04-27 11:51:21,2707.000,STIS  ,0.2X0.2,E140M,1425.000,15837,2020-04-28 00:44:05,OE4X01010,,,134.436
OCKP17010,SK191,25.4252250,-73.8439333,1,2015-06-02 13:16:30,2015-06-02 14:03:36,2826.000,STIS  ,0.2X0.2,E230M,2269.000,13778,2016-06-02 19:00:28,OCKP17010,,,0.001
O6DF03020,SK191,25.4257833,-73.8439167,10,2001-10-20 23:36:39,2001-10-21 00:14:10,2251.000,STIS  ,0.2X0.2,E230M,1978.000,9116,2006-11-23 13:09:01,O6DF03020,,,0.008
O6DF03030,SK191,25.4257833,-73.8439167,10,2001-10-21 00:22:21,2001-10-21 01:16:17,3236.000,STIS  ,0.2X0.2,E140M,1425.000,9116,2006-11-25 09:08:18,O6DF03030,,,0.008
O4WR11010,AV75,12.6348750,-72.8766111,22,1999-05-24 06:24:32,1999-05-24 07:05:20,2448.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-02 20:44:49,O4WR11010,,,0.011
O4WR11020,AV75,12.6348750,-72.8766111,22,1999-05-24 07:44:49,1999-05-24 08:37:37,3168.000,STIS  ,0.2X0.2,E140M,1425.000,7437,1999-11-02 20:46:51,O4WR11020,,,0.011
ODY229010,SMC-AB-2,12.1285197,-73.2627313,0,2020-05-06 04:32:34,2020-05-06 05:18:37,2763.000,STIS  ,0.2X0.2,E140M,1425.000,15629,2020-11-06 10:32:10,,,,59.866
