,Target,2MASS,Other Name,RA,DEC,Region,Distance (pc),SpT,M*,log(dm/dt),A_V,U,V,DO,OLD COS orbs,OLD STIS orbs,OLD ORB,COS orbs estimated,STIS orbs estimated,COS orbs,STIS orbs,ORBS,PID,AR MODES,DR
68,RXJ0438.6+1546,2MASSJ04383907+1546137,HD285957,04h38m39.07s,+15d46m13.61s,Taurus,140,K2,1.4,-9.52,0.3,,10.86,1,0,0,0,0.0,2.0,2,1,3,,,
