target_name_ullyses,target_name_simbad,target_classification,simbad_link,targ_ra,targ_dec,coordinate_epoch,source_catalog,host_galaxy_name,host_cluster_name,d_gaia,d_gaia_err,spectral_type,spectral_type_ref,temp_class,lum_class,star_teff,star_teff_ref,star_luminosity,star_luminosity_ref,star_mass,star_mass_ref,surface_gravity,surface_gravity_ref,rotation_period,rotation_period_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,radius,radius_ref,rate_accretion,rate_accretion_ref,extinction_ebmv,extinction_ebmv_ref,age,age_ref,metallicity,metallicity_ref,fuv_mag,nuv_mag,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,i_mag,i_mag_ref,gaia_id,gaia_parallax,gaia_parallax_err,known_binary,known_binary_ref,is_variable,is_monitor_targ,extended,Extra,radial_velocity,radial_velocity_ref
RW Aur,RW Aur,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+RW+Aur,76.9560812,30.40120459,2016,2011ApJS..195....3F,MW,Taurus,156.0987793,1.074577155,K0,2022A&A...667A.124G,,,4870,2022A&A...667A.124G,0.21,2022A&A...667A.124G,1.5,2022A&A...667A.124G,,,,,,,,,1.8,2022A&A...667A.124G,-6.93,2022A&A...667A.124G,1,2022A&A...667A.124G,,,,,,,,,10.86,none,9.6,none,,,Gaia DR3 156430822114424576 ,6.4062,0.0441,none,none,TRUE,FALSE,FALSE,TRUE,15.9,2018ApJ...856...23G
TWA 3A,TWA 3A,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=TWA+3A,167.6156531,-37.53105715,2016,1999ApJ...512L..63W,MW,TWA,37.05474097,0.051764129,M3,1999ApJ...512L..63W,,,,,-0.4,2013ApJ...767..112I,0.3,2013ApJ...767..112I,,,,,,,,,1.8,2013ApJ...767..112I,-10.01,2013ApJ...767..112I,0,1999ApJ...512L..63W,,,,,,,,,,,12.57,,,,Gaia DR3 5396978667759696000,26.9871,0.0377,none,none,TRUE,FALSE,FALSE,TRUE,13.1,2017AJ....153...95R
V836 Tau,V836 Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+V836+Tau,75.77750987,25.38870272,2016,2011ApJS..195....3F,MW,Taurus,166.9950903,0.510338692,K7,2011ApJS..195....3F,,,4060,1995ApJS..101..117K,0,2013ApJ...767..112I,0.8,2013ApJ...767..112I,,,,,,,,,2.1,2013ApJ...767..112I,-8.96,2013ApJ...767..112I,0.48,2011ApJS..195....3F,,,,,,,,,,,13.49,,,,Gaia DR3 3420008412568724736,5.9882,0.0183,none,none,TRUE,FALSE,FALSE,TRUE,18.2,2012ApJ...745..119N
V397 Aur,V397 Aur,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+V397+Aur,74.00847123,30.35091309,2016,1995ApJS..101..117K,MW,Taurus,165.2182533,2.249278669,K7+M2,1995ApJS..101..117K,,,4060,1995ApJS..101..117K,-0.097,2013ApJ...767..112I,0.8,1995ApJS..101..117K,,,,,,,,,,,,,0,1995ApJS..101..117K,,,,,,,,,,,11.72,,,,Gaia DR3 156902512603777408 ,6.0526,0.0824,none,none,TRUE,FALSE,FALSE,TRUE,15,1988AJ.....96..297W
HD 142527,HD 142527,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+142527,239.1744688,-42.32324074,2016,2014ApJ...790...21M,MW,Lupus,159.2584925,0.720316795,F6-7III,2014ApJ...790...21M,,,6550,2014ApJ...790...21M,1.21,2014ApJ...790...21M,2,2014ApJ...790...21M,,,,,,,,,,,-6.7,2014ApJ...790...21M,0.25,2014ApJ...790...21M,,,,,,,,,,,8.34,,,,Gaia DR3 5994826707951507200,6.2791,0.0284,none,none,TRUE,FALSE,FALSE,TRUE,-3.1,2006AstL...32..759G
HD 169142,HD 169142,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+169142,276.1240713,-29.78053707,2016,2015ApJ...798...94W,MW,other,114.8725489,0.353644827,A7V,2015ApJ...798...94W,,,7500,2015ApJ...798...94W,,,1.65,2015ApJ...798...94W,,,,,,,,,,,-8.68,2015ApJ...798...94W,0,2015ApJ...798...94W,,,,,,,,,,,8.16,,,,Gaia DR3 4048015133392824064,8.7053,0.0268,none,none,TRUE,FALSE,FALSE,TRUE,,
HK Ori,HK Ori,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+HK+Ori,82.8668506,12.15281956,2016,2006ApJ...653..657M,MW,Ori OB1,none,none,A4,2006ApJ...653..657M,,,8511,2006ApJ...653..657M,1.89,2006ApJ...653..657M,3,2006ApJ...653..657M,,,,,,,,,,,-5.24,2011A&A...535A..99M,0.44,2006ApJ...653..657M,,,,,,,,,,,12.06,,,,Gaia DR3 3340972119446813440,         ,       ,none,none,TRUE,FALSE,FALSE,TRUE,22.2,2020AJ....160..120J
UX Tau A,V* UX Tau A,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+UX+Tau+A,67.51669855,18.23033127,2016,2014MNRAS.440.3444C,MW,Taurus,142.231325,0.665558769,K2,2014MNRAS.440.3444C,,,4900,2014MNRAS.440.3444C,,,1.3,2014MNRAS.440.3444C,,,,,,,,,,,-7.325,2014MNRAS.440.3444C,,,,,,,,,,,,,10.8,,,,Gaia DR3 3314508626912857472,7.0308,0.0329,none,none,TRUE,FALSE,FALSE,TRUE,16,2018ApJ...856...23G
Wa Oph 2,Wa Oph 2,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=Wa+Oph+2,242.9969003,-19.11491072,2016,2018MNRAS.473.1231A,MW,Upper Scorpius,137.0351084,0.32299228,K0,2018MNRAS.473.1231A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66,,,,Gaia DR3 6245812948756034816,7.2974,0.0172,none,none,TRUE,FALSE,FALSE,TRUE,-2.8,2020AJ....160..120J
2MASS-J15570234-1950419,2MASS J15570234-1950419,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=1RXS+J155702.5-195037,239.2597544,-19.84511709,2016,2018MNRAS.473.1231A,MW,Upper Scorpius,130.1541025,6.023896141,K7,2018MNRAS.473.1231A,,,,,,,0.77,2018MNRAS.473.1231A,,,,,,,,,,,,,,,,,,,,,,,,,11.67,,,,Gaia DR3 6247031035844387584,7.6832,0.3556,none,none,TRUE,FALSE,FALSE,TRUE,-5.1,2017AJ....153...95R
CVSO 35,CVSO 35,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=CVSO+35,81.44133783,1.763897145,2016,2005AJ....129..935C,MW,Ori OB1a,364.0997633,13.81365204,K7,2005AJ....129..935C,,,4060,2005AJ....129..935C,-0.14,2005AJ....129..935C,0.77,2005AJ....129..935C,,,,,,,,,,,-8.77,2005AJ....129..935C,0.25,2005AJ....129..935C,,,,,,,,,,,13.36,,,,Gaia DR3 3222267297922229248,2.7465,0.1042,none,none,TRUE,FALSE,FALSE,TRUE,21.7,2020AJ....160..120J
KISO A-0903 134,KISO A-0903 134,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=Kiso+A-0903+134,81.73073525,1.67288989,2016,2017ApJ...844..169F,MW,Ori OB1a,360.5032626,4.249777096,,,,,,,,,0.4,2017ApJ...844..169F,,,,,,,,,,,-9.1,2017ApJ...844..169F,0,2017ApJ...844..169F,,,,,,,,,,,15.56,,,,Gaia DR3 3222237885987655424,2.7739,0.0327,none,none,TRUE,FALSE,FALSE,TRUE,21.2,2020AJ....160..120J
CVSO 206,CVSO 206,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=Kiso+A-0903+109,81.17100207,1.910701023,2016,2017ApJ...844..169F,MW,Ori OB1a,336.3832078,3.360663775,K5,2007ApJ...661.1119B,,,,,,,0.8,2017ApJ...844..169F,,,,,,,,,,,-8.13,2017ApJ...844..169F,0.19,2017ApJ...844..169F,,,,,,,,,,,14.93,,,,Gaia DR3 3222286505017306240,2.9728,0.0297,none,none,TRUE,FALSE,FALSE,TRUE,20,2020AJ....160..120J
[PGZ2001] J161031.9-191305,[PGZ2001] J161031.9-191305,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=[PGZ2001]+J161031.9-191305,242.6330901,-19.21846086,2016,2015ApJ...802...61L,MW,Upper Scorpius,137.1234248,0.763395045,K7,2001AJ....121.1040P,,,4000,2015ApJ...802...61L,,,0.77,2008ApJ...679..762K,,,,,,,,,,,,,0.35,2015ApJ...802...61L,,,,,,,,,,,13.56,,,,Gaia DR3 6245761404851201408,7.2927,0.0406,none,none,TRUE,FALSE,FALSE,TRUE,-6.9,2012ApJ...745...56D
[PZ99] J161019.1-250230,[PZ99] J161019.1-250230,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=[PZ99]+J161019.1-250230,242.5799011,-25.04183387,2016,2010ApJ...724..835W,MW,Upper Scorpius,159.2584925,1.478678491,M1 ,2010ApJ...724..835W,,,3700,2010ApJ...724..835W,,,,,,,,,,,,,,,,,0.1,2010ApJ...724..835W,,,,,,,,,,,11.98,,,,Gaia DR3 6049748791208799488,6.2791,0.0583,none,none,TRUE,FALSE,FALSE,TRUE,-4.2,2020AJ....160..120J
RR Tau,RR Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+RR+Tau,84.87712535,26.37413731,2016,2012A&A...543A..59M,MW,other,810.1758082,19.6915452,A2-3IIIe,2010MNRAS.401.1199W,,,10000,2012A&A...543A..59M,,,,,,,,,,,,,,,-4.11,2012A&A...543A..59M,,,,,,,,,,,,,12.09,,,,Gaia DR3 3441021939498830976,1.2343,0.03,none,none,TRUE,FALSE,FALSE,TRUE,,
2MASS J04390163+2336029,[SCH2006b] J0439016+2336030,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=2MASS+J04390163+2336029,69.7568471,23.60072493,2016,2006AJ....132.2665S,MW,Taurus,126.7571713,0.432212535,M6,2006AJ....132.2665S,,,3125,2008ApJ...681..594H,-1.05,2008ApJ...681..594H,0.17,2008ApJ...681..594H,,,,,,,,,,,-9.36,2008ApJ...681..594H,0,2008ApJ...681..594H,,,,,,,,,,,16,,,,Gaia DR3 146764809236423808 ,7.8891,0.0269,none,none,TRUE,FALSE,FALSE,TRUE,16.6,2018ApJ...856...23G
Sz 102,Sz 102,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=WRAY+16-203,242.1238326,-39.05316237,2016,2017A&A...600A..20A ,MW,Lupus III,695.8458006,235.1766094,K2,2017A&A...600A..20A ,,,4900,2017A&A...600A..20A ,-1.83,2017A&A...600A..20A ,,,,,,,,,,,,,,,0.23,2017A&A...600A..20A ,,,,,,,,,,,15.91,,,,Gaia DR3 5997083008890845184,1.4371,0.4857,none,none,TRUE,FALSE,FALSE,TRUE,21.6,2017A&A...602A..33F
CE Ant,TWA 7,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+CE+Ant,160.6247904,-33.67126227,2016,1999ApJ...512L..63W,MW,TWA,34.09745735,0.031739979,M3.2,1999ApJ...512L..63W,,,,,,,0.46,1999ApJ...512L..63W,,,,,,,,,,,-12,2013ApJ...767..112I,,,,,,,,,,,,,10.91,,,,Gaia DR3 5444751795151480320,29.3277,0.0273,none,none,TRUE,FALSE,FALSE,TRUE,12.1,2017AJ....153...95R
