Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name
O5CF03030,CY-TAU,64.3909583,28.3464722,9,12/6/00 17:33,12/6/00 17:38,282.0,STIS,0.2X0.2,E230M,2707,8206,6/6/01 20:13,O5CF03030
O5CF03040,CY-TAU,64.3909583,28.3464722,9,12/6/00 17:44,12/6/00 18:22,2255.0,STIS,0.2X0.2,E140M,1425,8206,6/6/01 19:57,O5CF03040
O5CF03050,CY-TAU,64.3909583,28.3464722,9,12/6/00 19:09,12/6/00 19:58,2923.0,STIS,0.2X0.2,E140M,1425,8206,6/7/01 17:38,O5CF03050
O5E307010,DG-TAU,66.769625,26.1046667,20,10/22/00 9:46,10/22/00 10:20,1999.949,STIS,0.2X0.06,E140M,1425,8157,10/22/01 10:20,O5E307010
O5E307020,DG-TAU,66.769625,26.1046667,20,10/22/00 11:05,10/22/00 11:54,2920.073,STIS,0.2X0.06,E140M,1425,8157,10/22/01 11:54,O5E307020
O5E307030,DG-TAU,66.769625,26.1046667,20,10/22/00 12:42,10/22/00 12:47,240.0,STIS,52X0.1,G430L,4300,8157,10/22/01 12:47,O5E307030
O5E307040,DG-TAU,66.769625,26.1046667,20,10/22/00 12:53,10/22/00 13:25,1939.823,STIS,0.2X0.06,E140M,1425,8157,10/22/01 13:25,O5E307040
O5E307050,DG-TAU,66.769625,26.1046667,20,10/22/00 14:18,10/22/00 15:07,2920.035,STIS,0.2X0.06,E140M,1425,8157,10/22/01 15:07,O5E307050
O5E307060,DG-TAU,66.769625,26.1046667,20,10/22/00 15:55,10/22/00 16:37,2515.155,STIS,0.2X0.06,E140M,1425,8157,10/22/01 16:37,O5E307060
O63L03010,DG-TAU,66.769625,26.1046667,10,2/20/01 4:37,2/20/01 5:17,2345.0,STIS,0.2X0.2,E230M,2707,8627,12/27/06 1:34,O63L03010
O63L03020,DG-TAU,66.769625,26.1046667,10,2/20/01 6:04,2/20/01 6:52,2923.0,STIS,0.2X0.2,E230M,2707,8627,12/24/06 15:11,O63L03020
O63L03030,DG-TAU,66.769625,26.1046667,10,2/20/01 7:40,2/20/01 8:29,2923.0,STIS,0.2X0.2,E230M,2707,8627,12/27/06 15:46,O63L03030
O63L03040,DG-TAU,66.769625,26.1046667,10,2/20/01 9:16,2/20/01 10:05,2923.0,STIS,0.2X0.2,E230M,2707,8627,12/27/06 19:34,O63L03040
OBIC01010,DG-TAU,66.7695833,26.1045278,3,2/17/11 2:45,2/17/11 2:47,60.0,STIS,52X0.2,G430L,4300,12199,2/17/12 8:43,OBIC01010
OBIC01020,DG-TAU,66.7695833,26.1045278,3,2/17/11 2:55,2/17/11 3:27,1942.974,STIS,52X0.2,G140M,1540,12199,2/17/12 10:33,OBIC01020
OBIC01030,DG-TAU,66.7695833,26.1045278,3,2/17/11 4:11,2/17/11 5:01,3005.134,STIS,52X0.2,G140M,1540,12199,2/17/12 10:34,OBIC01030
OBIC01040,DG-TAU,66.7695833,26.1045278,3,2/17/11 5:47,2/17/11 6:37,3005.18,STIS,52X0.2,G140M,1540,12199,2/17/12 10:38,OBIC01040
OBIC01050,DG-TAU,66.7695833,26.1045278,3,2/17/11 7:23,2/17/11 8:13,3005.19,STIS,52X0.2,G140M,1540,12199,2/17/12 10:43,OBIC01050
OBIC01060,DG-TAU,66.7695833,26.1045278,3,2/17/11 8:59,2/17/11 9:49,3005.196,STIS,52X0.2,G140M,1540,12199,2/17/12 17:53,OBIC01060
OBIC02010,DG-TAU,66.7695833,26.1045278,3,2/14/11 10:51,2/14/11 11:31,2322.0,STIS,52X0.2,G750M,6581,12199,2/14/12 15:55,OBIC02010
OB3R01010,DM-TAU,68.4530417,18.1694444,6,9/8/11 2:31,9/8/11 2:38,400.0,STIS,52X2,G430L,4300,11608,9/8/12 9:17,OB3R01010
OB3R01020,DM-TAU,68.4530417,18.1694444,6,9/8/11 2:44,9/8/11 2:45,25.0,STIS,52X2,G750L,7751,11608,9/8/12 9:17,OB3R01020
OB3R01040,DM-TAU,68.4530417,18.1694444,6,9/8/11 2:58,9/8/11 3:12,821.0,STIS,52X2,G230L,2376,11608,9/8/12 9:18,OB3R01040
OB3R01050,DM-TAU,68.4530417,18.1694444,6,9/8/11 3:58,9/8/11 4:48,2994.0,STIS,52X2,G140L,1425,11608,9/8/12 9:21,OB3R01050
OB3R02010,DM-TAU,68.4530417,18.1694444,6,9/15/11 21:27,9/15/11 21:35,400.0,STIS,52X2,G430L,4300,11608,9/16/12 4:03,OB3R02010
OB3R02020,DM-TAU,68.4530417,18.1694444,6,9/15/11 21:40,9/15/11 21:41,25.0,STIS,52X2,G750L,7751,11608,9/16/12 4:03,OB3R02020
OB3R02040,DM-TAU,68.4530417,18.1694444,6,9/15/11 21:55,9/15/11 22:08,821.0,STIS,52X2,G230L,2376,11608,9/16/12 4:05,OB3R02040
OB3R02050,DM-TAU,68.4530417,18.1694444,6,9/15/11 22:54,9/15/11 23:44,2994.0,STIS,52X2,G140L,1425,11608,9/16/12 4:06,OB3R02050
OB3R03010,DM-TAU,68.4530417,18.1694444,6,1/4/12 11:35,1/4/12 11:42,400.0,STIS,52X2,G430L,4300,11608,1/4/13 19:57,OB3R03010
OB3R03020,DM-TAU,68.4530417,18.1694444,6,1/4/12 11:48,1/4/12 11:49,25.0,STIS,52X2,G750L,7751,11608,1/4/13 19:57,OB3R03020
OB3R03040,DM-TAU,68.4530417,18.1694444,6,1/4/12 12:02,1/4/12 12:16,821.0,STIS,52X2,G230L,2376,11608,1/4/13 19:59,OB3R03040
OB3R03050,DM-TAU,68.4530417,18.1694444,6,1/4/12 12:58,1/4/12 13:48,2994.0,STIS,52X2,G140L,1425,11608,1/4/13 20:02,OB3R03050
#O5CF02010,DR-TAU,71.7759167,16.9787222,9,8/29/00 14:36,8/29/00 14:54,1080.0,STIS,0.2X0.2,E230M,1978,8206,8/31/00 13:59,O5CF02010
#O5CF02020,DR-TAU,71.7759167,16.9787222,9,8/29/00 15:00,8/29/00 15:15,916.0,STIS,0.2X0.2,E230M,2707,8206,8/31/00 13:59,O5CF02020
#O5CF02030,DR-TAU,71.7759167,16.9787222,9,8/29/00 16:02,8/29/00 16:50,2897.0,STIS,0.2X0.2,E140M,1425,8206,8/31/00 14:00,O5CF02030
#O5CF02040,DR-TAU,71.7759167,16.9787222,9,8/29/00 17:39,8/29/00 18:27,2897.0,STIS,0.2X0.2,E140M,1425,8206,8/31/00 14:00,O5CF02040
#O63L04010,DR-TAU,71.7759167,16.9787222,10,2/9/01 6:48,2/9/01 7:27,2327.0,STIS,0.2X0.2,E230M,2707,8627,12/28/06 0:35,O63L04010
#O63L04020,DR-TAU,71.7759167,16.9787222,10,2/9/01 8:11,2/9/01 8:59,2880.0,STIS,0.2X0.2,E230M,2707,8627,12/27/06 21:19,O63L04020
O5CF01010,DS-TAU,71.951875,29.4201111,9,8/24/00 18:48,8/24/00 19:07,1140.0,STIS,0.2X0.2,E230M,1978,8206,8/25/00 20:42,O5CF01010
O5CF01020,DS-TAU,71.951875,29.4201111,9,8/24/00 19:13,8/24/00 19:27,878.0,STIS,0.2X0.2,E230M,2707,8206,8/25/00 20:59,O5CF01020
O5CF01030,DS-TAU,71.951875,29.4201111,9,8/24/00 20:11,8/24/00 21:00,2923.0,STIS,0.2X0.2,E140M,1425,8206,8/25/00 21:14,O5CF01030
O5CF01040,DS-TAU,71.951875,29.4201111,9,8/24/00 21:48,8/24/00 22:37,2923.0,STIS,0.2X0.2,E140M,1425,8206,8/25/00 20:21,O5CF01040
O63L08010,DS-TAU,71.951875,29.4201111,10,2/23/01 1:43,2/23/01 2:22,2345.0,STIS,0.2X0.2,E230M,2707,8627,12/28/06 17:04,O63L08010
O63L08020,DS-TAU,71.951875,29.4201111,10,2/23/01 3:09,2/23/01 3:58,2923.0,STIS,0.2X0.2,E230M,2707,8627,12/28/06 17:58,O63L08020
OB6BA3010,EM-LKCA-15,69.824141,22.3508711,25,2/5/10 2:57,2/5/10 2:58,15.0,STIS,52X0.2,G430L,4300,11616,2/5/11 4:49,
OB6BA3030,EM-LKCA-15,69.824141,22.3508711,25,2/5/10 3:14,2/5/10 3:39,666.453,STIS,0.2X0.2,E230M,2561,11616,2/5/11 9:04,OB6BA3030
OB6BA3Z8Q,EM-LKCA-15,69.824141,22.3508711,25,2/5/10 3:01,2/5/10 3:09,500.0,STIS,52X0.2,G230L,2376,11616,2/5/11 4:49,
OB6BB8010,EM-LKCA-19,73.9040214,30.2986031,25,3/31/11 3:13,3/31/11 3:15,35.0,STIS,52X0.2,G430L,4300,11616,3/31/12 5:29,
OB6BB8030,EM-LKCA-19,73.9040214,30.2986031,25,3/31/11 4:11,3/31/11 4:36,1485.199,STIS,0.2X0.2,E230M,2561,11616,3/31/12 5:41,OB6BB8030
OB6BB8ZRQ,EM-LKCA-19,73.9040214,30.2986031,25,3/31/11 3:18,3/31/11 3:26,522.0,STIS,52X0.2,G230L,2376,11616,3/31/12 5:29,
OB6BC7010,EM-LKCA-4,64.1171589,28.1265103,25,3/30/11 9:01,3/30/11 9:02,30.0,STIS,52X0.2,G430L,4300,11616,3/30/12 11:48,
OB6BC7030,EM-LKCA-4,64.1171589,28.1265103,25,3/30/11 9:19,3/30/11 9:44,1485.2,STIS,0.2X0.2,E230M,2561,11616,3/30/12 12:05,OB6BC7030
OB6BC7XRQ,EM-LKCA-4,64.1171589,28.1265103,25,3/30/11 9:06,3/30/11 9:14,520.0,STIS,52X0.2,G230L,2376,11616,3/30/12 11:45,
O5EX08010,EZ-ORI,83.577,-5.0798889,10,2/25/00 9:06,2/25/00 9:10,240.0,STIS,52X2,G230L,2376,8317,12/18/06 10:04,O5EX08010
O5EX08020,EZ-ORI,83.577,-5.0798889,10,2/25/00 9:17,2/25/00 9:42,1515.0,STIS,52X2,G140L,1425,8317,12/18/06 14:42,O5EX08020
O63L07010,FU-ORI,86.3431667,9.0698333,10,2/22/01 22:27,2/22/01 23:06,2337.0,STIS,0.2X0.2,E230M,2707,8627,12/28/06 14:08,O63L07010
O63L07020,FU-ORI,86.3431667,9.0698333,10,2/22/01 23:57,2/23/01 0:45,2880.0,STIS,0.2X0.2,E230M,2707,8627,12/28/06 15:07,O63L07020
OB3R04010,GM-AUR,73.79575,30.3665,6,9/11/11 18:25,9/11/11 18:26,35.0,STIS,52X2,G430L,4300,11608,9/12/12 0:08,OB3R04010
OB3R04020,GM-AUR,73.79575,30.3665,6,9/11/11 18:31,9/11/11 18:32,8.0,STIS,52X2,G750L,7751,11608,9/12/12 0:08,OB3R04020
OB3R04040,GM-AUR,73.79575,30.3665,6,9/11/11 18:46,9/11/11 19:06,1231.0,STIS,52X2,G230L,2376,11608,9/12/12 0:10,OB3R04040
OB3R04050,GM-AUR,73.79575,30.3665,6,9/11/11 19:48,9/11/11 20:39,3020.0,STIS,52X2,G140L,1425,11608,9/12/12 0:12,OB3R04050
OB3R05010,GM-AUR,73.79575,30.3665,6,9/17/11 21:27,9/17/11 21:28,35.0,STIS,52X2,G430L,4300,11608,9/18/12 2:14,OB3R05010
OB3R05020,GM-AUR,73.79575,30.3665,6,9/17/11 21:33,9/17/11 21:34,8.0,STIS,52X2,G750L,7751,11608,9/18/12 2:15,OB3R05020
OB3R05040,GM-AUR,73.79575,30.3665,6,9/17/11 21:48,9/17/11 22:08,1231.0,STIS,52X2,G230L,2376,11608,9/18/12 11:18,OB3R05040
OB3R05050,GM-AUR,73.79575,30.3665,6,9/17/11 22:52,9/17/11 23:43,3020.0,STIS,52X2,G140L,1425,11608,9/19/12 13:38,OB3R05050
OB3R06010,GM-AUR,73.79575,30.3665,6,1/5/12 6:47,1/5/12 6:48,35.0,STIS,52X2,G430L,4300,11608,1/5/13 9:38,OB3R06010
OB3R06020,GM-AUR,73.79575,30.3665,6,1/5/12 6:54,1/5/12 6:55,8.0,STIS,52X2,G750L,7751,11608,1/5/13 9:39,OB3R06020
OB3R06040,GM-AUR,73.79575,30.3665,6,1/5/12 7:08,1/5/12 7:28,1231.0,STIS,52X2,G230L,2376,11608,1/5/13 9:40,OB3R06040
OB3R06050,GM-AUR,73.79575,30.3665,6,1/5/12 8:11,1/5/12 9:01,3020.0,STIS,52X2,G140L,1425,11608,1/5/13 12:08,OB3R06050
O5EX04010,GW-ORI,82.2849167,11.8701944,10,2/22/00 18:16,2/22/00 18:54,2283.0,STIS,52X2,G140L,1425,8317,12/19/06 13:37,O5EX04010
O5EX04020,GW-ORI,82.2849167,11.8701944,10,2/22/00 19:41,2/22/00 20:15,2025.0,STIS,52X2,G140L,1425,8317,12/17/06 8:14,O5EX04020
O5EX04030,GW-ORI,82.2849167,11.8701944,10,2/22/00 20:25,2/22/00 20:30,288.0,STIS,52X2,G230L,2376,8317,12/17/06 10:10,O5EX04030
O5EX06010,GX-ORI,82.5084583,12.2265833,10,2/20/00 17:57,2/20/00 18:35,2310.0,STIS,52X2,G230L,2376,8317,12/16/06 10:15,O5EX06010
OB6BC6010,HBC-427,74.0084279,30.3509012,25,3/30/11 4:11,3/30/11 4:12,60.0,STIS,52X0.2,G430L,4300,11616,3/30/12 9:32,
OB6BC6030,HBC-427,74.0084279,30.3509012,25,3/30/11 4:29,3/30/11 4:54,1475.199,STIS,0.2X0.2,E230M,2561,11616,3/30/12 11:50,OB6BC6030
OB6BC6WGQ,HBC-427,74.0084279,30.3509012,25,3/30/11 4:16,3/30/11 4:24,516.0,STIS,52X0.2,G230L,2376,11616,3/30/12 11:32,
OB6B25010,HD-104237,180.0186145,-78.192935,25,12/5/09 2:59,12/5/09 3:00,0.2,STIS,52X0.2,G430L,4300,11616,12/5/10 4:49,
OB6B25020,HD-104237,180.0186145,-78.192935,25,12/5/09 3:03,12/5/09 3:21,1050.0,STIS,0.2X0.2,E230M,2124,11616,12/5/10 6:11,OB6B25020
OB6B25030,HD-104237,180.0186145,-78.192935,25,12/5/09 3:27,12/5/09 3:35,428.0,STIS,0.2X0.09,E230H,2663,11616,12/5/10 6:11,OB6B25030
OB6B25040,HD-104237,180.0186145,-78.192935,25,12/5/09 3:41,12/5/09 3:48,428.0,STIS,0.2X0.09,E230H,2912,11616,12/5/10 6:11,OB6B25040
OB6B25050,HD-104237,180.0186145,-78.192935,25,12/5/09 4:17,12/5/09 5:12,3279.199,STIS,0.2X0.2,E140M,1425,11616,12/5/10 8:34,OB6B25050
OC0M06010,HD-142527,239.174487,-42.3232208,1,3/23/13 2:32,3/23/13 3:11,2350.0,STIS,52X0.2,G140M,1218,13032,3/23/14 8:15,OC0M06010
OC0M06020,HD-142527,239.174487,-42.3232208,1,3/23/13 3:52,3/23/13 4:43,3080.0,STIS,52X0.2,G140M,1218,13032,3/25/14 12:56,OC0M06020
OBI801010,HD-163296,269.0886703,-21.9562074,2,7/21/11 2:26,7/21/11 3:06,2275.0,STIS,52X0.2F1,G750M,6581,12186,7/21/12 17:47,
OBI801020,HD-163296,269.088684,-21.956207,2,7/21/11 3:48,7/21/11 4:38,2997.166,STIS,52X0.2F1,G140M,1218,12186,7/2/14 13:17,
OD6101010,HD-163296,269.0886573,-21.9562658,0,7/10/17 22:34,7/10/17 23:08,2021.188,STIS,52X0.05,G140M,1218,14690,7/11/18 0:45,OD6101010
OD6101FTQ,HD-163296,269.0886573,-21.9562658,0,7/10/17 21:47,7/10/17 21:47,1.0,STIS,52X0.05,G430L,4300,14690,7/11/18 0:44,
OD6102010,HD-163296,269.0886581,-21.9562653,0,6/23/17 12:49,6/23/17 13:19,1792.196,STIS,52X0.05,G140M,1218,14690,6/24/18 21:56,OD6102010
OD6102LCQ,HD-163296,269.0886581,-21.9562653,0,6/23/17 12:45,6/23/17 12:45,1.0,STIS,52X0.05,G430L,4300,14690,6/24/18 21:55,
OD6103010,HD-163296,269.0886583,-21.9562652,0,6/19/17 11:52,6/19/17 12:22,1792.199,STIS,52X0.05,G140M,1218,14690,6/20/18 13:16,OD6103010
OD6103D8Q,HD-163296,269.0886583,-21.9562652,0,6/19/17 11:48,6/19/17 11:48,1.0,STIS,52X0.05,G430L,4300,14690,6/19/18 19:21,
OC0M03010,HD-169142,276.1240629,-29.7806295,1,7/18/13 16:13,7/18/13 16:47,2040.0,STIS,52X0.2,G140M,1218,13032,7/18/14 22:43,OC0M03010
OC0M03020,HD-169142,276.1240629,-29.7806295,1,7/18/13 17:34,7/18/13 18:20,2750.0,STIS,52X0.2,G140M,1218,13032,7/18/14 22:43,OC0M03020
OC2H05010,HD139614,235.1931642,-42.4983038,1,6/24/13 1:49,6/24/13 1:52,150.0,STIS,0.2X0.2,G230LB,2375,12996,6/24/14 4:15,OC2H05010
OC2H05020,HD139614,235.1931642,-42.4983038,1,6/24/13 1:58,6/24/13 2:25,1669.187,STIS,0.2X0.2,E140M,1425,12996,6/24/14 6:37,OC2H05020
OC2H05030,HD139614,235.1931642,-42.4983038,1,6/24/13 3:08,6/24/13 3:54,2758.19,STIS,0.2X0.2,E140M,1425,12996,6/24/14 6:37,OC2H05030
OC2H04010,HD141569,237.4905464,-3.921278,1,7/19/13 11:09,7/19/13 11:12,40.0,STIS,0.2X0.2,G230LB,2375,12996,7/19/14 12:22,OC2H04010
OC2H04020,HD141569,237.4905464,-3.921278,1,7/19/13 11:19,7/19/13 11:45,1375.0,STIS,0.2X0.2,E140M,1425,12996,7/19/14 18:17,OC2H04020
OC2H04030,HD141569,237.4905464,-3.921278,1,7/19/13 12:30,7/19/13 13:16,2340.0,STIS,0.2X0.2,E140M,1425,12996,7/19/14 18:01,OC2H04030
O5E305010,HD142560,239.1760833,-37.8210278,20,7/12/00 12:49,7/12/00 13:22,1950.176,STIS,0.2X0.06,E140M,1425,8157,7/12/01 13:22,O5E305010
O5E305020,HD142560,239.1760833,-37.8210278,20,7/12/00 14:08,7/12/00 14:57,2970.093,STIS,0.2X0.06,E140M,1425,8157,7/12/01 14:57,O5E305020
O5E305030,HD142560,239.1760833,-37.8210278,20,7/12/00 15:44,7/12/00 15:47,120.0,STIS,52X0.1,G430L,4300,8157,7/12/01 15:47,O5E305030
O5E305040,HD142560,239.1760833,-37.8210278,20,7/12/00 15:53,7/12/00 16:27,2070.188,STIS,0.2X0.06,E140M,1425,8157,7/12/01 16:27,O5E305040
O5E305050,HD142560,239.1760833,-37.8210278,20,7/12/00 17:21,7/12/00 18:10,2970.158,STIS,0.2X0.06,E140M,1425,8157,7/12/01 18:10,O5E305050
O5E305060,HD142560,239.1760833,-37.8210278,20,7/12/00 18:57,7/12/00 19:40,2570.157,STIS,0.2X0.06,E140M,1425,8157,7/12/01 19:40,O5E305060
OC2H03010,HD142666,239.1667154,-22.0278678,1,7/16/13 16:13,7/16/13 16:17,200.0,STIS,0.2X0.2,G230LB,2375,12996,7/17/14 12:29,OC2H03010
OC2H03020,HD142666,239.1667154,-22.0278678,1,7/16/13 16:23,7/16/13 16:50,1624.153,STIS,0.2X0.2,E140M,1425,12996,7/17/14 12:53,OC2H03020
OC2H03030,HD142666,239.1667154,-22.0278678,1,7/16/13 17:34,7/16/13 18:20,2763.162,STIS,0.2X0.2,E140M,1425,12996,7/17/14 12:52,OC2H03030
OC2H02010,HD169142,276.1240779,-29.7805316,1,7/11/13 15:08,7/11/13 15:10,50.0,STIS,0.2X0.2,G230LB,2375,12996,7/12/14 0:01,OC2H02010
OC2H02020,HD169142,276.1240779,-29.7805316,1,7/11/13 15:16,7/11/13 15:45,1732.176,STIS,0.2X0.2,E140M,1425,12996,7/12/14 13:14,OC2H02020
OC2H02030,HD169142,276.1240779,-29.7805316,1,7/11/13 16:33,7/11/13 17:19,2761.182,STIS,0.2X0.2,E140M,1425,12996,7/12/14 13:14,OC2H02030
O6CV02010,HD282624,73.9974355,30.5670738,5,10/19/02 10:21,10/19/02 10:23,40.0,STIS,52X0.2,G430L,4300,9093,11/24/06 10:53,O6CV02010
O6CV02020,HD282624,73.9974355,30.5670738,5,10/19/02 10:29,10/19/02 10:55,1545.193,STIS,0.2X0.09,E140H,1343,9093,11/24/06 12:58,O6CV02020
O6CV02030,HD282624,73.9974355,30.5670738,5,10/19/02 11:42,10/19/02 12:31,2935.107,STIS,0.2X0.09,E140H,1343,9093,11/24/06 14:58,O6CV02030
O6CV02040,HD282624,73.9974355,30.5670738,5,10/19/02 13:18,10/19/02 14:07,2935.093,STIS,0.2X0.09,E140H,1343,9093,11/24/06 20:14,O6CV02040
O6CV02050,HD282624,73.9974355,30.5670738,5,10/19/02 14:54,10/19/02 15:43,2935.151,STIS,0.2X0.09,E140H,1343,9093,11/24/06 23:03,O6CV02050
O6CV02060,HD282624,73.9974355,30.5670738,5,10/19/02 16:31,10/19/02 17:19,2935.191,STIS,0.2X0.09,E140H,1343,9093,11/25/06 1:09,O6CV02060
O6CV02REQ,HD282624,73.9974355,30.5670738,5,10/19/02 10:16,10/19/02 10:16,0.5,STIS,0.2X0.09,G430L,4300,9093,11/25/06 5:39,
O6CV02RFQ,HD282624,73.9974355,30.5670738,5,10/19/02 10:19,10/19/02 10:19,0.5,STIS,0.2X0.09,G430L,4300,9093,10/19/03 10:19,
O5E306010,HD283654,66.7616667,25.7064222,20,1/28/00 0:05,1/28/00 0:39,1999.681,STIS,0.2X0.06,E140M,1425,8157,1/28/01 0:39,O5E306010
O5E306020,HD283654,66.7616667,25.7064222,20,1/28/00 1:26,1/28/00 2:14,2920.145,STIS,0.2X0.06,E140M,1425,8157,1/28/01 2:14,O5E306020
O5E306030,HD283654,66.7616667,25.7064222,20,1/28/00 3:02,1/28/00 3:09,360.0,STIS,52X0.1,G430L,4300,8157,1/28/01 3:09,O5E306030
O5E306040,HD283654,66.7616667,25.7064222,20,1/28/00 3:15,1/28/00 3:45,1820.16,STIS,0.2X0.06,E140M,1425,8157,1/28/01 3:45,O5E306040
O5E306050,HD283654,66.7616667,25.7064222,20,1/28/00 4:39,1/28/00 5:23,2650.136,STIS,0.2X0.06,E140M,1425,8157,1/28/01 5:23,O5E306050
O5KC01010,HD283654,66.761625,25.7062778,9,9/18/99 20:14,9/18/99 20:18,144.0,STIS,52X0.2,G430L,4300,7718,9/18/00 20:18,O5KC01010
O5KC01020,HD283654,66.761625,25.7062778,9,9/18/99 20:24,9/18/99 20:52,1670.199,STIS,0.2X0.2,E230M,2561,7718,9/18/00 20:52,O5KC01020
O5KC01030,HD283654,66.761625,25.7062778,9,9/18/99 21:43,9/18/99 22:22,2320.161,STIS,0.5X0.5,E140M,1425,7718,9/18/00 22:22,
O6CV01010,HD283654,66.7616613,25.7061831,5,8/26/02 11:46,8/26/02 11:49,120.0,STIS,52X0.2,G430L,4300,9093,11/25/06 8:53,O6CV01010
O6CV01020,HD283654,66.7616613,25.7061831,5,8/26/02 11:55,8/26/02 12:18,1350.024,STIS,0.2X0.09,E140H,1343,9093,11/23/06 16:57,O6CV01020
O6CV01030,HD283654,66.7616613,25.7061831,5,8/26/02 13:05,8/26/02 13:54,2920.102,STIS,0.2X0.09,E140H,1343,9093,11/23/06 20:51,O6CV01030
O6CV01040,HD283654,66.7616613,25.7061831,5,8/26/02 14:41,8/26/02 15:30,2920.148,STIS,0.2X0.09,E140H,1343,9093,11/23/06 22:36,O6CV01040
O6CV01050,HD283654,66.7616613,25.7061831,5,8/26/02 16:18,8/26/02 17:06,2920.191,STIS,0.2X0.09,E140H,1343,9093,11/24/06 0:52,O6CV01050
O6CV01060,HD283654,66.7616613,25.7061831,5,8/26/02 17:54,8/26/02 18:42,2920.183,STIS,0.2X0.09,E140H,1343,9093,11/24/06 2:57,O6CV01060
O6CV01D5Q,HD283654,66.7616613,25.7061831,5,8/26/02 11:41,8/26/02 11:41,2.0,STIS,0.2X0.09,G430L,4300,9093,11/24/06 6:45,
O6CV01D6Q,HD283654,66.7616613,25.7061831,5,8/26/02 11:44,8/26/02 11:44,2.0,STIS,0.2X0.09,G430L,4300,9093,11/24/06 8:36,
