Target,2MASS,Other Name,RA,DEC,Region,Distance (pc),SpT,M*,log(dm/dt),A_V,U,V,DO,OLD COS orbs,OLD STIS orbs,OLD ORB,COS orbs estimated,STIS orbs estimated,COS orbs,STIS orbs,ORBS,PID,AR MODES,DR,Reference,Target_LINK
MP MUS,J13220753-6938121,PDS 66,13h22m07.45s,-69d38m12.6s,Lower Centaurus,86,K1,1.1,-9.89,0.2,,10.39,2,0,0,0,0,0,0,0,0,11616,STIS/E140M-STIS/E230M-STIS/G230L-STIS/G430L,5,Ingleby+2013,"<a href=""http://simbad.cds.unistra.fr/simbad/sim-id?Ident=CPD-68+1894"" target=""_blank"">MP MUS</a>"
