target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag,AR
Leo-P ECG LP 26,[ECG2019] LP 26,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ECG2019]+LP+26,Mid O Dwarf,Gaia DR3 623919492384922624,155.43602,18.08284038,2016,Leo P,None,O7-8 V,2021ApJ...922..191T,O,7,V,,None,,None,20.62,2013AJ....146..145M,-0.27,2006A&A...457..637M,0,2021ApJ...922..191T,37500,2021ApJ...922..191T,4,2021ApJ...922..191T,5.1,2021ApJ...922..191T,8.2,2021ApJ...922..191T,21,2021ApJ...922..191T,370,2021ApJ...922..191T,,None,,None,FALSE,None,TRUE,,,,,,TRUE
AV 77,AzV 77,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+77,Mid O Giant,Gaia DR3 4688964304182205824,12.63965399,-72.79584132,2016,SMC,None,O7 III,1987AJ.....93.1070G,O,7,III,12.74,2002ApJS..141...81M,13.73,2002ApJS..141...81M,13.92,2002ApJS..141...81M,-0.27,2006A&A...457..637M,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
NGC346 MPG 356,Cl* NGC 346 MPG 356,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+MPG+356,Mid O Dwarf,Gaia DR3 4689015637641295104,14.75535258,-72.18541846,2016,SMC,NGC 346,O6.5 V,2006ApJ...638..409H,O,6.5,V,14.11,2010AJ....140..416B,15.2,2010AJ....140..416B,15.46,2010AJ....140..416B,-0.27,2006A&A...457..637M,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
AV 429,AzV 429,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+429,Mid O Dwarf,Gaia DR3 4687532533854919680,16.99931805,-72.01500004,2016,SMC,None,O7 Vz,2013ApJ...763..101L,O,7,V,13.4,2010AJ....140..416B,14.49,2010AJ....140..416B,14.69,2010AJ....140..416B,-0.27,2006A&A...457..637M,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
AV 439,AzV 439,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+439,Late O Giant,Gaia DR3 4690537155529265152,17.21287428,-71.83102787,2016,SMC,None,O9.5 III,2016ApJ...817..113L,O,9.5,III,13.47,2010AJ....140..416B,14.49,2010AJ....140..416B,14.68,2010AJ....140..416B,-0.26,2006A&A...457..637M,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
AV 461,AzV 461,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+461,Late O Dwarf,Gaia DR3 4687470686324401536,17.85655588,-72.16356118,2016,SMC,None,O8 V,2013ApJ...763..101L,O,8,V,13.22,2010AJ....140..416B,14.4,2010AJ....140..416B,14.61,2010AJ....140..416B,-0.27,2006A&A...457..637M,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
DI91 719,[DI91] 719,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[DI91]+719,Late O Dwarf,Gaia DR3 4637561998091756032,32.97932245,-74.21030998,2016,SMC Wing,None,O9 V,2021A&A...646A..16R,O,9,V,,None,14.83,1991A&AS...91..171D,15.24,1991A&AS...91..171D,,None,0.08,2021A&A...646A..16R,34,2021A&A...646A..16R,4.1,2021A&A...646A..16R,4.7,2021A&A...646A..16R,6.5,2021A&A...646A..16R,19.2,2021A&A...646A..16R,2,2021A&A...646A..16R,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Gaia DR3 4637562032451492608,Gaia DR3 4637562032451492608,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Gaia+DR3+4637562032451492608,Late O Dwarf,Gaia DR3 4637562032451492608,33.02010886,-74.19936752,2016,SMC Wing,None,O9.5 V,2021A&A...646A..16R,O,9.5,V,,None,,None,,None,,None,0.05,2021A&A...646A..16R,33,2021A&A...646A..16R,4,2021A&A...646A..16R,4.72,2021A&A...646A..16R,7,2021A&A...646A..16R,18,2021A&A...646A..16R,8,2021A&A...646A..16R,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Gaia DR3 4637562376048872448,Gaia DR3 4637562376048872448,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Gaia+DR3+4637562376048872448,Late O,Gaia DR3 4637562376048872448,33.04110027,-74.17400606,2016,SMC Wing,None,O,None,O,none,none,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
DI91 739,[DI91] 739,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[DI91]+739,Late O,Gaia DR3 4637562376048871168,33.07439654,-74.16420485,2016,SMC Wing,None,O,None,O,none,none,,None,13.67,1991A&AS...91..171D,14.05,1991A&AS...91..171D,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Sk 215,Sk 215,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+215,Mid B Supergiant,Gaia DR3 4637503380378144000,33.35593421,-74.52231187,2016,SMC Wing,None,B5 Ia,1983ApJ...265..176H,B,5,I,11.42,1978A&AS...33..193I,12.12,1978A&AS...33..193I,12.18,1978A&AS...33..193I,-0.09,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
DI91 842,[DI91] 842,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[DI91]+842,Late O Giant,Gaia DR3 4643565091060970496,33.54941711,-74.078563,2016,SMC Wing,None,O8 III,2021A&A...646A..16R,O,8,III,,None,13.98,1991A&AS...91..171D,14.26,1991A&AS...91..171D,,None,0.14,2021A&A...646A..16R,33,2021A&A...646A..16R,3.5,2021A&A...646A..16R,5.25,2021A&A...646A..16R,12.9,2021A&A...646A..16R,19.3,2021A&A...646A..16R,150,2021A&A...646A..16R,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -69 42,BAT99 8,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+8,Early WC Star,Gaia DR3 4655173597434763136,74.01207651,-69.45598481,2016,LMC,None,WC4,2018ApJ...863..181N,WC,4,none,13.64,2002ApJS..141...81M,13.99,2002ApJS..141...81M,14.14,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -66 21,BAT99 9,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=HD+32125,Early WC Star,Gaia DR3 4662157695285974272,74.04625154,-66.29251435,2016,LMC,None,WC4,2018ApJ...863..181N,WC,4,none,13.61,1983A&AS...51..505F,14.37,1983A&AS...51..505F,14.33,1983A&AS...51..505F,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
HD 32228,BAT99 10,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+10,Early WC Star,Gaia DR3 4662154190555389056,74.14455541,-66.47422926,2016,LMC,N11,WC4,1999AJ....118.1684W,WC,4,none,12.72,1999AJ....118.1684W,13.3,1999AJ....118.1684W,13.39,1999AJ....118.1684W,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
LMC277-2,[MNM2014] LMC277-2,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC277-2,WN Binary,Gaia DR3 4661447032822487680,76.13600394,-68.01650782,2016,LMC,None,WN3 + O3 V,2014ApJ...788...83M,WN,3,none,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,None,TRUE,,,,,,TRUE
LMC79-1,[MNM2014] LMC79-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC79-1,Early WN Star,Gaia DR3 4652065067564164352,76.80554681,-70.55942579,2016,LMC,None,WN3 + O3 V,2014ApJ...788...83M,WN,3,none,15.1,2002ApJS..141...81M,16.12,2002ApJS..141...81M,16.09,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,None,TRUE,,,,,,TRUE
Brey 16a,Brey 16a,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Brey+16a,WC Binary,Gaia DR3 4658261266658999552,77.47404831,-68.88124144,2016,LMC,None,WC5,1985MNRAS.216..459M,WC,5,none,13.08,2002ApJS..141...81M,14.89,2002ApJS..141...81M,13.61,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,None,TRUE,,,,,,TRUE
LMC195-1,[MNM2014] LMC195-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC195-1,Early WO Star,Gaia DR3 4658194162011879680,79.54303685,-69.21735142,2016,LMC,None,WO2,2014ApJ...788...83M,WO,2,none,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
LH 41-1042,[H2013] LMCe 584,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[H2013]+LMCe+584,Early WO Star,Gaia DR3 4658194162104362880,79.54538031,-69.21983647,2016,LMC,LH 41,WO4,2012AJ....144..162N,WO,4,none,12.88,2012AJ....144..162N,14.26,2012AJ....144..162N,13.95,2012AJ....144..162N,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -69 106,BAT99 28,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=HD+35517,WC Binary,Gaia DR3 4658169143803787776,79.81815822,-69.65555683,2016,LMC,None,WC4+O5/6III/V+O,2001MNRAS.324...18B,WC,4,none,10.86,1983A&AS...51..505F,11.78,1983A&AS...51..505F,11.97,1983A&AS...51..505F,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,None,TRUE,,,,,,TRUE
LMCe169-1,[MNM2015] LMCe169-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe169-1,Early WN Star,Gaia DR3 4660595220540279680,80.34513626,-65.88022214,2016,LMC,None,WN3/O3,2015ApJ...807...81M,WN,3,none,,None,17.31,2015ApJ...807...81M,17.12,2015ApJ...807...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -71 26,BAT99 34,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+34,Early WC Star,Gaia DR3 4651771364852308352,80.79193911,-71.34745524,2016,LMC,None,WC4+abs,2018ApJ...863..181N,WC,4,none,11.6,1983A&AS...51..505F,12.57,1983A&AS...51..505F,12.79,1983A&AS...51..505F,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
LMCe159-1,[MNM2015] LMCe159-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe159-1,Early WN Star,Gaia DR3 4660428816332367360,81.23699323,-66.44566132,2016,LMC,None,WN3/O3,2015ApJ...807...81M,WN,3,none,0,None,16.11,2015ApJ...807...81M,16.34,2015ApJ...807...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -68 80,BAT99 39,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+39,WC Binary,Gaia DR3 4658486662151050240,81.62610715,-68.84096923,2016,LMC,None,WC4+O6III/V,2001MNRAS.324...18B,WC,4,none,11.19,1983A&AS...51..595F,12.19,1983A&AS...51..595F,12.42,1983A&AS...51..595F,,None,0.08,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,2001MNRAS.324...33B,TRUE,,,,,,TRUE
SK -66 97,LHA 120-S 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LHA+120-S+35,Late B[e],Gaia DR3 4660335460935694848,81.82434672,-66.36822891,2016,LMC,None,sgB[e],1998A&A...340..117L,B[e],none,none,12.46,2009AJ....138.1003B,11.5,None,13.06,2009AJ....138.1003B,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
LMC199-1,[MNM2014] LMC199-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC199-1,Early WN Star,Gaia DR3 4658058441099224576,82.11302482,-69.1100607,2016,LMC,None,WN3 + O3 V,2014ApJ...788...83M,WN,3,none,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,None,TRUE,,,,,,TRUE
LMC170-2,[MNM2014] LMC170-2,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC170-2,Early WN Star,Gaia DR3 4658048786010714880,82.32579732,-69.32865958,2016,LMC,None,WN3 + O3 V,2014ApJ...788...83M,WN,3,none,14.76,2002ApJS..141...81M,15.79,2002ApJS..141...81M,16.04,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,None,TRUE,,,,,,TRUE
SK -67 144,BAT99 52,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+52,Early WC Star,Gaia DR3 4660172561411959808,82.55069983,-67.43564447,2016,LMC,None,WC4,2018ApJ...863..181N,WC,4,none,12.85,2002ApJS..141...81M,13.27,2002ApJS..141...81M,13.59,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -71 38,BAT99 53,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+53,WC Binary,Gaia DR3 4651835647595082880,82.66137226,-71.02994944,2016,LMC,None,WC4+OB,2001MNRAS.324...18B,WC,4,none,12.05,1983A&AS...51..505F,12.91,1983A&AS...51..505F,13.1,1983A&AS...51..505F,,None,0.15,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,2016AcA....66..421P,TRUE,,,,,,TRUE
RHH2018 194,[RHH2018] 194,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[RHH2018]+194,Late O Dwarf,Gaia DR3 4651834616925480320,82.84912988,-71.07018199,2016,LMC,NGC 2018,O8.5 V,2018A&A...615A..40R,O,8.5,V,13.03,1995ApJ...438..188M,13.93,1995ApJ...438..188M,13.88,1995ApJ...438..188M,-0.27,2006A&A...457..637M,0.18,2018A&A...615A..40R,34,2018A&A...615A..40R,4,2018A&A...615A..40R,5.11,2018A&A...615A..40R,10.4,2018A&A...615A..40R,39,2018A&A...615A..40R,75,2018A&A...615A..40R,2200,2018A&A...615A..40R,4.10E-07,2018A&A...615A..40R,FALSE,None,TRUE,,,,,,TRUE
LMC172-1,IRSF J05350090-6921202,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=IRSF+J05350090-6921202,Early WN Star,Gaia DR3 4657662097182871936,83.75380685,-69.35562539,2016,LMC,None,WN3 + O3 V,2014ApJ...788...83M,WN,3,none,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,None,TRUE,,,,,,TRUE
SK -69 207,BAT99 70,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+70,Early WC Star,Gaia DR3 4657670210382466432,83.93124902,-69.18278327,2016,LMC,None,WC4,2018ApJ...863.181N,WC,4,none,12.9,2002ApJS..141...81M,13.53,2002ApJS..141...81M,13.27,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -69 222,BAT99 84,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+84,Early WC Star,Gaia DR3 4657657119321014400,84.21410488,-69.43242547,2016,LMC,None,WC4 (+OB),2018ApJ...863..181N,WC,4,none,12.02,2002ApJS..141...81M,12.76,2002ApJS..141...81M,12.93,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -69 231,Brey 70,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Brey+70,Early WC Star,Gaia DR3 4657663888191120128,84.37190596,-69.3465481,2016,LMC,None,WC4,2018ApJ...863..181N,WC,4,none,12.73,2002ApJS..141...81M,13.72,2002ApJS..141...81M,13.6,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
VFTS 79,Brey 70a,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Brey+70a,Early WN Star,Gaia DR3 4657690340886172928,84.39878848,-69.14451153,2016,LMC,30 Dor,WN3/WCE,2018ApJ...863..181N,WN,3,none,17.3,2002ApJS..141...81M,17.4,2002ApJS..141...81M,16.76,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
VFTS 96,VFTS 96,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+96,Mid O Dwarf,Gaia DR3 4657690139014695808,84.41047147,-69.17217935,2016,LMC,30 Dor,O6 V((n))((fc))z,2014A&A...564A..40W,O,6,V,12.47,2002ApJS..141...81M,13.25,2002ApJS..141...81M,13.09,2002ApJS..141...81M,-0.28,2006A&A...457..637M,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
VFTS 102,VFTS 102,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+102,Late O Dwarf,Gaia DR3 4657690169119005312,84.4134802,-69.16417095,2016,LMC,30 Dor,O9: Vnnne+,2014A&A...564A..40W,O,9,V,15.47,2002ApJS..141...81M,16.24,2002ApJS..141...81M,16.3,2002ApJS..141...81M,-0.27,2006A&A...457..637M,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
VFTS 136,SK -69 234,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK-69+234,Early WC Star,Gaia DR3 4657654370539814016,84.43600013,-69.24046308,2016,LMC,30 Dor,WC4,2018ApJ...863..181N,WC,4,none,14,2002ApJS..141...81M,14.76,2002ApJS..141...81M,14.61,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -69 235,BAT99 92,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+92,B Binary,Gaia DR3 4657692338057418624,84.45433122,-69.08561327,2016,LMC,None,B1 I + WN3,2018ApJ...863..181N,B,1,I,10.81,1999MNRAS.306..279S,11.55,1999MNRAS.306..279S,11.41,1999MNRAS.306..279S,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,None,TRUE,,,,,,TRUE
VFTS 243,2MASS J05380840-6909190,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=2MASS+J05380840-6909190,O Binary,Gaia DR3 4657679968549413376,84.53504929,-69.15526836,2016,LMC,30 Dor,O7 V(n)((f)),2014A&A...564A..40W,O,7,V,,None,15.47,2011A&A...530A.108E,15.26,2011A&A...530A.108E,-0.27,2006A&A...457..637M,0.45,2022NatAs...6.1085S,36,2022NatAs...6.1085S,3.7,2022NatAs...6.1085S,5.2,2022NatAs...6.1085S,10.3,2022NatAs...6.1085S,26.2,2022NatAs...6.1085S,181,2022NatAs...6.1085S,,None,5.00E-07,2022NatAs...6.1085S,TRUE,2017A&A...598A..84A,TRUE,,,,,,TRUE
VFTS 285,VFTS 285,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+285,Mid O Dwarf,Gaia DR3 4657680445255457536,84.57222344,-69.09501104,2016,LMC,30 Dor,O7.5 Vnnn,2014A&A...564A..40W,O,7.5,V,,None,15.57,2011A&A...530A.108E,15.63,2011A&A...530A.108E,-0.27,2006A&A...457..637M,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
VFTS 507,BAT99 102,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+102,Mid WN Star,Gaia DR3 4657685569167442432,84.67334018,-69.08706826,2016,LMC,30 Dor,WN6,2008MNRAS.389..806S,WN,6,none,,None,12.18,2011A&A...530A.108E,12.12,2011A&A...530A.108E,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
VFTS 731,Brey 90a,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Brey+90a,Early WC Star,Gaia DR3 4657686011533124608,84.76575554,-69.06293083,2016,LMC,30 Dor,WC4,2018ApJ...863..181N,WC,4,none,,None,16.47,2002ApJS..141...81M,15.79,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK-68D145,Brey 93,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Brey+93,Early WO Star,Gaia DR3 4657790950485013120,84.89294507,-68.73587265,2016,LMC,None,WO3,2012AJ....144..162N,WO,3,none,14.29,2009AJ....138.1003B,15.63,2009AJ....138.1003B,15.2,2009AJ....138.1003B,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -69 255,BAT99 125,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+125,Early WC Star,Gaia DR3 4657648731204629248,84.98378671,-69.4067349,2016,LMC,None,WC4 + OB,2001MNRAS.324...18B,WC,4,none,12.07,2002ApJS..141...81M,12.84,2002ApJS..141...81M,12.94,2002ApJS..141...81M,,None,0.18,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
LMC174-1,[MNM2014] LMC174-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC174-1,WN Binary,Gaia DR3 4657639458412722432,85.01488949,-69.63141222,2016,LMC,None,WN3,2014ApJ...788...83M,WN,3,none,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,TRUE,None,TRUE,,,,,,TRUE
Brey 95a,Brey 95a,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Brey+95a,Early WC Star,Gaia DR3 4657648804238113408,85.05440414,-69.40117824,2016,LMC,None,WC4+O,2018ApJ...863..181N,WC,4,none,11.72,2002ApJS..141...81M,12.07,2002ApJS..141...81M,11.65,2002ApJS..141...81M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
LMCe078-3,[MNM2015] LMCe078-3,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe078-3,Early WN Star,Gaia DR3 4657636159870948864,85.32282376,-69.11551895,2016,LMC,None,WN3/O3,2017ApJ...837..122M,WN,3,none,,None,17.06,2017ApJ...837..122M,17.03,2017ApJ...837..122M,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
J095921.90+304518.1,none,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=none,Late O,None,149.84125,30.75502,2000,Leo A,None,O,None,O,none,none,,None,,None,19.9,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
J095927.53+304457.7,SDSS J095927.53+304457.7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SDSS+J095927.53+304457.7,Late O Dwarf,Gaia DR3 744173560150512000,149.864682,30.74937579,2016,Leo A,None,O9 V,2022ApJ...941..206G,O,9,V,,None,,None,20.1,None,-0.27,2006A&A...457..637M,,None,30.89999962,2022ApJ...941..206G,3.69,2022ApJ...941..206G,4.9,2022ApJ...941..206G,,None,19,2022ApJ...941..206G,80,2022ApJ...941..206G,,None,,None,FALSE,None,TRUE,,,,,,TRUE
J095930.22+304437.0,none,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=none,Late O Dwarf,Gaia DR3 744173353992080000,149.8759349,30.74363424,2016,Leo A,None,O9.7 V,2022ApJ...941..206G,O,9.7,V,,None,,None,20.2,None,-0.26,2006A&A...457..637M,,None,31.60000038,2022ApJ...941..206G,4.1,2022ApJ...941..206G,4.72,2022ApJ...941..206G,,None,17,2022ApJ...941..206G,95,2022ApJ...941..206G,,None,,None,FALSE,None,TRUE,,,,,,TRUE
