Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name
LBL201PSQ,V-TW-HYA,165.4660182,-34.7047683,2,4/10/11 9:06,4/10/11 9:06,6,COS,PSA,G285M,2676,12315,4/10/12 12:01,
LBL202010,V-TW-HYA,165.466018,-34.7047682,2,4/11/11 13:53,4/11/11 14:02,519.008,COS,PSA,G285M,2676,12315,4/11/12 16:17,LBL202010
LBL202020,V-TW-HYA,165.466018,-34.7047682,2,4/11/11 14:07,4/11/11 14:37,1560,COS,PSA,G160M,1577,12315,4/11/12 19:12,LBL202020
LBL202NMQ,V-TW-HYA,165.466018,-34.7047682,2,4/11/11 13:44,4/11/11 13:49,328,COS,PSA,G285M,2676,12315,4/11/12 16:12,
LBL202NNQ,V-TW-HYA,165.466018,-34.7047682,2,4/11/11 13:52,4/11/11 13:52,6,COS,PSA,G285M,2676,12315,4/11/12 16:12,
LBL203010,V-TW-HYA,165.4660178,-34.7047681,2,4/13/11 10:32,4/13/11 10:40,519.008,COS,PSA,G285M,2676,12315,4/13/12 16:09,LBL203010
LBL203020,V-TW-HYA,165.4660178,-34.7047681,2,4/13/11 10:45,4/13/11 11:15,1560.096,COS,PSA,G160M,1577,12315,4/13/12 19:48,LBL203020
LBL203OPQ,V-TW-HYA,165.4660178,-34.7047681,2,4/13/11 10:22,4/13/11 10:27,328,COS,PSA,G285M,2676,12315,4/13/12 16:05,
LBL203OQQ,V-TW-HYA,165.4660178,-34.7047681,2,4/13/11 10:30,4/13/11 10:30,6,COS,PSA,G285M,2676,12315,4/13/12 16:05,
LBL204010,V-TW-HYA,165.4660175,-34.7047681,2,4/15/11 9:14,4/15/11 9:23,519.04,COS,PSA,G285M,2676,12315,4/15/12 13:01,LBL204010
LBL204020,V-TW-HYA,165.4660175,-34.7047681,2,4/15/11 9:28,4/15/11 10:43,1560.032,COS,PSA,G160M,1577,12315,4/15/12 14:45,LBL204020
LBL204ZRQ,V-TW-HYA,165.4660175,-34.7047681,2,4/15/11 9:05,4/15/11 9:10,328,COS,PSA,G285M,2676,12315,4/15/12 12:58,
LBL204ZSQ,V-TW-HYA,165.4660175,-34.7047681,2,4/15/11 9:13,4/15/11 9:13,6,COS,PSA,G285M,2676,12315,4/15/12 12:58,
LBL205010,V-TW-HYA,165.4660171,-34.7047679,2,4/18/11 9:19,4/18/11 9:28,519.008,COS,PSA,G285M,2676,12315,4/18/12 14:14,LBL205010
LBL205020,V-TW-HYA,165.4660171,-34.7047679,2,4/18/11 10:21,4/18/11 10:51,1560.096,COS,PSA,G160M,1577,12315,4/18/12 15:13,LBL205020
LBL205FSQ,V-TW-HYA,165.4660171,-34.7047679,2,4/18/11 9:09,4/18/11 9:15,328,COS,PSA,G285M,2676,12315,4/18/12 14:11,
LBL205FTQ,V-TW-HYA,165.4660171,-34.7047679,2,4/18/11 9:17,4/18/11 9:17,6,COS,PSA,G285M,2676,12315,4/18/12 14:11,
LBL206010,V-TW-HYA,165.4660161,-34.7047675,2,4/26/11 8:36,4/26/11 8:44,519.008,COS,PSA,G285M,2676,12315,4/26/12 21:40,LBL206010
LBL206020,V-TW-HYA,165.4660161,-34.7047675,2,4/26/11 8:49,4/26/11 10:13,1560,COS,PSA,G160M,1577,12315,4/26/12 22:36,LBL206020
LBL206KVQ,V-TW-HYA,165.4660161,-34.7047675,2,4/26/11 8:26,4/26/11 8:32,328,COS,PSA,G285M,2676,12315,4/26/12 21:36,
LBL206KWQ,V-TW-HYA,165.4660161,-34.7047675,2,4/26/11 8:34,4/26/11 8:34,6,COS,PSA,G285M,2676,12315,4/26/12 21:36,
LBL207010,V-TW-HYA,165.4660156,-34.7047673,2,4/30/11 6:55,4/30/11 7:03,519.04,COS,PSA,G285M,2676,12315,4/30/12 8:28,LBL207010
LBL207020,V-TW-HYA,165.4660156,-34.7047673,2,4/30/11 7:08,4/30/11 8:37,1560.064,COS,PSA,G160M,1577,12315,4/30/12 12:06,LBL207020
LBL207CIQ,V-TW-HYA,165.4660156,-34.7047673,2,4/30/11 6:45,4/30/11 6:51,328,COS,PSA,G285M,2676,12315,4/30/12 8:24,
LBL207CJQ,V-TW-HYA,165.4660156,-34.7047673,2,4/30/11 6:53,4/30/11 6:53,6,COS,PSA,G285M,2676,12315,4/30/12 8:24,
LBL208010,V-TW-HYA,165.466015,-34.7047671,2,5/6/11 3:29,5/6/11 3:38,519.008,COS,PSA,G285M,2676,12315,5/6/12 5:51,LBL208010
LBL208020,V-TW-HYA,165.466015,-34.704767,2,5/6/11 4:50,5/6/11 5:20,1560,COS,PSA,G160M,1577,12315,5/6/12 11:31,LBL208020
LBL208WWQ,V-TW-HYA,165.466015,-34.7047671,2,5/6/11 3:20,5/6/11 3:25,328,COS,PSA,G285M,2676,12315,5/6/12 5:47,
LBL208WXQ,V-TW-HYA,165.466015,-34.7047671,2,5/6/11 3:28,5/6/11 3:28,6,COS,PSA,G285M,2676,12315,5/6/12 5:47,
LDMP11010,V-V1152-SCO,240.356724,-22.677976,0,2/15/18 17:34,2/15/18 18:15,2310.272,COS,PSA,G130M,1222,15310,8/15/18 22:41,LDMP11010
LDMP03010,V-V1154-SCO,240.5434529,-22.6913597,0,2/15/18 16:00,2/15/18 16:39,2226.208,COS,PSA,G130M,1222,15310,8/15/18 20:01,LDMP03010
LDMP03XAQ,V-V1154-SCO,240.5434529,-22.6913597,0,2/15/18 15:48,2/15/18 15:54,360,COS,PSA,G230L,3360,15310,8/15/18 19:57,
LDMP03XBQ,V-V1154-SCO,240.5434529,-22.6913597,0,2/15/18 15:56,2/15/18 15:56,12.5,COS,PSA,G230L,3360,15310,8/15/18 19:57,
LDMP12010,V-V1156-SCO,241.198904,-19.5064741,0,2/17/18 15:40,2/17/18 16:21,2368.032,COS,PSA,G130M,1222,15310,8/17/18 19:58,LDMP12010
LDMP07010,V-V1157-SCO,242.8356838,-18.348745,0,2/17/18 14:10,2/17/18 14:46,2078.08,COS,PSA,G130M,1222,15310,8/17/18 15:39,LDMP07010
LDMP16010,V-V2505-OPH,247.4528603,-21.8700982,0,2/23/18 22:45,2/23/18 23:26,2338.112,COS,PSA,G130M,1222,15310,8/24/18 1:57,LDMP16010
LB6B06010,V-V836-TAU,75.7775823,25.3887722,25,2/5/11 5:06,2/5/11 5:31,1480.192,COS,PSA,G160M,1577,11616,2/5/12 13:31,LB6B06010
LB6B06020,V-V836-TAU,75.7775823,25.3887722,25,2/5/11 6:12,2/5/11 6:35,1391.136,COS,PSA,G160M,1600,11616,2/5/12 13:38,LB6B06020
LB6B06030,V-V836-TAU,75.7775823,25.3887722,25,2/5/11 6:38,2/5/11 7:02,1391.2,COS,PSA,G160M,1623,11616,2/5/12 13:45,LB6B06030
LB6B06040,V-V836-TAU,75.7775823,25.3887722,25,2/5/11 7:48,2/5/11 8:37,2852.384,COS,PSA,G130M,1327,11616,2/5/12 13:59,LB6B06040
LB6B06050,V-V836-TAU,75.7775823,25.3887722,25,2/5/11 9:24,2/5/11 10:13,2852.384,COS,PSA,G130M,1291,11616,2/5/12 14:09,LB6B06050
LB3Q01030,V4046SGR,273.5437241,-32.7928208,18,4/27/10 9:10,4/27/10 9:26,940.192,COS,PSA,G130M,1291,11533,4/27/11 13:08,LB3Q01030
LB3Q01040,V4046SGR,273.5437241,-32.7928208,18,4/27/10 9:29,4/27/10 9:43,851.2,COS,PSA,G130M,1300,11533,4/27/11 13:08,LB3Q01040
LB3Q01050,V4046SGR,273.5437241,-32.7928208,18,4/27/10 10:27,4/27/10 10:50,1280.16,COS,PSA,G130M,1309,11533,4/27/11 13:09,LB3Q01050
LB3Q01060,V4046SGR,273.5437241,-32.7928208,18,4/27/10 10:53,4/27/10 11:17,1432.192,COS,PSA,G130M,1318,11533,4/27/11 13:19,LB3Q01060
LB3Q01070,V4046SGR,273.5437241,-32.7928208,18,4/27/10 12:05,4/27/10 12:28,1420.192,COS,PSA,G160M,1589,11533,4/27/11 15:05,LB3Q01070
LB3Q01080,V4046SGR,273.5437241,-32.7928208,18,4/27/10 12:32,4/27/10 12:55,1412.16,COS,PSA,G160M,1600,11533,4/27/11 15:05,LB3Q01080
LB3Q01090,V4046SGR,273.5437241,-32.7928208,18,4/27/10 13:40,4/27/10 14:03,1415.168,COS,PSA,G160M,1611,11533,4/27/11 17:04,LB3Q01090
LB3Q010A0,V4046SGR,273.5437241,-32.7928208,18,4/27/10 14:07,4/27/10 14:29,1333.216,COS,PSA,G160M,1623,11533,4/27/11 17:04,LB3Q010A0
LC2H10010,VVSER,277.1994083,0.1444444,1,5/15/13 14:42,5/15/13 15:15,1599.84,COS,PSA,G160M,1577,12996,5/15/14 21:10,LC2H10010
LC2H10020,VVSER,277.1994083,0.1444444,1,5/15/13 16:04,5/15/13 16:41,1856,COS,PSA,G130M,1291,12996,5/16/14 0:34,LC2H10020
LC2H10030,VVSER,277.1994083,0.1444444,1,5/15/13 16:47,5/15/13 16:50,180,COS,PSA,G230L,2950,12996,5/16/14 0:25,LC2H10030
LDMP14010,WA-OPH-1,242.7870528,-19.0798274,0,8/3/18 9:24,8/3/18 10:03,0,COS,PSA,G130M,1222,15310,2/3/19 14:38,
LD7GA2010,CD-33-10685,236.3035529,-34.2919083,2,7/26/17 15:20,7/26/17 17:38,5537.216,COS,PSA,G140L,1280,14604,7/27/18 1:18,LD7GA2010
LD7GA2020,CD-33-10685,236.3035529,-34.2919083,2,7/26/17 18:25,7/26/17 18:47,1210.336,COS,PSA,G130M,1291,14604,7/27/18 3:01,LD7GA2020
LD7GA2030,CD-33-10685,236.3035529,-34.2919083,2,7/26/17 18:51,7/26/17 19:14,1209.248,COS,PSA,G130M,1318,14604,7/27/18 3:01,LD7GA2030
LD7GA2040,CD-33-10685,236.3035529,-34.2919083,2,7/26/17 20:00,7/26/17 20:23,1266.208,COS,PSA,G160M,1577,14604,7/27/18 3:01,LD7GA2040
LD7GA2050,CD-33-10685,236.3035529,-34.2919083,2,7/26/17 20:26,7/26/17 20:49,1267.296,COS,PSA,G160M,1611,14604,7/27/18 3:01,LD7GA2050
LD7GA3010,TYC-7851-810-1,242.1278917,-38.4742417,2,7/29/17 16:30,7/29/17 18:49,5577.152,COS,PSA,G140L,1280,14604,7/30/18 2:43,LD7GA3010
LD7GA3020,TYC-7851-810-1,242.1278917,-38.4742417,2,7/29/17 19:35,7/29/17 19:58,1220.352,COS,PSA,G130M,1291,14604,7/30/18 2:42,LD7GA3020
LD7GA3030,TYC-7851-810-1,242.1278917,-38.4742417,2,7/29/17 20:01,7/29/17 20:24,1221.312,COS,PSA,G130M,1318,14604,7/30/18 2:42,LD7GA3030
LD7GA3040,TYC-7851-810-1,242.1278917,-38.4742417,2,7/29/17 21:10,7/29/17 21:33,1278.208,COS,PSA,G160M,1577,14604,7/30/18 2:42,LD7GA3040
LD7GA3050,TYC-7851-810-1,242.1278917,-38.4742417,2,7/29/17 21:36,7/29/17 22:00,1277.248,COS,PSA,G160M,1611,14604,7/30/18 2:42,LD7GA3050
LD7GA1010,V-MY-LUP,240.1854583,-41.9253806,2,9/8/17 3:23,9/8/17 5:42,5657.216,COS,PSA,G140L,1280,14604,9/8/18 12:26,LD7GA1010
LD7GA1020,V-MY-LUP,240.1854583,-41.9253806,2,9/8/17 6:33,9/8/17 6:56,1240.384,COS,PSA,G130M,1291,14604,9/8/18 12:26,LD7GA1020
LD7GA1030,V-MY-LUP,240.1854583,-41.9253806,2,9/8/17 7:00,9/8/17 7:23,1240.352,COS,PSA,G130M,1318,14604,9/8/18 12:26,LD7GA1030
LD7GA1040,V-MY-LUP,240.1854583,-41.9253806,2,9/8/17 8:13,9/8/17 8:36,1296.192,COS,PSA,G160M,1577,14604,9/8/18 12:26,LD7GA1040
LD7GA1050,V-MY-LUP,240.1854583,-41.9253806,2,9/8/17 8:39,9/8/17 10:01,1296.128,COS,PSA,G160M,1611,14604,9/8/18 12:26,LD7GA1050
