Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
LB2A01BZQ,AZV-388,16.4143750,-72.4907778,3,2009-12-21 02:48:39,2009-12-21 02:55:00,381.000,COS   ,PSA,G130M,1291.000,11625,2010-12-21 04:14:49,,,,28.904
LB2A01C0Q,AZV-388,16.4143750,-72.4907778,3,2009-12-21 02:55:54,2009-12-21 02:57:46,112.000,COS   ,PSA,G130M,1291.000,11625,2010-12-21 04:15:27,,,,28.904
#LB2A01C1Q,AZV-388,16.4143750,-72.4907778,3,2009-12-21 02:59:14,2009-12-21 02:59:14,0.100,COS   ,PSA,G130M,1291.000,11625,2010-12-21 04:15:58,,,,28.904
#LBY603010,AZV-388,16.4146667,-72.4908333,1,2012-10-12 07:44:22,2012-10-12 08:02:03,800.064,COS   ,PSA,G185M,1921.000,13004,2013-10-12 10:14:36,LBY603010,,,28.906
#LBY603020,AZV-388,16.4146667,-72.4908333,1,2012-10-12 08:04:42,2012-10-12 09:25:22,880.032,COS   ,PSA,G185M,1953.000,13004,2013-10-12 11:53:15,LBY603020,,,28.906
#LBY603X7Q,AZV-388,16.4146667,-72.4908333,1,2012-10-12 07:34:17,2012-10-12 07:39:14,297.000,COS   ,PSA,G185M,1921.000,13004,2013-10-12 10:08:20,,,,28.906
#LBY603X8Q,AZV-388,16.4146667,-72.4908333,1,2012-10-12 07:41:29,2012-10-12 07:41:31,2.000,COS   ,PSA,G185M,1921.000,13004,2013-10-12 10:08:25,,,,28.906
LCYIN1010,NGC346-11,14.5580375,-72.1553500,0,2016-06-15 14:18:51,2016-06-15 14:45:14,1124.096,COS   ,PSA,G130M,1291.000,14081,2017-06-16 02:28:23,LCYIN1010,,,38.174
LCYIN1020,NGC346-11,14.5580375,-72.1553500,0,2016-06-15 14:49:44,2016-06-15 17:00:23,4040.768,COS   ,PSA,G160M,1577.000,14081,2017-06-16 02:28:38,LCYIN1020,,,38.174
LCYIN1030,NGC346-11,14.5580375,-72.1553500,0,2016-06-15 17:24:38,2016-06-15 18:30:32,1580.032,COS   ,PSA,G130M,1327.000,14081,2017-06-16 02:28:41,LCYIN1030,,,38.174
LCYIN1040,NGC346-11,14.5580375,-72.1553500,0,2016-06-15 19:48:03,2016-06-15 22:26:36,3952.768,COS   ,PSA,G160M,1623.000,14081,2017-06-16 06:01:40,LCYIN1040,,,38.174
LCYIN1Q4Q,NGC346-11,14.5580375,-72.1553500,0,2016-06-15 13:24:36,2016-06-15 13:50:15,1539.000,COS   ,PSA,G130M,1291.000,14081,2017-06-16 00:53:03,,,,38.174
LCYIN1Q5Q,NGC346-11,14.5580375,-72.1553500,0,2016-06-15 14:15:38,2016-06-15 14:15:40,2.000,COS   ,PSA,G130M,1291.000,14081,2017-06-16 00:53:06,,,,38.174
LCYIN2010,NGC346-11,14.5580375,-72.1553500,0,2016-06-15 23:44:46,2016-06-16 00:01:12,752.064,COS   ,PSA,G185M,1913.000,14081,2017-06-16 04:50:38,LCYIN2010,,,38.174
LCYIN2020,NGC346-11,14.5580375,-72.1553500,0,2016-06-16 00:03:42,2016-06-16 00:58:18,808.064,COS   ,PSA,G185M,1941.000,14081,2017-06-16 04:52:35,LCYIN2020,,,38.174
LCYIN2030,NGC346-11,14.5580375,-72.1553500,0,2016-06-16 01:19:57,2016-06-16 01:38:47,896.032,COS   ,PSA,G185M,1971.000,14081,2017-06-16 04:52:45,LCYIN2030,,,38.174
LCYIN2040,NGC346-11,14.5580375,-72.1553500,0,2016-06-16 01:41:17,2016-06-16 02:28:43,1056.032,COS   ,PSA,G185M,2010.000,14081,2017-06-16 04:59:34,LCYIN2040,,,38.174
LCYIN2080,NGC346-11,14.5580375,-72.1553500,0,2016-06-16 04:39:25,2016-06-16 05:07:46,1272.064,COS   ,PSA,G160M,1623.000,14081,2017-06-16 09:10:34,LCYIN2080,,,38.174
LCYIN2090,NGC346-11,14.5580375,-72.1553500,0,2016-06-16 05:12:09,2016-06-16 05:34:32,800.064,COS   ,PSA,G130M,1291.000,14081,2017-06-16 09:14:07,LCYIN2090,,,38.174
LCYIN2RGQ,NGC346-11,14.5580375,-72.1553500,0,2016-06-15 23:12:33,2016-06-15 23:19:18,405.000,COS   ,PSA,G185M,1913.000,14081,2017-06-16 04:20:28,,,,38.174
LCYIN2RHQ,NGC346-11,14.5580375,-72.1553500,0,2016-06-15 23:21:52,2016-06-15 23:22:00,8.000,COS   ,PSA,G185M,1913.000,14081,2017-06-16 04:18:33,,,,38.174
LE4X09010,NGC-346-SSN-15,14.7576447,-72.1752873,0,2020-07-03 16:56:41,2020-07-03 17:12:10,500.096,COS   ,PSA,G160M,1533.000,15837,2020-07-04 00:38:21,LE4X09010,,,0.004
LE4X09020,NGC-346-SSN-15,14.7576448,-72.1752873,0,2020-07-03 18:23:08,2020-07-03 18:46:07,920.064,COS   ,PSA,G160M,1611.000,15837,2020-07-04 00:39:26,LE4X09020,,,0.004
LBXK51010,AV75,12.6349583,-72.8768000,0,2012-09-11 20:53:48,2012-09-11 21:42:45,1400.064,COS   ,PSA,G130M,1327.000,12805,2012-09-12 01:08:08,LBXK51010,,,44.140
LBXK51020,AV75,12.6349583,-72.8768000,0,2012-09-11 21:47:38,2012-09-11 23:40:06,2970.816,COS   ,PSA,G160M,1577.000,12805,2012-09-12 15:17:18,LBXK51020,,,44.140
LBXK51030,AV75,12.6349583,-72.8768000,0,2012-09-11 23:43:57,2012-09-12 01:06:12,3540.672,COS   ,PSA,G160M,1623.000,12805,2012-09-12 16:21:58,LBXK51030,,,44.140
LC6A01010,AV75,12.6349583,-72.8768000,0,2013-03-15 23:01:08,2013-03-15 23:11:28,382.080,COS   ,PSA,G130M,1291.000,13122,2013-03-16 04:56:12,LC6A01010,,,44.140
LC6A01020,AV75,12.6349583,-72.8768000,0,2013-03-16 00:20:19,2013-03-16 00:30:51,384.032,COS   ,PSA,G130M,1327.000,13122,2013-03-16 04:59:55,LC6A01020,,,44.140
LC6A01030,AV75,12.6349583,-72.8768000,0,2013-03-16 00:37:10,2013-03-16 00:50:31,610.048,COS   ,PSA,G160M,1577.000,13122,2013-03-16 05:02:57,LC6A01030,,,44.140
LC6A01040,AV75,12.6349583,-72.8768000,0,2013-03-16 01:55:58,2013-03-16 02:10:58,738.048,COS   ,PSA,G160M,1623.000,13122,2013-03-16 06:33:41,LC6A01040,,,44.140
LCGH01010,AV75,12.6349583,-72.8768000,0,2014-03-15 12:56:20,2014-03-15 13:20:20,1240.384,COS   ,PSA,G130M,1096.000,13522,2014-03-15 17:24:34,LCGH01010,,,44.140
LCGH01020,AV75,12.6349583,-72.8768000,0,2014-03-15 13:24:49,2014-03-15 14:13:03,452.032,COS   ,PSA,G130M,1222.000,13522,2014-03-15 17:27:09,LCGH01020,,,44.140
LCGH01030,AV75,12.6349583,-72.8768000,0,2014-03-15 14:17:04,2014-03-15 14:27:24,382.016,COS   ,PSA,G130M,1291.000,13522,2014-03-15 18:53:30,LCGH01030,,,44.140
LCGH01040,AV75,12.6349583,-72.8768000,0,2014-03-15 14:32:31,2014-03-15 14:42:53,384.064,COS   ,PSA,G130M,1327.000,13522,2014-03-15 18:55:47,LCGH01040,,,44.140
LCGH01050,AV75,12.6349583,-72.8768000,0,2014-03-15 14:49:02,2014-03-15 15:03:01,610.016,COS   ,PSA,G160M,1577.000,13522,2014-03-15 19:00:12,LCGH01050,,,44.140
LCGH01060,AV75,12.6349583,-72.8768000,0,2014-03-15 15:44:49,2014-03-15 16:00:46,738.048,COS   ,PSA,G160M,1623.000,13522,2014-03-15 19:02:07,LCGH01060,,,44.140
LCPT01010,AV75,12.6349583,-72.8768000,0,2015-07-18 04:37:55,2015-07-18 05:07:47,1620.384,COS   ,PSA,G130M,1096.000,13969,2015-07-18 12:43:27,LCPT01010,,,44.140
LCRS51010,AV75,12.6349583,-72.8768000,0,2015-07-13 10:25:35,2015-07-13 10:47:58,800.096,COS   ,PSA,G130M,1291.000,13931,2015-07-13 14:56:42,LCRS51010,,,44.140
LCRS51020,AV75,12.6349583,-72.8768000,0,2015-07-13 11:33:29,2015-07-13 12:16:12,1990.112,COS   ,PSA,G130M,1222.000,13931,2015-07-13 16:14:19,LCRS51020,,,44.140
LCRS51030,AV75,12.6349583,-72.8768000,0,2015-07-13 13:08:49,2015-07-13 13:33:45,810.080,COS   ,PSA,G130M,1327.000,13931,2015-07-13 16:24:03,LCRS51030,,,44.140
LCRS51040,AV75,12.6349583,-72.8768000,0,2015-07-13 13:40:12,2015-07-13 15:04:22,1815.296,COS   ,PSA,G160M,1577.000,13931,2015-07-13 19:54:19,LCRS51040,,,44.140
LCRS51050,AV75,12.6349583,-72.8768000,0,2015-07-13 15:08:37,2015-07-13 16:26:07,1600.096,COS   ,PSA,G160M,1623.000,13931,2015-07-13 19:58:17,LCRS51050,,,44.140
LD2G51010,AV75,12.6349583,-72.8768000,0,2016-06-22 22:45:32,2016-06-22 23:09:32,1240.448,COS   ,PSA,G130M,1096.000,14437,2016-06-23 03:39:16,LD2G51010,,,44.140
LD2G51020,AV75,12.6349583,-72.8768000,0,2016-06-23 00:03:03,2016-06-23 00:13:27,452.032,COS   ,PSA,G130M,1222.000,14437,2016-06-23 03:42:01,LD2G51020,,,44.140
LD2G51030,AV75,12.6349583,-72.8768000,0,2016-06-23 00:17:49,2016-06-23 00:28:09,382.016,COS   ,PSA,G130M,1291.000,14437,2016-06-23 03:42:06,LD2G51030,,,44.140
LD2G51040,AV75,12.6349583,-72.8768000,0,2016-06-23 00:33:30,2016-06-23 00:43:52,384.032,COS   ,PSA,G130M,1327.000,14437,2016-06-23 03:53:59,LD2G51040,,,44.140
LD2G51050,AV75,12.6349583,-72.8768000,0,2016-06-23 00:50:00,2016-06-23 01:43:25,610.016,COS   ,PSA,G160M,1577.000,14437,2016-06-23 03:44:14,LD2G51050,,,44.140
LD2G51060,AV75,12.6349583,-72.8768000,0,2016-06-23 01:48:37,2016-06-23 02:04:34,738.048,COS   ,PSA,G160M,1623.000,14437,2016-06-23 03:44:34,LD2G51060,,,44.140
LDC301010,AV75,12.6349583,-72.8768000,0,2017-03-18 10:25:26,2017-03-18 11:25:14,1240.416,COS   ,PSA,G130M,1096.000,14855,2017-03-18 14:24:21,LDC301010,,,44.140
LDC301020,AV75,12.6349583,-72.8768000,0,2017-03-18 11:30:11,2017-03-18 11:40:35,452.064,COS   ,PSA,G130M,1222.000,14855,2017-03-18 14:27:32,LDC301020,,,44.140
LDC301030,AV75,12.6349583,-72.8768000,0,2017-03-18 11:44:57,2017-03-18 11:55:17,382.016,COS   ,PSA,G130M,1291.000,14855,2017-03-18 14:30:36,LDC301030,,,44.140
LDC301040,AV75,12.6349583,-72.8768000,0,2017-03-18 12:00:38,2017-03-18 12:11:00,384.000,COS   ,PSA,G130M,1327.000,14855,2017-03-18 14:32:25,LDC301040,,,44.140
LDC301050,AV75,12.6349583,-72.8768000,0,2017-03-18 12:50:11,2017-03-18 13:04:10,610.016,COS   ,PSA,G160M,1577.000,14855,2017-03-18 14:34:14,LDC301050,,,44.140
LDC301060,AV75,12.6349583,-72.8768000,0,2017-03-18 13:09:22,2017-03-18 13:25:19,738.048,COS   ,PSA,G160M,1623.000,14855,2017-03-18 14:38:08,LDC301060,,,44.140
LDEJ3A010,AV75,12.6349583,-72.8768000,0,2017-04-04 13:43:59,2017-04-04 13:49:19,320.032,COS   ,PSA,G130M,1300.000,14909,2017-04-04 17:33:55,LDEJ3A010,,,44.140
LDEJ3A020,AV75,12.6349583,-72.8768000,0,2017-04-04 14:35:01,2017-04-04 14:40:21,320.000,COS   ,PSA,G130M,1309.000,14909,2017-04-05 00:58:37,LDEJ3A020,,,44.140
LDEJ3A030,AV75,12.6349583,-72.8768000,0,2017-04-04 15:14:56,2017-04-04 15:20:16,320.032,COS   ,PSA,G130M,1318.000,14909,2017-04-05 00:58:42,LDEJ3A030,,,44.140
LDEJ3A040,AV75,12.6349583,-72.8768000,0,2017-04-04 16:10:20,2017-04-04 16:15:40,320.032,COS   ,PSA,G130M,1327.000,14909,2017-04-05 00:58:43,LDEJ3A040,,,44.140
LDM701010,AV75,12.6349583,-72.8768000,0,2017-08-10 03:38:58,2017-08-10 06:50:17,1552.064,COS   ,PSA,G130M,1222.000,15366,2017-08-10 14:32:34,LDM701010,,,44.140
LDM701020,AV75,12.6349583,-72.8768000,0,2017-08-10 06:56:16,2017-08-10 08:29:20,2070.048,COS   ,PSA,G160M,1577.000,15366,2017-08-10 14:36:46,LDM701020,,,44.140
LDM701030,AV75,12.6349583,-72.8768000,0,2017-08-10 08:33:44,2017-08-10 10:04:35,2070.048,COS   ,PSA,G160M,1623.000,15366,2017-08-10 15:15:42,LDM701030,,,44.140
LDQ701010,AV75,12.6349583,-72.8768000,0,2018-03-12 02:59:50,2018-03-12 03:23:50,1240.448,COS   ,PSA,G130M,1096.000,15385,2018-03-12 06:05:56,LDQ701010,,,44.140
LDQ701020,AV75,12.6349583,-72.8768000,0,2018-03-12 03:29:44,2018-03-12 04:24:03,610.048,COS   ,PSA,G160M,1577.000,15385,2018-03-12 06:15:17,LDQ701020,,,44.140
LDQ701030,AV75,12.6349583,-72.8768000,0,2018-03-12 04:29:15,2018-03-12 04:45:12,738.048,COS   ,PSA,G160M,1623.000,15385,2018-03-12 06:14:12,LDQ701030,,,44.140
LDQ701040,AV75,12.6349583,-72.8768000,0,2018-03-12 04:51:14,2018-03-12 05:01:38,452.032,COS   ,PSA,G130M,1222.000,15385,2018-03-12 06:49:17,LDQ701040,,,44.140
LDQ701050,AV75,12.6349583,-72.8768000,0,2018-03-12 05:05:58,2018-03-12 06:17:48,382.048,COS   ,PSA,G130M,1291.000,15385,2018-03-12 10:52:16,LDQ701050,,,44.140
LDQ701080,AV75,12.6349583,-72.8768000,0,2018-03-12 08:00:27,2018-03-12 08:10:49,384.032,COS   ,PSA,G130M,1327.000,15385,2018-03-12 10:47:47,LDQ701080,,,44.140
LDUH51010,AV75,12.6349583,-72.8768000,0,2019-06-25 15:36:03,2019-06-25 17:06:34,1240.416,COS   ,PSA,G130M,1096.000,15536,2019-06-25 23:00:16,LDUH51010,,,44.140
LDUH51020,AV75,12.6349583,-72.8768000,0,2019-06-25 17:12:28,2019-06-25 17:26:27,610.048,COS   ,PSA,G160M,1577.000,15536,2019-06-26 01:15:50,LDUH51020,,,44.140
LDUH51030,AV75,12.6349583,-72.8768000,0,2019-06-25 18:31:29,2019-06-25 18:47:26,738.048,COS   ,PSA,G160M,1623.000,15536,2019-06-26 01:15:38,LDUH51030,,,44.140
LDUH51040,AV75,12.6349583,-72.8768000,0,2019-06-25 18:53:28,2019-06-25 19:03:52,452.064,COS   ,PSA,G130M,1222.000,15536,2019-06-26 01:06:18,LDUH51040,,,44.140
LDUH51050,AV75,12.6349583,-72.8768000,0,2019-06-25 20:06:46,2019-06-25 20:17:06,382.016,COS   ,PSA,G130M,1291.000,15536,2019-06-26 01:09:04,LDUH51050,,,44.140
LDUH51080,AV75,12.6349583,-72.8768000,0,2019-06-25 20:45:16,2019-06-25 20:55:38,384.032,COS   ,PSA,G130M,1327.000,15536,2019-06-26 01:01:39,LDUH51080,,,44.140
LE0R01010,AV75,12.6349583,-72.8768000,0,2020-03-20 09:07:20,2020-03-20 09:31:20,1240.384,COS   ,PSA,G130M,1096.000,15774,2020-03-20 12:45:45,LE0R01010,,,44.140
LE0R01020,AV75,12.6349583,-72.8768000,0,2020-03-20 09:37:14,2020-03-20 10:38:28,610.048,COS   ,PSA,G160M,1577.000,15774,2020-03-20 17:35:34,LE0R01020,,,44.140
LE0R01030,AV75,12.6349583,-72.8768000,0,2020-03-20 10:43:40,2020-03-20 10:59:37,738.048,COS   ,PSA,G160M,1623.000,15774,2020-03-20 17:34:43,LE0R01030,,,44.140
LE0R01040,AV75,12.6349583,-72.8768000,0,2020-03-20 11:05:39,2020-03-20 11:16:03,452.032,COS   ,PSA,G130M,1222.000,15774,2020-03-20 17:26:07,LE0R01040,,,44.140
LE0R01050,AV75,12.6349583,-72.8768000,0,2020-03-20 11:20:23,2020-03-20 12:11:50,382.080,COS   ,PSA,G130M,1291.000,15774,2020-03-20 17:27:35,LE0R01050,,,44.140
LE0R01080,AV75,12.6349583,-72.8768000,0,2020-03-20 12:40:01,2020-03-20 12:50:23,384.064,COS   ,PSA,G130M,1327.000,15774,2020-03-20 17:21:52,LE0R01080,,,44.140
LE4X07Y5Q,AZV-377,16.2807627,-72.8051991,0,2020-06-25 15:16:11,2020-06-25 15:16:21,10.000,COS   ,PSA,G130M,1291.000,15837,2020-06-26 03:25:47,,,,21.068
LE4X07Y6Q,AZV-377,16.2807627,-72.8051991,0,2020-06-25 15:19:40,2020-06-25 15:19:50,10.000,COS   ,PSA,G130M,1291.000,15837,2020-06-26 03:25:48,,,,21.068
LE4X07010,AZV-377,16.2807627,-72.8051991,0,2020-06-25 15:51:41,2020-06-25 16:02:16,304.000,COS   ,PSA,G130M,1291.000,15837,2020-06-26 03:31:09,LE4X07010,,,21.068
LE4X07020,AZV-377,16.2807627,-72.8051991,0,2020-06-25 16:06:34,2020-06-25 16:56:07,991.392,COS   ,PSA,G160M,1611.000,15837,2020-06-26 03:38:44,LE4X07020,,,21.068
LBP509070,AV476,18.4268417,-73.2915111,2,2012-09-15 17:43:45,2012-09-15 19:41:07,4350.848,COS   ,PSA,G160M,1577.000,12581,2013-09-15 23:25:46,LBP509070,,,66.109
LBP509080,AV476,18.4268417,-73.2915111,2,2012-09-15 19:44:49,2012-09-15 21:35:37,4550.784,COS   ,PSA,G160M,1589.000,12581,2013-09-16 00:58:14,LBP509080,,,66.109
LBP509090,AV476,18.4268417,-73.2915111,2,2012-09-15 22:05:10,2012-09-15 23:07:51,3350.816,COS   ,PSA,G160M,1600.000,12581,2013-09-16 04:11:29,LBP509090,,,66.109
LBP5090A0,AV476,18.4268417,-73.2915111,2,2012-09-15 23:12:03,2012-09-15 23:17:33,330.016,COS   ,PSA,G130M,1327.000,12581,2013-09-16 02:26:56,LBP5090A0,,,66.109
LB2A03010,AZV-446,17.3560833,-73.1582500,3,2010-08-03 03:02:07,2010-08-03 03:07:30,323.008,COS   ,PSA,G130M,1291.000,11625,2011-08-03 15:03:57,LB2A03010,,,45.981
LB2A03020,AZV-446,17.3560833,-73.1582500,3,2010-08-03 03:11:44,2010-08-03 03:17:07,323.040,COS   ,PSA,G130M,1327.000,11625,2011-08-03 15:04:27,LB2A03020,,,45.981
LB2A03030,AZV-446,17.3560833,-73.1582500,3,2010-08-03 03:44:40,2010-08-03 03:55:10,630.208,COS   ,PSA,G160M,1577.000,11625,2011-08-03 15:05:49,LB2A03030,,,45.981
LB2A03040,AZV-446,17.3560833,-73.1582500,3,2010-08-03 03:59:15,2010-08-03 04:09:35,620.192,COS   ,PSA,G160M,1623.000,11625,2011-08-03 15:06:08,LB2A03040,,,45.981
LB2A03HAQ,AZV-446,17.3560833,-73.1582500,3,2010-08-03 02:47:24,2010-08-03 02:54:24,420.000,COS   ,PSA,G130M,1291.000,11625,2011-08-03 15:02:53,,,,45.981
LB2A03HBQ,AZV-446,17.3560833,-73.1582500,3,2010-08-03 02:55:14,2010-08-03 02:57:44,150.000,COS   ,PSA,G130M,1291.000,11625,2011-08-03 15:02:59,,,,45.981
LB2A03HCQ,AZV-446,17.3560833,-73.1582500,3,2010-08-03 03:00:08,2010-08-03 03:00:08,0.200,COS   ,PSA,G130M,1291.000,11625,2011-08-03 15:03:06,,,,45.981
LB2A15010,AZV-243,15.0282500,-72.7885278,3,2010-06-22 17:36:53,2010-06-22 17:42:53,360.032,COS   ,PSA,G130M,1291.000,11625,2011-06-23 01:40:49,LB2A15010,,,1.680
LB2A15020,AZV-243,15.0282500,-72.7885278,3,2010-06-22 17:47:07,2010-06-22 17:53:07,360.032,COS   ,PSA,G130M,1327.000,11625,2011-06-23 01:44:41,LB2A15020,,,1.680
LB2A15030,AZV-243,15.0282500,-72.7885278,3,2010-06-22 19:00:34,2010-06-22 19:10:19,585.024,COS   ,PSA,G160M,1577.000,11625,2011-06-23 01:49:39,LB2A15030,,,1.680
LB2A15040,AZV-243,15.0282500,-72.7885278,3,2010-06-22 19:14:24,2010-06-22 19:24:09,585.024,COS   ,PSA,G160M,1623.000,11625,2011-06-23 01:52:23,LB2A15040,,,1.680
LB2A15J4Q,AZV-243,15.0282500,-72.7885278,3,2010-06-22 17:22:08,2010-06-22 17:29:08,420.000,COS   ,PSA,G130M,1291.000,11625,2011-06-23 01:29:12,,,,1.680
LB2A15J5Q,AZV-243,15.0282500,-72.7885278,3,2010-06-22 17:30:00,2010-06-22 17:32:30,150.000,COS   ,PSA,G130M,1291.000,11625,2011-06-23 01:29:58,,,,1.680
LB2A15J6Q,AZV-243,15.0282500,-72.7885278,3,2010-06-22 17:34:54,2010-06-22 17:34:54,0.200,COS   ,PSA,G130M,1291.000,11625,2011-06-23 01:30:34,,,,1.680
LB2A05010,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,2009-12-22 01:14:27,2009-12-22 01:20:27,360.032,COS   ,PSA,G130M,1291.000,11625,2010-12-22 04:50:41,LB2A05010,,,36.424
LB2A05020,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,2009-12-22 01:23:54,2009-12-22 01:29:54,360.032,COS   ,PSA,G130M,1327.000,11625,2010-12-22 04:41:44,LB2A05020,,,36.424
LB2A05030,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,2009-12-22 01:34:01,2009-12-22 01:44:49,648.224,COS   ,PSA,G160M,1577.000,11625,2010-12-22 04:50:55,LB2A05030,,,36.424
LB2A05040,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,2009-12-22 01:50:40,2009-12-22 02:01:28,648.224,COS   ,PSA,G160M,1623.000,11625,2010-12-22 04:51:51,LB2A05040,,,36.424
LB2A05GKQ,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,2009-12-22 00:51:36,2009-12-22 00:57:59,383.000,COS   ,PSA,G130M,1291.000,11625,2010-12-22 02:38:57,,,,36.424
LB2A05GLQ,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,2009-12-22 00:58:53,2009-12-22 01:00:45,112.000,COS   ,PSA,G130M,1291.000,11625,2010-12-22 02:39:06,,,,36.424
LB2A05GMQ,CL-NGC-346-MPG-523,14.7860833,-72.1706111,3,2009-12-22 01:02:27,2009-12-22 01:02:27,0.300,COS   ,PSA,G130M,1291.000,11625,2010-12-22 02:39:17,,,,36.424
LB2A07010,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,2009-12-22 03:39:10,2009-12-22 03:45:10,360.000,COS   ,PSA,G130M,1291.000,11625,2010-12-22 06:03:13,LB2A07010,,,41.756
LB2A07020,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,2009-12-22 03:49:43,2009-12-22 03:55:43,360.000,COS   ,PSA,G130M,1327.000,11625,2010-12-22 05:53:10,LB2A07020,,,41.756
LB2A07030,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,2009-12-22 04:00:56,2009-12-22 04:10:16,560.032,COS   ,PSA,G160M,1577.000,11625,2010-12-22 06:03:26,LB2A07030,,,41.756
LB2A07040,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,2009-12-22 04:26:11,2009-12-22 04:35:31,560.000,COS   ,PSA,G160M,1623.000,11625,2010-12-22 10:26:36,LB2A07040,,,41.756
LB2A07IAQ,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,2009-12-22 03:26:22,2009-12-22 03:32:44,382.000,COS   ,PSA,G130M,1291.000,11625,2010-12-22 05:42:30,,,,41.756
LB2A07IBQ,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,2009-12-22 03:33:37,2009-12-22 03:35:29,112.000,COS   ,PSA,G130M,1291.000,11625,2010-12-22 05:42:53,,,,41.756
LB2A07ICQ,CL-NGC-346-ELS-031,14.9751667,-72.0753611,3,2009-12-22 03:37:11,2009-12-22 03:37:11,0.200,COS   ,PSA,G130M,1291.000,11625,2010-12-22 05:43:02,,,,41.756
LB2A06010,CL-NGC-346-ELS-046,14.8826667,-72.2264444,3,2009-12-22 02:25:41,2009-12-22 02:31:41,360.000,COS   ,PSA,G130M,1291.000,11625,2010-12-22 05:00:54,LB2A06010,,,32.865
