;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
ogg0m404-kb82-20200828-0209-e91.fits.fz  59090.617183091  59090.617529572  5450  2.6660e-15  8.5944e-17
ogg0m406-kb27-20200829-0178-e91.fits.fz  59091.591030660  59091.591377176  5450  3.0333e-15  1.5582e-16
ogg0m406-kb27-20200830-0238-e91.fits.fz  59092.598237431  59092.598583959  5450  3.0797e-15  1.0608e-16
ogg0m404-kb82-20200831-0178-e91.fits.fz  59093.600973264  59093.601319804  5450  2.6794e-15  9.1672e-17
ogg0m404-kb82-20200901-0262-e91.fits.fz  59094.618708994  59094.619055579  5450  2.1766e-15  9.0231e-17
ogg0m404-kb82-20200916-0343-e91.fits.fz  59109.594964792  59109.595311308  5450  3.2116e-15  7.4845e-17
ogg0m404-kb82-20200919-0078-e91.fits.fz  59112.557450406  59112.557796957  5450  3.7268e-15  9.1446e-17
ogg0m404-kb82-20200920-0186-e91.fits.fz  59113.529828426  59113.530174885  5450  4.0256e-15  1.0915e-16
coj0m405-kb56-20200923-0140-e91.fits.fz  59115.686646760  59115.686997339  5450  4.1309e-15  1.3206e-16
coj0m403-kb24-20201201-0167-e91.fits.fz  59184.636290267  59184.636640209  5450  3.0595e-15  1.9292e-16
cpt0m407-kb84-20201202-0131-e91.fits.fz  59185.861758716  59185.862109190  5450  3.6789e-15  1.2743e-16
lsc0m409-kb29-20201203-0119-e91.fits.fz  59187.100898369  59187.101248890  5450  1.5514e-15  1.2154e-16
coj0m403-kb24-20201204-0177-e91.fits.fz  59187.636307130  59187.636657061  5450  2.5637e-15  7.6151e-17
tfn0m414-kb81-20201205-0054-e91.fits.fz  59188.968891667  59188.969242223  5450  1.9943e-15  3.2808e-16
cpt0m407-kb84-20201207-0139-e91.fits.fz  59190.888147743  59190.888498253  5450  3.1377e-15  1.1867e-16
coj0m403-kb24-20201208-0174-e91.fits.fz  59191.636341123  59191.636691100  5450  3.1161e-15  8.4411e-17
coj0m403-kb24-20201209-0195-e91.fits.fz  59192.636460579  59192.636810452  5450  1.8561e-15  9.0114e-17
tfn0m410-kb98-20201210-0133-e91.fits.fz  59193.931015464  59193.931365938  5450  2.7152e-15  2.7796e-16
lsc0m412-kb26-20201211-0088-e91.fits.fz  59195.083331251  59195.083681737  5450  2.3476e-15  2.2272e-16
lsc0m412-kb26-20201211-0155-e91.fits.fz  59195.261213253  59195.261563762  5450  2.7033e-15  2.2192e-16
elp0m411-kb92-20201212-0259-e91.fits.fz  59196.355217477  59196.355567987  5450  3.6255e-15  2.1241e-16
tfn0m414-kb81-20201215-0204-e91.fits.fz  59199.084405313  59199.084755799  5450  3.1279e-15  2.1535e-16
cpt0m407-kb84-20201216-0112-e91.fits.fz  59199.945470452  59199.945820950  5450  3.4073e-15  1.4740e-16
tfn0m410-kb98-20201217-0107-e91.fits.fz  59200.934872038  59200.935222547  5450  3.4775e-15  3.3700e-16
tfn0m414-kb81-20201218-0131-e91.fits.fz  59201.913419468  59201.913769920  5450  4.3148e-15  2.4816e-16
tfn0m410-kb98-20201220-0162-e91.fits.fz  59204.028137674  59204.028488160  5450  3.0564e-15  4.4808e-16
ogg0m406-kb27-20201222-0161-e91.fits.fz  59206.531427096  59206.531773704  5450  3.6226e-15  1.0657e-16
ogg0m406-kb27-20201223-0177-e91.fits.fz  59207.514384723  59207.514731262  5450  4.1160e-15  9.8547e-17
ogg0m406-kb27-20201225-0157-e91.fits.fz  59209.514734491  59209.515081031  5450  4.0267e-15  1.1773e-16
ogg0m404-kb82-20201226-0087-e91.fits.fz  59210.505707929  59210.506054445  5450  2.7372e-15  9.8618e-17
ogg0m406-kb27-20201228-0109-e91.fits.fz  59212.505703994  59212.506050602  5450  7.6237e-16  1.1439e-16
ogg0m406-kb27-20201229-0153-e91.fits.fz  59213.511796031  59213.512142547  5450  1.6497e-15  1.4292e-16
lsc0m409-kb29-20210310-0100-e91.fits.fz  59284.039914931  59284.040265452  5450  1.4940e-14  1.8184e-16
lsc0m412-kb26-20210311-0067-e91.fits.fz  59285.007351471  59285.007701968  5450  4.9937e-15  3.9230e-16
lsc0m409-kb29-20210312-0059-e91.fits.fz  59286.003687651  59286.004038264  5450  3.5163e-15  1.5862e-16
lsc0m409-kb29-20210313-0107-e91.fits.fz  59287.037015186  59287.037365672  5450  3.1731e-15  1.4860e-16
lsc0m409-kb29-20210314-0071-e91.fits.fz  59288.003766841  59288.004117315  5450  3.2569e-15  1.5967e-16
coj0m403-kb24-20210316-0068-e91.fits.fz  59289.389079514  59289.389429445  5450  2.2676e-15  1.4938e-16
lsc0m412-kb26-20210316-0081-e91.fits.fz  59290.008040255  59290.008390730  5450  1.7189e-15  2.9917e-16
lsc0m409-kb29-20210317-0064-e91.fits.fz  59291.010667327  59291.011017813  5450  1.2998e-15  1.4938e-16
lsc0m409-kb29-20210318-0074-e91.fits.fz  59292.003651899  59292.004002408  5450  1.8703e-15  1.6394e-16
elp0m411-kb92-20210319-0064-e91.fits.fz  59293.083010707  59293.083361216  5450  3.9557e-15  1.9813e-16
ogg0m404-kb82-20200828-0210-e91.fits.fz  59090.617756239  59090.617929110  7670  3.4803e-15  1.1815e-16
ogg0m406-kb27-20200829-0179-e91.fits.fz  59091.591703102  59091.591876042  7670  3.8687e-15  1.8552e-16
ogg0m406-kb27-20200830-0239-e91.fits.fz  59092.598812200  59092.598985128  7670  3.6170e-15  1.3882e-16
ogg0m404-kb82-20200831-0179-e91.fits.fz  59093.601549549  59093.601722443  7670  3.5872e-15  1.1858e-16
ogg0m404-kb82-20200901-0263-e91.fits.fz  59094.619277894  59094.619450834  7670  3.2564e-15  1.3515e-16
ogg0m404-kb82-20200916-0344-e91.fits.fz  59109.595537581  59109.595710498  7670  3.8614e-15  1.1429e-16
ogg0m404-kb82-20200919-0079-e91.fits.fz  59112.558018600  59112.558191563  7670  4.1675e-15  1.3179e-16
ogg0m404-kb82-20200920-0187-e91.fits.fz  59113.530405521  59113.530578473  7670  4.4438e-15  1.4301e-16
coj0m405-kb56-20200923-0141-e91.fits.fz  59115.687237165  59115.687414017  7670  5.1019e-15  1.7120e-16
coj0m403-kb24-20201201-0168-e91.fits.fz  59184.636885521  59184.637061818  7670  3.7683e-15  2.1955e-16
cpt0m407-kb84-20201202-0132-e91.fits.fz  59185.862278843  59185.862455718  7670  3.8655e-15  1.7167e-16
lsc0m409-kb29-20201203-0120-e91.fits.fz  59187.101475162  59187.101652118  7670  2.3870e-15  1.4880e-16
coj0m403-kb24-20201204-0178-e91.fits.fz  59187.636948577  59187.637124839  7670  3.6791e-15  1.1167e-16
tfn0m414-kb81-20201205-0055-e91.fits.fz  59188.969469353  59188.969646320  7670  3.1754e-15  4.6129e-16
cpt0m407-kb84-20201207-0140-e91.fits.fz  59190.888663380  59190.888840255  7670  3.7157e-15  1.6547e-16
coj0m403-kb24-20201208-0175-e91.fits.fz  59191.636923993  59191.637100301  7670  3.8979e-15  1.2035e-16
coj0m403-kb24-20201209-0196-e91.fits.fz  59192.637047836  59192.637224225  7670  3.1530e-15  1.2770e-16
tfn0m410-kb98-20201210-0134-e91.fits.fz  59193.931640845  59193.931817790  7670  4.1551e-15  4.1982e-16
lsc0m412-kb26-20201211-0089-e91.fits.fz  59195.083846748  59195.084023635  7670  3.0373e-15  2.4559e-16
lsc0m412-kb26-20201211-0156-e91.fits.fz  59195.261733554  59195.261910406  7670  4.2880e-15  2.7258e-16
elp0m411-kb92-20201212-0260-e91.fits.fz  59196.355748762  59196.355925637  7670  4.8663e-15  2.5173e-16
cpt0m407-kb84-20201214-0116-e91.fits.fz  59197.904329086  59197.904506007  7670  3.3684e-15  6.1786e-16
tfn0m414-kb81-20201215-0205-e91.fits.fz  59199.084986262  59199.085163125  7670  3.4327e-15  3.1450e-16
cpt0m407-kb84-20201216-0113-e91.fits.fz  59199.945989109  59199.946165973  7670  3.2581e-15  2.0074e-16
tfn0m414-kb81-20201218-0132-e91.fits.fz  59201.914068889  59201.914245776  7670  4.5402e-15  3.2934e-16
cpt0m407-kb84-20201219-0141-e91.fits.fz  59203.011649966  59203.011826818  7670  2.7345e-15  3.3674e-16
ogg0m406-kb27-20201222-0162-e91.fits.fz  59206.531994665  59206.532167570  7670  4.0228e-15  1.4428e-16
ogg0m406-kb27-20201223-0178-e91.fits.fz  59207.514952338  59207.515125255  7670  4.6584e-15  1.4069e-16
cpt0m407-kb84-20201225-0121-e91.fits.fz  59208.994868611  59208.995045510  7670  2.6641e-15  2.9619e-16
ogg0m406-kb27-20201225-0158-e91.fits.fz  59209.515300371  59209.515473276  7670  4.9720e-15  1.6129e-16
ogg0m404-kb82-20201226-0088-e91.fits.fz  59210.506273184  59210.506446089  7670  3.5739e-15  1.4745e-16
tfn0m410-kb98-20201228-0096-e91.fits.fz  59211.882512072  59211.882688959  7670  2.2700e-15  4.3023e-16
ogg0m406-kb27-20201228-0110-e91.fits.fz  59212.506275811  59212.506448716  7670  2.0543e-15  1.5152e-16
ogg0m406-kb27-20201229-0154-e91.fits.fz  59213.512376436  59213.512549375  7670  2.8912e-15  1.5409e-16
lsc0m409-kb29-20210310-0101-e91.fits.fz  59284.040517223  59284.040694144  7670  1.1848e-14  2.2356e-16
lsc0m409-kb29-20210312-0060-e91.fits.fz  59286.004274399  59286.004451343  7670  4.2342e-15  1.9234e-16
lsc0m409-kb29-20210313-0108-e91.fits.fz  59287.037579121  59287.037756066  7670  3.9099e-15  1.9349e-16
lsc0m409-kb29-20210314-0072-e91.fits.fz  59288.004325649  59288.004502640  7670  4.4688e-15  2.2003e-16
coj0m403-kb24-20210316-0069-e91.fits.fz  59289.389654977  59289.389831366  7670  3.3182e-15  2.6802e-16
