radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
234.523091,0.471,-34.79298,0.487,NA,NA,0,NA,NA,0,NA,NA,0,18.464,0.084,3,16.655,0.028,3,16.128,0.17,3,NA,NA,0,NA,NA,0
234.523604,0.293,-34.820937,0.257,16.512,0.06,3,17.72,0.102,3,NA,NA,0,17.244,0.12,5,15.948,0.051,5,15.514,0.182,5,NA,NA,0,NA,NA,0
234.52566,0.388,-34.799994,0.245,15.99,0.034,4,17.293,0.059,4,NA,NA,0,16.626,0.092,8,15.466,0.062,8,14.877,0.096,8,NA,NA,0,NA,NA,0
234.528292,0.593,-34.773673,0.328,16.718,0.086,1,17.903,0.169,1,NA,NA,0,17.514,0.091,4,16.185,0.041,4,15.406,0.171,4,NA,NA,0,NA,NA,0
234.534183,0.231,-34.85999,0.238,13.613,0.031,8,14.514,0.027,8,NA,NA,0,14.062,0.019,8,13.303,0.032,8,12.962,0.046,8,NA,NA,0,NA,NA,0
234.538248,0.487,-34.75446,0.288,16.759,0.019,2,18.007,0.047,2,NA,NA,0,17.451,0.137,5,16.024,0.056,5,15.166,0.078,5,NA,NA,0,NA,NA,0
234.538367,0.428,-34.677598,0.231,NA,NA,0,NA,NA,0,NA,NA,0,18.095,0.044,3,16.614,0.056,3,15.884,0.133,3,NA,NA,0,NA,NA,0
234.543943,0.325,-34.839324,0.203,17.185,0.136,1,18.681,0.37,1,NA,NA,0,17.774,0.189,4,16.795,0.055,4,16.212,0.175,3,NA,NA,0,NA,NA,0
234.544661,0.144,-34.801856,0.39,NA,NA,0,NA,NA,0,NA,NA,0,18.765,0.231,1,17.143,0.136,1,NA,NA,0,NA,NA,0,NA,NA,0
234.552417,0.502,-34.831984,0.236,15.83,0.031,5,16.983,0.021,5,NA,NA,0,16.46,0.122,8,15.432,0.053,8,15.057,0.141,8,NA,NA,0,NA,NA,0
234.553057,0.338,-34.837954,0.216,16.868,0.103,1,18.678,0.349,1,NA,NA,0,17.777,0.038,4,16.296,0.072,4,15.74,0.023,4,NA,NA,0,NA,NA,0
234.553977,0.158,-34.896672,0.25,NA,NA,0,NA,NA,0,NA,NA,0,18.199,0.147,1,16.665,0.092,1,15.978,0.132,1,NA,NA,0,NA,NA,0
234.557533,0.453,-34.882609,0.268,NA,NA,0,NA,NA,0,NA,NA,0,17.46,0.078,4,15.946,0.14,4,15.051,0.044,4,NA,NA,0,NA,NA,0
234.558043,0.281,-34.70815,0.449,NA,NA,0,NA,NA,0,NA,NA,0,19.474,0.475,1,17.07,0.134,1,15.999,0.149,1,NA,NA,0,NA,NA,0
234.558054,0.837,-34.806561,0.391,NA,NA,0,NA,NA,0,NA,NA,0,18.929,0.295,1,17.093,0.14,1,16.395,0.196,1,NA,NA,0,NA,NA,0
234.558663,0.434,-34.826958,0.189,16.562,0.063,3,17.984,0.044,3,NA,NA,0,17.299,0.042,4,15.907,0.043,4,15.254,0.094,4,NA,NA,0,NA,NA,0
234.558825,0.384,-34.841924,0.308,16.859,0.137,3,17.908,0.263,3,NA,NA,0,17.394,0.074,4,16.272,0.07,4,15.856,0.086,3,NA,NA,0,NA,NA,0
234.561834,0.766,-34.735706,0.442,NA,NA,0,NA,NA,0,NA,NA,0,18.469,0.133,3,16.97,0.108,3,16.183,0.174,3,NA,NA,0,NA,NA,0
234.563666,0.24,-34.699659,0.185,NA,NA,0,NA,NA,0,NA,NA,0,18.907,0.276,1,17.213,0.149,1,16.277,0.179,1,NA,NA,0,NA,NA,0
