160.996931,-49.587643, 9.668,1140.41, 268.82,160.996887,-49.587641,854049.00000,0.103
161.075200,-49.840874, 9.727,1583.84,2613.89,161.075308,-49.840874,785181.06250,0.252
161.079590,-49.734218,10.467,1620.48,1628.74,161.079584,-49.734231,413268.65625,0.049
161.267442,-49.945771,10.629,2715.04,3597.58,161.267379,-49.945777,337545.65625,0.149
161.151559,-49.708072,10.995,2053.00,1392.14,161.151506,-49.708078,238451.35938,0.123
161.007657,-49.977137,11.063,1167.90,3868.84,161.007701,-49.977153,236124.04688,0.118
161.299239,-49.749892,11.921,2930.02,1790.31,161.299196,-49.749902, 97672.21875,0.107
161.262005,-49.719674,11.977,2711.46,1508.05,161.261945,-49.719693,105055.01562,0.156
161.287666,-49.605210,12.155,2879.68, 452.31,161.287609,-49.605207, 82414.27344,0.134
161.024278,-49.954387,12.584,1268.71,3659.67,161.024291,-49.954405, 54970.01562,0.070
161.148709,-49.895891,12.725,2014.48,3126.99,161.148614,-49.895846, 32860.66406,0.274
161.405029,-49.767788,12.790,3557.24,1964.48,161.404686,-49.767733, 43713.46875,0.824
160.979101,-49.856768,13.093,1009.22,2754.71,160.979131,-49.856772, 30214.16992,0.070
161.122211,-49.755129,13.096,1872.75,1824.98,161.122208,-49.755149, 33854.42188,0.073
161.172442,-49.862591,13.252,2159.94,2821.21,161.172402,-49.862564, 30013.61328,0.134
