radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
165.117684,0.727,-34.703223,0.564,17.121,0.053,3,17.983,0.177,3,NA,NA,0,17.497,0.081,3,16.893,0.122,3,16.339,0.037,2,NA,NA,0,NA,NA,0
165.125519,0.871,-34.70201,0.342,17.265,0.046,3,18.014,0.049,3,NA,NA,0,17.652,0.115,4,17.115,0.168,4,NA,NA,0,NA,NA,0,NA,NA,0
165.130278,0.713,-34.768317,0.347,16.863,0.157,6,17.383,0.253,6,NA,NA,0,17.257,0.139,5,16.768,0.143,4,16.039,0.253,1,NA,NA,0,NA,NA,0
165.131303,0.372,-34.795013,0.3,14.453,0.061,6,15.655,0.084,6,NA,NA,0,15.027,0.025,5,14.147,0.041,5,13.757,0.053,5,13.759,5.505,1,NA,NA,0
165.13754,0.161,-34.658481,0.454,NA,NA,0,NA,NA,0,NA,NA,0,18.156,0.133,1,17.547,0.236,1,NA,NA,0,NA,NA,0,NA,NA,0
165.143713,0.244,-34.604505,0.246,14.772,0.097,6,15.4,0.057,6,NA,NA,0,15.088,0.021,5,14.675,0.047,5,14.569,0.081,5,NA,NA,0,NA,NA,0
165.146865,0.167,-34.805083,0.163,15.045,0.112,6,15.931,0.091,6,NA,NA,0,15.496,0.027,6,14.846,0.038,6,14.588,0.057,5,NA,NA,0,NA,NA,0
165.148419,0.215,-34.648876,0.3,14.773,0.099,6,15.495,0.096,6,NA,NA,0,15.137,0.017,6,14.643,0.039,6,14.465,0.04,5,NA,NA,0,NA,NA,0
165.149271,0.487,-34.593923,0.294,16.132,0.224,6,16.765,0.169,6,NA,NA,0,16.391,0.09,6,15.96,0.081,6,15.622,0.111,5,NA,NA,0,NA,NA,0
165.150708,0.212,-34.713212,0.158,14.907,0.09,6,15.845,0.081,6,NA,NA,0,15.372,0.033,6,14.697,0.034,6,14.394,0.048,5,NA,NA,0,NA,NA,0
165.154676,0.359,-34.743781,0.198,15.169,0.132,6,15.818,0.08,6,NA,NA,0,15.481,0.048,6,15,0.084,6,14.874,0.119,5,NA,NA,0,NA,NA,0
165.156,0.231,-34.717597,0.431,14.424,0.097,6,15.128,0.041,6,NA,NA,0,14.767,0.033,6,14.296,0.033,6,14.091,0.051,5,NA,NA,0,NA,NA,0
165.157665,0.33,-34.740003,0.262,16.224,0.112,4,17.228,0.134,4,NA,NA,0,16.71,0.07,6,15.91,0.101,6,15.569,0.084,4,NA,NA,0,NA,NA,0
165.158438,0.487,-34.729358,0.454,16.803,0.224,5,17.355,0.337,5,NA,NA,0,16.997,0.106,6,16.713,0.118,6,16.318,0.044,2,NA,NA,0,NA,NA,0
165.160289,0.584,-34.579077,0.455,16.886,0.151,3,17.926,0.269,3,NA,NA,0,17.44,0.054,5,16.718,0.167,5,16.427,0.321,2,NA,NA,0,NA,NA,0
165.167038,0.498,-34.781651,0.227,15.908,0.097,7,16.493,0.131,7,NA,NA,0,16.224,0.066,7,15.812,0.107,7,15.681,0.165,5,NA,NA,0,NA,NA,0
165.168659,0.282,-34.67048,0.198,15.5,0.115,7,16.122,0.085,7,NA,NA,0,15.805,0.122,7,15.299,0.066,7,15.194,0.058,6,NA,NA,0,NA,NA,0
165.169721,0.169,-34.643807,0.272,15.497,0.118,7,16.427,0.194,7,NA,NA,0,16.03,0.193,7,15.333,0.062,7,15.152,0.069,6,NA,NA,0,NA,NA,0
165.171491,0.201,-34.803069,0.231,15.297,0.07,7,16.054,0.123,7,NA,NA,0,15.613,0.042,7,15.12,0.047,7,14.865,0.038,6,NA,NA,0,NA,NA,0
165.174933,0.49,-34.751095,0.29,15.832,0.097,7,16.553,0.106,7,NA,NA,0,16.251,0.081,7,15.64,0.077,7,15.435,0.059,6,NA,NA,0,NA,NA,0
165.175186,0.173,-34.837584,0.104,10.916,0.078,8,11.542,0.066,7,NA,NA,0,11.215,0.021,4,10.811,0.11,5,10.605,0.122,5,10.552,1.253,1,NA,NA,0
165.17586,0.255,-34.858426,0.196,15.481,0.088,7,16.153,0.037,7,NA,NA,0,15.81,0.056,7,15.344,0.064,7,15.175,0.102,6,NA,NA,0,NA,NA,0
165.176697,0.491,-34.64363,0.232,15.807,0.174,7,16.39,0.176,7,NA,NA,0,16.1,0.06,7,15.631,0.067,7,15.465,0.124,6,NA,NA,0,NA,NA,0
165.177543,0.315,-34.677834,0.535,NA,NA,0,NA,NA,0,NA,NA,0,18.639,0.252,1,17.595,0.226,1,NA,NA,0,NA,NA,0,NA,NA,0
165.181933,0.375,-34.621684,0.337,14.118,0.089,7,14.662,0.088,7,NA,NA,0,14.39,0.016,7,14.039,0.031,7,13.893,0.042,6,13.683,5.293,1,NA,NA,0
165.184518,0.215,-34.827583,0.189,15.793,0.012,2,17.021,0.165,2,NA,NA,0,16.486,0.157,1,15.83,0.126,1,15.646,0.241,1,NA,NA,0,NA,NA,0
165.184617,0.167,-34.819351,0.713,NA,NA,0,NA,NA,0,NA,NA,0,17.604,0.339,1,NA,NA,0,15.962,0.277,1,NA,NA,0,NA,NA,0
165.186103,0.635,-34.676004,0.469,16.599,0.066,5,17.308,0.094,5,NA,NA,0,16.947,0.055,7,16.464,0.102,7,16.125,0.086,3,NA,NA,0,NA,NA,0
165.186218,0.346,-34.573547,0.259,15.366,0.08,7,15.987,0.1,7,NA,NA,0,15.678,0.031,6,15.25,0.055,6,15.062,0.07,5,NA,NA,0,NA,NA,0
165.187638,0.379,-34.531518,0.302,16.152,0.149,6,16.864,0.147,6,NA,NA,0,16.516,0.049,7,16.093,0.124,7,15.912,0.081,5,NA,NA,0,NA,NA,0
165.187967,0.165,-34.801277,0.197,NA,NA,0,NA,NA,0,NA,NA,0,18.766,0.239,1,17.222,0.174,1,NA,NA,0,NA,NA,0,NA,NA,0
165.189269,0.308,-34.604756,0.222,15.508,0.083,7,16.13,0.132,7,NA,NA,0,15.836,0.025,7,15.346,0.067,7,15.145,0.135,6,NA,NA,0,NA,NA,0
165.191387,0.658,-34.630676,0.517,16.614,0.149,5,17.573,0.191,5,NA,NA,0,17.094,0.092,6,16.455,0.061,6,16.194,0.404,4,NA,NA,0,NA,NA,0
165.19304,0.482,-34.797834,0.246,16.093,0.068,6,16.819,0.128,6,NA,NA,0,16.476,0.068,7,15.99,0.055,7,15.586,0.183,4,NA,NA,0,NA,NA,0
165.194638,0.572,-34.582661,0.482,17.025,0.243,4,17.769,0.087,4,NA,NA,0,17.396,0.054,4,17.068,0.21,4,NA,NA,0,NA,NA,0,NA,NA,0
165.194842,0.343,-34.71326,0.272,15.994,0.069,6,16.899,0.127,6,NA,NA,0,16.446,0.056,6,15.774,0.086,6,15.605,0.222,5,NA,NA,0,NA,NA,0
165.195382,0.545,-34.784953,0.442,16.828,0.342,4,17.5,0.226,4,NA,NA,0,17.271,0.038,4,16.711,0.149,4,16.301,0.205,1,NA,NA,0,NA,NA,0
165.196131,0.657,-34.806908,0.434,17.091,0.141,3,17.943,0.097,3,NA,NA,0,17.568,0.115,4,16.816,0.178,4,16.268,0.214,1,NA,NA,0,NA,NA,0
165.197314,0.312,-34.727283,0.134,15.382,0.102,7,16.091,0.112,7,NA,NA,0,15.765,0.042,7,15.163,0.064,7,14.844,0.119,6,NA,NA,0,NA,NA,0
165.197589,0.316,-34.768562,0.286,15.707,0.132,7,16.325,0.105,7,NA,NA,0,16.004,0.047,7,15.569,0.049,7,15.431,0.136,6,NA,NA,0,NA,NA,0
165.200244,0.381,-34.833163,0.148,8.572,0.002,1,9.883,0.004,1,NA,NA,0,9.191,0.002,1,7.891,0.002,1,7.401,0.003,1,7.524,0.313,1,NA,NA,0
165.202361,0.197,-34.782137,0.197,13.555,0.093,8,14.2,0.078,8,NA,NA,0,13.863,0.018,8,13.429,0.031,8,13.261,0.025,8,13.622,5.099,1,NA,NA,0
165.202924,0.052,-34.76285,0.421,NA,NA,0,NA,NA,0,NA,NA,0,18.421,0.175,1,17.997,0.327,1,NA,NA,0,NA,NA,0,NA,NA,0
165.207142,1.217,-34.645245,0.821,17.43,0.201,1,18.159,0.209,1,NA,NA,0,17.855,0.085,4,17.145,0.182,4,16.414,0.178,3,NA,NA,0,NA,NA,0
165.208091,0.679,-34.669277,0.391,NA,NA,0,NA,NA,0,NA,NA,0,18.027,0.109,4,16.723,0.092,4,16.548,0.258,2,NA,NA,0,NA,NA,0
165.208142,0.605,-34.758967,0.421,17.21,0.171,4,17.946,0.142,4,NA,NA,0,17.594,0.131,5,16.967,0.055,5,NA,NA,0,NA,NA,0,NA,NA,0
165.209559,0.657,-34.714121,0.341,16.381,0.205,2,17.819,0.32,2,NA,NA,0,17.372,0.078,5,16.09,0.122,5,15.637,0.078,5,NA,NA,0,NA,NA,0
165.210602,0.462,-34.762906,0.394,17.437,0.13,2,18.29,0.09,2,NA,NA,0,17.893,0.101,2,17.599,0.118,2,NA,NA,0,NA,NA,0,NA,NA,0
165.210702,0.46,-34.858205,0.415,17.96,0.316,1,19.249,0.598,1,NA,NA,0,17.938,0.014,2,17.593,0.062,2,NA,NA,0,NA,NA,0,NA,NA,0
165.211887,0.309,-34.80705,0.238,15.892,0.23,8,16.679,0.132,8,NA,NA,0,16.255,0.048,8,15.613,0.076,8,15.366,0.099,8,NA,NA,0,NA,NA,0
165.212022,0.818,-34.715046,0.526,16.244,0.067,1,NA,NA,0,NA,NA,0,NA,NA,0,15.866,0.076,1,15.654,0.056,2,NA,NA,0,NA,NA,0
165.213136,0.103,-34.547959,0.197,NA,NA,0,NA,NA,0,NA,NA,0,18.298,0.166,1,17.245,0.184,1,NA,NA,0,NA,NA,0,NA,NA,0
165.213873,0.461,-34.715849,0.264,16.253,0.149,5,17.188,0.15,6,NA,NA,0,16.749,0.119,8,15.919,0.072,7,15.554,0.128,6,NA,NA,0,NA,NA,0
165.214068,0.475,-34.896659,0.356,16.802,0.087,4,17.666,0.055,4,NA,NA,0,17.331,0.153,7,16.412,0.078,7,15.988,0.152,6,NA,NA,0,NA,NA,0
165.215282,0.33,-34.577144,0.36,16.226,0.122,7,16.991,0.15,7,NA,NA,0,16.588,0.098,8,16.115,0.136,8,15.781,0.18,6,NA,NA,0,NA,NA,0
165.216644,0.777,-34.640938,0.384,17.128,0.234,7,17.31,0.234,7,NA,NA,0,17.146,0.107,7,17.029,0.172,7,16.828,0.313,1,NA,NA,0,NA,NA,0
165.217688,0.252,-34.775008,0.135,NA,NA,0,NA,NA,0,NA,NA,0,18.538,0.2,1,18.032,0.335,1,NA,NA,0,NA,NA,0,NA,NA,0
165.219521,0.292,-34.865733,0.144,14.938,0.088,8,15.702,0.083,8,NA,NA,0,15.306,0.04,8,14.75,0.041,8,14.56,0.052,8,NA,NA,0,NA,NA,0
165.220505,0.54,-34.727764,0.41,16.896,0.028,4,17.816,0.069,4,NA,NA,0,17.548,0.347,5,16.392,0.108,5,16.072,0.105,4,NA,NA,0,NA,NA,0
165.223611,0.443,-34.742999,0.31,16.244,0.186,7,17.01,0.121,7,NA,NA,0,16.628,0.1,8,16.186,0.098,8,15.897,0.21,6,NA,NA,0,NA,NA,0
165.226689,0.344,-34.717133,0.154,17.775,0.242,1,18.096,0.211,1,NA,NA,0,18.013,0.135,1,17.425,0.192,1,NA,NA,0,NA,NA,0,NA,NA,0
165.227607,0.256,-34.912741,0.221,15.538,0.061,8,16.418,0.095,8,NA,NA,0,15.944,0.046,8,15.255,0.052,8,15.03,0.09,8,NA,NA,0,NA,NA,0
165.229247,0.267,-34.626426,0.127,12.653,0.08,8,13.088,0.075,8,NA,NA,0,12.854,0.017,8,12.626,0.019,8,12.543,0.015,8,12.625,3.23,1,NA,NA,0
165.232231,0.347,-34.759085,0.247,16.075,0.105,8,16.611,0.104,8,NA,NA,0,16.356,0.087,8,15.88,0.068,8,15.787,0.125,6,NA,NA,0,NA,NA,0
165.234162,0.5,-34.812135,0.358,14.821,0.091,6,15.806,0.1,6,NA,NA,0,15.312,0.027,5,14.525,0.027,4,14.26,0.06,4,NA,NA,0,NA,NA,0
165.234842,0.582,-34.843401,0.376,16.696,0.118,5,17.508,0.193,5,NA,NA,0,17.009,0.045,7,16.451,0.167,7,16.121,0.093,5,NA,NA,0,NA,NA,0
165.235323,0.947,-34.523275,0.519,17.003,0.062,4,17.78,0.12,4,NA,NA,0,17.372,0.059,6,16.787,0.113,6,16.563,0.16,3,NA,NA,0,NA,NA,0
165.236078,0.228,-34.826124,0.165,15.465,0.089,8,16.162,0.135,8,NA,NA,0,15.763,0.06,8,15.318,0.058,8,15.115,0.084,8,NA,NA,0,NA,NA,0
165.237559,0.35,-34.800653,0.16,9.004,0.003,1,10.237,0.038,3,NA,NA,0,9.547,0.002,1,8.371,0.002,1,7.95,0.003,1,8.109,0.409,1,NA,NA,0
165.238574,0.343,-34.745908,0.288,15.898,0.083,8,16.498,0.119,8,NA,NA,0,16.232,0.123,8,15.73,0.086,8,15.586,0.134,8,NA,NA,0,NA,NA,0
165.238657,0.276,-34.572558,0.252,15.311,0.077,8,16.062,0.141,8,NA,NA,0,15.703,0.057,8,15.216,0.058,8,14.963,0.088,8,NA,NA,0,NA,NA,0
165.239698,1.068,-34.488195,0.503,17.531,0.134,3,18.259,0.058,3,NA,NA,0,18.057,0.102,4,17.325,0.042,4,16.403,0.248,1,NA,NA,0,NA,NA,0
165.240127,0.367,-34.550051,0.287,16.652,0.074,4,17.732,0.175,4,NA,NA,0,17.123,0.062,7,16.499,0.081,7,16.102,0.144,4,NA,NA,0,NA,NA,0
165.242085,0.035,-34.534759,0.101,NA,NA,0,NA,NA,0,NA,NA,0,17.815,0.125,1,17.56,0.302,1,NA,NA,0,NA,NA,0,NA,NA,0
165.243174,0.357,-34.860505,0.418,17.151,0.142,3,17.791,0.096,3,NA,NA,0,17.463,0.061,5,17.018,0.113,5,NA,NA,0,NA,NA,0,NA,NA,0
165.24353,0.378,-34.889885,0.277,14.084,0.075,8,14.741,0.07,8,NA,NA,0,14.4,0.025,8,13.973,0.017,8,13.79,0.025,8,NA,NA,0,NA,NA,0
165.24381,0.745,-34.761281,0.363,17.165,0.07,3,18.007,0.041,3,NA,NA,0,17.561,0.087,4,16.875,0.085,4,NA,NA,0,NA,NA,0,NA,NA,0
165.243836,0.685,-34.732043,0.339,17.018,0.174,4,17.818,0.138,4,NA,NA,0,17.465,0.184,5,16.904,0.159,5,16.68,0.039,2,NA,NA,0,NA,NA,0
165.244885,0.279,-34.872037,0.202,16.05,0.089,7,16.878,0.11,7,NA,NA,0,16.393,0.054,8,15.86,0.128,8,15.748,0.184,6,NA,NA,0,NA,NA,0
165.245842,0.379,-34.701734,0.297,16.651,0.12,5,17.391,0.188,5,NA,NA,0,17.139,0.086,6,16.51,0.138,6,16.112,0.057,4,NA,NA,0,NA,NA,0
165.246312,0.302,-34.91855,0.22,14.409,0.085,8,14.945,0.066,8,NA,NA,0,14.673,0.031,8,14.328,0.032,8,14.199,0.042,8,NA,NA,0,NA,NA,0
165.246415,0.427,-34.753299,0.317,15.832,0.153,8,16.501,0.101,8,NA,NA,0,16.127,0.074,8,15.708,0.061,8,15.486,0.152,8,NA,NA,0,NA,NA,0
165.247662,0.706,-34.58755,0.488,17.592,0.037,2,18.048,0.008,2,NA,NA,0,17.826,0.085,3,17.465,0.051,2,17.23,0.451,1,NA,NA,0,NA,NA,0
165.24903,0.393,-34.878767,0.294,16.542,0.178,3,17.714,0.042,3,NA,NA,0,17.195,0.087,7,16.053,0.089,7,15.644,0.2,6,NA,NA,0,NA,NA,0
165.250599,0.077,-34.647355,0.443,NA,NA,0,NA,NA,0,NA,NA,0,18.457,0.179,1,17.685,0.253,1,NA,NA,0,NA,NA,0,NA,NA,0
