radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
236.606832,0.264,-35.501686,0.322,NA,NA,0,NA,NA,0,NA,NA,0,17.872,0.07,3,16.65,0.069,3,16.136,0.139,2,NA,NA,0,NA,NA,0
236.608437,0.493,-35.478592,0.195,15.694,0.273,4,17.113,0.113,4,NA,NA,0,16.435,0.028,5,15.085,0.223,5,14.403,0.233,4,NA,NA,0,NA,NA,0
236.613496,0.112,-35.422877,0.097,14.893,0.179,4,16.072,0.077,4,NA,NA,0,15.504,0.029,4,14.419,0.167,4,13.868,0.246,3,NA,NA,0,NA,NA,0
236.615614,0.98,-35.532852,0.593,17.034,0.125,1,18.01,0.174,1,NA,NA,0,17.541,0.125,3,15.965,0.079,2,15.222,0.282,2,NA,NA,0,NA,NA,0
236.616826,0.263,-35.438149,0.191,NA,NA,0,NA,NA,0,NA,NA,0,18.785,0.398,2,16.728,0.018,2,15.764,0.012,2,NA,NA,0,NA,NA,0
236.616861,0.197,-35.426994,0.035,NA,NA,0,NA,NA,0,NA,NA,0,18.13,0.145,1,17.42,0.195,1,NA,NA,0,NA,NA,0,NA,NA,0
236.61837,0.487,-35.499782,0.209,NA,NA,0,NA,NA,0,NA,NA,0,17.76,0.1,4,16.176,0.164,4,15.165,0.149,3,NA,NA,0,NA,NA,0
236.623861,0.21,-35.385817,0.16,15.632,0.163,4,16.621,0.075,4,NA,NA,0,16.166,0.03,4,15.171,0.184,4,14.766,0.237,3,NA,NA,0,NA,NA,0
236.62533,0.472,-35.561944,0.314,17.313,0.164,1,18.344,0.233,1,NA,NA,0,17.885,0.077,3,16.869,0.162,3,16.523,0.012,2,NA,NA,0,NA,NA,0
236.62597,0.824,-35.406847,0.262,NA,NA,0,NA,NA,0,NA,NA,0,18.439,0.096,2,17.153,0.023,2,NA,NA,0,NA,NA,0,NA,NA,0
236.626842,0.106,-35.473711,0.161,NA,NA,0,NA,NA,0,NA,NA,0,18.286,0.251,3,16.709,0.037,3,16.377,0.206,1,NA,NA,0,NA,NA,0
236.628112,0.132,-35.51999,0.181,NA,NA,0,NA,NA,0,NA,NA,0,18.332,0.167,1,16.974,0.136,1,16.157,0.175,1,NA,NA,0,NA,NA,0
236.63213,0.306,-35.578389,0.314,14.773,0.068,3,15.897,0.028,3,NA,NA,0,15.289,0.021,4,14.293,0.139,4,13.855,0.089,3,NA,NA,0,NA,NA,0
