radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
129.587263,0.359,-78.599518,0.396,14.315,0.038,4,15.103,0.045,4,NA,NA,0,14.66,0.033,4,14.07,0.04,4,14.062,0.234,4,13.595,0.3,3,NA,NA,0
129.615255,0.687,-78.605141,0.358,17.371,0.08,2,18.202,0.068,2,NA,NA,0,17.59,0.032,2,17.479,0.185,2,NA,NA,0,NA,NA,0,NA,NA,0
129.621778,0.517,-78.586813,0.315,17.208,0.121,2,18.021,0.051,2,NA,NA,0,17.573,0.029,3,16.711,0.074,3,16.316,0.082,2,NA,NA,0,NA,NA,0
129.636489,0.646,-78.636842,0.33,16.782,0.073,3,17.807,0.037,3,NA,NA,0,17.316,0.055,4,16.389,0.019,3,15.886,0.112,3,NA,NA,0,NA,NA,0
129.636924,0.237,-78.561457,0.211,15.321,0.088,4,16.035,0.043,4,NA,NA,0,15.679,0.055,4,15.153,0.037,4,15.099,0.275,4,NA,NA,0,NA,NA,0
129.656246,0.397,-78.484996,0.276,17.404,0.18,1,18.327,0.228,1,NA,NA,0,18.284,0.033,2,17.479,0.215,2,NA,NA,0,NA,NA,0,NA,NA,0
129.67027,0.437,-78.492968,0.32,14.448,0.027,4,15.066,0.028,4,NA,NA,0,14.733,0.028,4,14.322,0.023,4,14.283,0.252,4,NA,NA,0,NA,NA,0
129.681142,0.454,-78.50975,0.391,NA,NA,0,NA,NA,0,NA,NA,0,18.264,0.064,2,17.277,0.112,2,NA,NA,0,NA,NA,0,NA,NA,0
129.689323,0.766,-78.586684,0.336,16.25,0.086,4,17.067,0.038,4,NA,NA,0,16.616,0.04,4,16.09,0.022,4,16.063,0.428,3,NA,NA,0,NA,NA,0
129.690418,0.215,-78.507429,0.329,16.96,0.039,2,18.265,0.06,2,NA,NA,0,17.506,0.088,3,16.57,0.007,3,16.554,0.265,3,NA,NA,0,NA,NA,0
129.691258,0.769,-78.625274,0.539,16.939,0.02,3,17.678,0.14,3,NA,NA,0,17.3,0.073,4,16.639,0.14,4,16.577,0.047,2,NA,NA,0,NA,NA,0
129.700419,0.544,-78.459442,0.367,16.352,0.043,3,16.965,0.1,3,NA,NA,0,16.605,0.094,4,16.046,0.029,4,15.829,0.257,4,NA,NA,0,NA,NA,0
129.704369,0.399,-78.564655,0.256,17.48,0.101,3,18.076,0.124,3,NA,NA,0,17.833,0.092,3,17.274,0.068,3,NA,NA,0,NA,NA,0,NA,NA,0
129.706524,0.484,-78.614154,0.309,17.553,0.205,1,18.339,0.241,1,NA,NA,0,18.086,0.123,3,17.446,0.038,3,NA,NA,0,NA,NA,0,NA,NA,0
129.706948,0.526,-78.638829,0.477,17.036,0.041,3,18.026,0.167,3,NA,NA,0,17.393,0.034,3,16.744,0.09,3,NA,NA,0,NA,NA,0,NA,NA,0
129.710759,0.598,-78.644312,0.154,15.224,0.017,3,16.161,0.041,3,NA,NA,0,15.66,0.055,4,14.975,0.059,4,14.684,0.072,3,NA,NA,0,NA,NA,0
129.71169,0.322,-78.604855,0.236,16.387,0.01,3,17.782,0.041,3,NA,NA,0,17.033,0.05,3,15.756,0.127,4,15.436,0.225,4,NA,NA,0,NA,NA,0
129.720289,0.266,-78.501965,0.177,15.613,0.112,4,16.256,0.038,4,NA,NA,0,15.952,0.05,4,15.417,0.045,4,15.334,0.223,4,NA,NA,0,NA,NA,0
129.730071,0.189,-78.474709,0.188,15.186,0.039,4,16.192,0.039,4,NA,NA,0,15.652,0.032,4,14.885,0.026,4,14.604,0.051,3,NA,NA,0,NA,NA,0
129.732787,0.212,-78.467555,0.289,16.531,0.073,3,16.393,0.06,3,NA,NA,0,16.37,0.039,4,16.719,0.096,4,NA,NA,0,NA,NA,0,NA,NA,0
129.733564,0.385,-78.490647,0.388,13.948,0.034,4,14.525,0.043,4,NA,NA,0,14.194,0.041,4,13.815,0.039,4,13.821,0.242,4,13.733,0.039,2,NA,NA,0
129.739626,0.568,-78.606797,0.225,17.622,0.197,1,17.953,0.169,1,NA,NA,0,17.941,0.013,2,17.084,0.064,2,NA,NA,0,NA,NA,0,NA,NA,0
129.739917,0.376,-78.561558,0.264,17.069,0.024,2,18.048,0.014,2,NA,NA,0,17.494,0.04,3,16.443,0.091,3,15.983,0.269,2,NA,NA,0,NA,NA,0
129.740413,0.26,-78.52193,0.377,14.073,0.019,4,14.795,0.024,4,NA,NA,0,14.393,0.053,4,13.829,0.03,4,13.747,0.214,4,13.938,0.241,1,NA,NA,0
129.743785,0.59,-78.665415,0.463,NA,NA,0,NA,NA,0,NA,NA,0,17.818,0.091,3,17.044,0.125,3,16.658,0.081,2,NA,NA,0,NA,NA,0
129.746745,0.343,-78.571995,0.358,16.897,0.11,3,17.746,0.068,3,NA,NA,0,17.276,0.064,3,16.801,0.098,3,16.267,0.175,1,NA,NA,0,NA,NA,0
129.747472,0.255,-78.515583,0.368,13.785,0.03,4,14.502,0.035,4,NA,NA,0,14.128,0.044,4,13.577,0.038,4,13.515,0.209,4,13.308,0.227,3,NA,NA,0
129.767716,0.954,-78.583807,0.325,17.034,0.051,2,17.902,0.06,2,NA,NA,0,17.451,0.141,3,16.831,0.162,3,NA,NA,0,NA,NA,0,NA,NA,0
129.769107,0.165,-78.64004,0.113,10.067,0.036,6,10.685,0.103,8,NA,NA,0,10.476,0.254,8,9.92,0.06,5,9.921,0.176,5,9.759,0.057,4,NA,NA,0
129.770344,0.734,-78.601628,0.333,NA,NA,0,NA,NA,0,NA,NA,0,18.245,0.054,2,16.844,0.195,2,16.057,0.157,1,NA,NA,0,NA,NA,0
129.77078,0.306,-78.576422,0.626,14.821,0.032,4,15.946,0.046,4,NA,NA,0,15.375,0.01,4,14.46,0.028,4,14.197,0.235,4,14.005,0.269,1,NA,NA,0
129.772821,0.732,-78.609765,0.366,16.781,0.068,3,17.668,0.104,3,NA,NA,0,17.469,0.356,4,16.64,0.042,4,16.56,0.099,2,NA,NA,0,NA,NA,0
129.774573,0.352,-78.456996,0.244,16.613,0.026,3,17.304,0.082,3,NA,NA,0,17.006,0.045,3,16.432,0.064,3,16.272,0.219,2,NA,NA,0,NA,NA,0
129.77862,0.623,-78.697474,0.46,16.702,0.071,3,17.451,0.075,3,NA,NA,0,17.135,0.128,4,16.496,0.071,4,16.382,0.131,3,NA,NA,0,NA,NA,0
129.786117,0.445,-78.513452,0.212,15.786,0.04,3,16.578,0.027,3,NA,NA,0,16.108,0.035,4,15.496,0.026,4,15.412,0.239,4,NA,NA,0,NA,NA,0
129.799203,0.379,-78.713051,0.26,14.671,0.043,4,15.829,0.025,4,NA,NA,0,15.26,0.044,4,14.314,0.052,4,14.062,0.247,4,NA,NA,0,NA,NA,0
129.802935,0.362,-78.598238,0.311,16.974,0.067,3,17.742,0.11,3,NA,NA,0,17.433,0.047,3,16.803,0.068,3,16.68,0.295,1,NA,NA,0,NA,NA,0
129.816789,0.589,-78.577333,0.287,17.652,0.105,2,18.518,0.072,2,NA,NA,0,18.024,0.213,3,17.519,0.169,3,NA,NA,0,NA,NA,0,NA,NA,0
129.816834,0.439,-78.721765,0.348,17.154,0.028,2,18.089,0.282,2,NA,NA,0,17.671,0.161,3,17.025,0.068,3,NA,NA,0,NA,NA,0,NA,NA,0
129.820078,0.754,-78.443537,0.283,16.463,0.027,3,17.23,0.027,3,NA,NA,0,16.848,0.128,4,16.181,0.094,4,16.099,0.245,4,NA,NA,0,NA,NA,0
129.820205,0.279,-78.479722,0.184,15.938,0.033,3,16.589,0.012,3,NA,NA,0,16.173,0.017,4,15.718,0.066,4,15.619,0.316,4,NA,NA,0,NA,NA,0
129.822032,0.295,-78.588079,0.209,17.132,0.019,2,17.895,0.181,2,NA,NA,0,17.287,0.04,3,16.859,0.086,3,NA,NA,0,NA,NA,0,NA,NA,0
129.825968,0.483,-78.638618,0.334,17.082,0.1,2,17.894,0.119,2,NA,NA,0,17.395,0.08,3,16.934,0.134,3,NA,NA,0,NA,NA,0,NA,NA,0
129.826351,0.435,-78.702653,0.213,16.071,0.044,3,17.062,0.092,3,NA,NA,0,16.559,0.041,4,15.691,0.04,4,15.287,0.078,3,NA,NA,0,NA,NA,0
