radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
73.464733,0.232,30.328396,0.207,12.979,0.044,6,13.957,0.048,6,NA,NA,0,13.404,0.024,6,12.621,0.052,6,12.241,0.05,6,NA,NA,0,NA,NA,0
73.467636,0.08,30.308996,0.015,NA,NA,0,NA,NA,0,NA,NA,0,17.103,0.084,1,NA,NA,0,15.545,0.099,1,NA,NA,0,NA,NA,0
73.470698,0.366,30.433692,0.413,NA,NA,0,NA,NA,0,NA,NA,0,18.175,0.159,1,16.673,0.096,1,16.356,0.174,1,NA,NA,0,NA,NA,0
73.478092,0.25,30.36228,0.142,11.939,0.065,6,13.767,0.055,6,NA,NA,0,12.818,0.031,6,11.248,0.07,6,10.488,0.068,11,NA,NA,0,NA,NA,0
73.479358,0.357,30.409077,0.271,14.697,0.061,6,15.626,0.109,6,NA,NA,0,15.118,0.039,6,14.286,0.068,6,13.883,0.045,6,NA,NA,0,NA,NA,0
73.481958,0.372,30.353814,0.429,16.006,0.116,4,16.777,0.25,4,NA,NA,0,16.371,0.104,6,15.41,0.067,6,14.845,0.114,4,NA,NA,0,NA,NA,0
73.482171,0.523,30.426448,0.491,15.698,0.147,5,16.789,0.072,5,NA,NA,0,16.164,0.021,6,15.166,0.076,6,14.712,0.092,6,NA,NA,0,NA,NA,0
73.483735,0.31,30.279852,0.189,14.043,0.084,6,16.021,0.104,6,NA,NA,0,15,0.033,6,13.255,0.068,6,12.175,0.055,6,NA,NA,0,NA,NA,0
73.483769,0.198,30.288104,0.213,NA,NA,0,NA,NA,0,NA,NA,0,17.802,0.12,1,17.164,0.146,1,16.506,0.203,1,NA,NA,0,NA,NA,0
73.484624,0.291,30.413342,0.303,NA,NA,0,NA,NA,0,NA,NA,0,17.717,0.186,2,16.413,0.003,2,15.678,0.059,2,NA,NA,0,NA,NA,0
73.486426,0.434,30.373684,0.506,NA,NA,0,NA,NA,0,NA,NA,0,17.478,0.033,2,16.299,0.018,2,15.604,0.058,2,NA,NA,0,NA,NA,0
73.486925,0.306,30.33457,0.348,NA,NA,0,NA,NA,0,NA,NA,0,17.71,0.11,1,17.228,0.149,1,16.729,0.233,1,NA,NA,0,NA,NA,0
73.487138,0.405,30.396539,0.303,16.747,0.087,2,17.221,0.078,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
73.48787,0.288,30.278277,0.34,16.663,0.091,1,17.372,0.128,1,NA,NA,0,16.994,0.059,1,16.257,0.066,1,NA,NA,0,NA,NA,0,NA,NA,0
73.487964,0.351,30.406631,0.296,NA,NA,0,NA,NA,0,NA,NA,0,17.787,0.124,2,16.442,0.069,2,15.935,0.199,2,NA,NA,0,NA,NA,0
73.491159,0.427,30.389301,0.501,15.242,0.026,6,16.236,0.085,6,NA,NA,0,15.686,0.053,6,14.868,0.082,6,14.457,0.08,6,NA,NA,0,NA,NA,0
73.492089,0.546,30.369276,0.336,16.062,0.147,6,16.547,0.157,6,NA,NA,0,16.187,0.07,6,15.875,0.131,6,15.668,0.188,3,NA,NA,0,NA,NA,0
73.493588,0.287,30.397786,0.183,12.248,0.067,6,13.833,0.075,6,NA,NA,0,13.015,0.035,6,11.654,0.062,6,10.971,0.062,8,NA,NA,0,NA,NA,0
73.494378,0.387,30.287939,0.34,17.18,0.163,1,17.667,0.176,1,NA,NA,0,17.49,0.07,2,16.765,0.124,2,16.63,0.253,1,NA,NA,0,NA,NA,0
73.495368,0.37,30.487985,0.322,16.367,0.023,2,17.302,0.105,2,NA,NA,0,16.705,0.071,4,16.048,0.113,4,15.509,0.194,3,NA,NA,0,NA,NA,0
73.495925,0.425,30.275885,0.455,15.353,0.08,6,16.507,0.158,6,NA,NA,0,15.899,0.039,6,14.845,0.066,6,14.337,0.039,6,NA,NA,0,NA,NA,0
73.497604,0.402,30.414576,0.373,15.793,0.034,5,16.858,0.18,5,NA,NA,0,16.306,0.049,6,15.383,0.056,6,14.834,0.072,6,NA,NA,0,NA,NA,0
73.504888,0.485,30.257269,0.457,15.913,0.049,3,16.853,0.169,3,NA,NA,0,16.363,0.061,6,15.496,0.079,6,15.218,0.28,4,NA,NA,0,NA,NA,0
73.504969,0.461,30.482073,0.404,16.039,0.134,6,16.58,0.142,6,NA,NA,0,16.27,0.086,6,15.645,0.085,6,15.201,0.316,3,NA,NA,0,NA,NA,0
73.50501,0.425,30.473087,0.526,15.462,0.099,6,16.612,0.098,6,NA,NA,0,15.945,0.061,6,14.987,0.038,6,14.478,0.102,6,NA,NA,0,NA,NA,0
73.505459,0.367,30.338972,0.4,16.224,0.064,2,17.377,0.068,2,NA,NA,0,16.648,0.129,6,15.803,0.08,6,15.247,0.07,4,NA,NA,0,NA,NA,0
73.508188,0.321,30.45543,0.262,17.141,0.19,2,17.806,0.151,2,NA,NA,0,17.324,0.056,2,16.618,0.09,2,16.221,0.003,2,NA,NA,0,NA,NA,0
73.510932,0.404,30.510808,0.501,15.757,0.054,5,16.846,0.145,5,NA,NA,0,16.353,0.05,6,15.268,0.083,6,14.728,0.07,6,NA,NA,0,NA,NA,0
73.515974,0.532,30.225644,0.356,16.1,0.133,4,16.982,0.161,4,NA,NA,0,16.452,0.093,5,15.816,0.105,5,15.282,0.259,4,NA,NA,0,NA,NA,0
73.516593,0.352,30.391489,0.269,NA,NA,0,NA,NA,0,NA,NA,0,17.581,0.085,2,16.787,0.012,2,16.392,0.179,1,NA,NA,0,NA,NA,0
73.51729,0.545,30.510065,0.584,15.6,0.134,6,16.538,0.142,6,NA,NA,0,16.044,0.045,6,15.152,0.09,6,14.62,0.091,6,NA,NA,0,NA,NA,0
73.517445,0.535,30.281053,0.616,16.144,0.083,3,17.171,0.175,3,NA,NA,0,16.62,0.133,6,15.773,0.11,6,15.329,0.091,4,NA,NA,0,NA,NA,0
73.517583,0.381,30.31592,0.404,15.293,0.04,6,16.215,0.145,6,NA,NA,0,15.685,0.055,6,15.009,0.084,6,14.529,0.135,6,NA,NA,0,NA,NA,0
73.519355,0.21,30.406767,0.22,16.807,0.109,1,17.691,0.167,1,NA,NA,0,17.073,0.053,2,16.24,0.027,2,15.672,0.046,2,NA,NA,0,NA,NA,0
73.519949,0.159,30.337195,0.157,11.531,0.059,6,12.048,0.056,6,NA,NA,0,11.741,0.034,6,11.414,0.056,6,11.286,0.039,6,NA,NA,0,NA,NA,0
73.520355,0.165,30.521754,0.126,NA,NA,0,NA,NA,0,NA,NA,0,17.648,0.107,1,16.537,0.085,1,15.788,0.112,1,NA,NA,0,NA,NA,0
73.521263,0.237,30.322049,0.19,16.969,0.121,1,17.631,0.168,1,NA,NA,0,17.219,0.009,2,16.563,0.052,2,16.155,0.125,2,NA,NA,0,NA,NA,0
73.522019,0.31,30.525792,0.235,16.072,0.054,2,17.382,0.112,2,NA,NA,0,16.628,0.063,6,15.461,0.1,6,14.78,0.09,5,NA,NA,0,NA,NA,0
73.522684,0.415,30.221495,0.214,NA,NA,0,NA,NA,0,NA,NA,0,17.769,0.107,1,16.507,0.079,1,16.057,0.13,1,NA,NA,0,NA,NA,0
73.522695,0.255,30.489495,0.281,14.379,0.063,6,16.075,0.083,6,NA,NA,0,15.197,0.033,6,13.707,0.039,6,12.941,0.064,6,NA,NA,0,NA,NA,0
73.523724,0.393,30.521432,0.195,NA,NA,0,NA,NA,0,NA,NA,0,17.478,0.093,1,16.58,0.088,1,15.842,0.117,1,NA,NA,0,NA,NA,0
73.524493,0.514,30.381211,0.411,NA,NA,0,NA,NA,0,NA,NA,0,18.056,0.179,2,17.172,0.014,2,16.305,0.157,2,NA,NA,0,NA,NA,0
73.524914,0.416,30.434791,0.298,14.775,0.069,6,15.904,0.06,6,NA,NA,0,15.318,0.048,6,14.324,0.067,6,13.781,0.101,6,NA,NA,0,NA,NA,0
73.52569,0.332,30.329008,0.594,NA,NA,0,NA,NA,0,NA,NA,0,17.369,0.037,2,16.472,0.022,2,16.126,0.002,2,NA,NA,0,NA,NA,0
73.526236,0.249,30.492961,0.431,17.203,0.145,1,17.947,0.215,1,NA,NA,0,17.457,0.027,2,16.329,0.001,2,15.661,0.088,2,NA,NA,0,NA,NA,0
73.527635,0.413,30.449842,0.43,14.792,0.057,6,15.756,0.078,6,NA,NA,0,15.221,0.046,6,14.357,0.039,6,13.92,0.049,6,NA,NA,0,NA,NA,0
73.528358,0.404,30.438441,0.335,15.861,0.046,2,16.826,0.01,2,NA,NA,0,16.339,0.04,4,15.591,0.072,4,15.084,0.017,3,NA,NA,0,NA,NA,0
73.528713,0.4,30.405856,0.392,14.915,0.073,6,16.576,0.077,6,NA,NA,0,15.655,0.061,6,14.311,0.043,6,13.665,0.059,6,NA,NA,0,NA,NA,0
73.531081,0.458,30.489809,0.438,15.832,0.084,6,16.495,0.088,6,NA,NA,0,16.125,0.066,6,15.515,0.077,6,15.046,0.128,4,NA,NA,0,NA,NA,0
73.531467,0.225,30.281611,0.26,16.357,0.003,2,17.255,0.14,2,NA,NA,0,16.712,0.051,5,15.971,0.114,5,15.414,0.144,3,NA,NA,0,NA,NA,0
73.533193,0.362,30.246664,0.433,14.257,0.074,6,15.116,0.08,6,NA,NA,0,14.632,0.038,6,13.903,0.046,6,13.563,0.08,6,NA,NA,0,NA,NA,0
73.533594,0.197,30.497475,0.235,NA,NA,0,NA,NA,0,NA,NA,0,17.52,0.052,2,16.269,0.027,2,15.63,0.019,2,NA,NA,0,NA,NA,0
73.53376,0.274,30.328583,0.45,NA,NA,0,NA,NA,0,NA,NA,0,17.817,0.12,1,16.947,0.123,1,16.921,0.289,1,NA,NA,0,NA,NA,0
73.534271,0.36,30.483546,0.223,NA,NA,0,NA,NA,0,NA,NA,0,17.966,0.134,1,17.216,0.164,1,16.83,0.287,1,NA,NA,0,NA,NA,0
73.534699,0.166,30.422325,0.201,13.15,0.043,6,13.872,0.049,6,NA,NA,0,13.463,0.032,6,12.919,0.049,6,12.674,0.036,6,NA,NA,0,NA,NA,0
73.535553,0.387,30.548449,0.271,16.178,0.018,2,17.327,0.083,2,NA,NA,0,16.678,0.026,5,15.856,0.031,5,15.378,0.006,2,NA,NA,0,NA,NA,0
73.536935,0.357,30.399276,0.223,17.206,0.155,1,17.477,0.138,1,NA,NA,0,17.386,0.083,2,16.693,0.011,2,16.213,0.047,2,NA,NA,0,NA,NA,0
73.536967,0.408,30.241117,0.351,14.595,0.036,6,15.385,0.078,6,NA,NA,0,14.934,0.045,6,14.292,0.048,6,13.946,0.08,6,NA,NA,0,NA,NA,0
73.538394,0.277,30.307468,0.114,NA,NA,0,NA,NA,0,NA,NA,0,17.757,0.062,2,16.609,0.082,2,16.264,0.158,2,NA,NA,0,NA,NA,0
73.539816,0.307,30.269193,0.199,NA,NA,0,NA,NA,0,NA,NA,0,18.004,0.085,2,17.084,0.007,2,16.57,0.219,1,NA,NA,0,NA,NA,0
73.541832,0.441,30.548507,0.18,NA,NA,0,NA,NA,0,NA,NA,0,17.499,0.067,2,16.492,0.012,2,15.812,0.08,2,NA,NA,0,NA,NA,0
73.542244,0.288,30.375691,0.329,17.294,0.157,1,18.075,0.233,1,NA,NA,0,17.562,0.074,2,17.098,0.138,2,16.116,0.164,1,NA,NA,0,NA,NA,0
73.542916,0.311,30.282623,0.332,NA,NA,0,NA,NA,0,NA,NA,0,17.711,0.108,1,17.29,0.163,1,NA,NA,0,NA,NA,0,NA,NA,0
73.542918,0.468,30.501995,0.373,16.625,0.041,2,17.875,0.032,2,NA,NA,0,17.181,0.085,4,15.866,0.061,4,14.981,0.019,2,NA,NA,0,NA,NA,0
73.543392,0.315,30.311421,0.24,16.943,0.189,2,17.899,0.094,2,NA,NA,0,17.477,0.084,2,16.557,0.063,2,16.021,0.103,2,NA,NA,0,NA,NA,0
73.543577,0.605,30.419784,0.37,NA,NA,0,NA,NA,0,NA,NA,0,17.92,0.13,1,16.78,0.106,1,15.926,0.118,1,NA,NA,0,NA,NA,0
73.544714,0.481,30.253941,0.403,16.083,0.111,4,16.894,0.039,4,NA,NA,0,16.482,0.076,5,15.815,0.142,5,15.368,0.241,4,NA,NA,0,NA,NA,0
73.545869,0.31,30.343481,0.223,16.904,0.112,1,18.054,0.227,1,NA,NA,0,17.415,0.005,2,16.276,0.046,2,15.78,0.094,2,NA,NA,0,NA,NA,0
73.546077,0.253,30.469039,0.298,16.529,0.021,2,17.617,0.036,2,NA,NA,0,17.085,0.025,4,16.092,0.154,4,15.487,0.065,2,NA,NA,0,NA,NA,0
73.546157,0.252,30.303481,0.497,16.515,0.093,2,17.471,0.144,2,NA,NA,0,17.068,0.123,3,16.352,0.149,3,15.753,0.017,2,NA,NA,0,NA,NA,0
73.547413,0.267,30.216968,0.298,17.096,0.126,1,17.818,0.186,1,NA,NA,0,17.312,0.045,2,16.658,0.003,2,16.424,0.312,2,NA,NA,0,NA,NA,0
73.550346,0.375,30.374821,0.527,15.802,0.103,4,17.032,0.124,4,NA,NA,0,16.441,0.059,6,15.237,0.079,6,14.616,0.108,6,NA,NA,0,NA,NA,0
73.550872,0.521,30.254594,0.268,17.143,0.044,2,17.66,0.082,2,NA,NA,0,17.426,0.034,2,16.746,0.078,2,16.498,0.343,2,NA,NA,0,NA,NA,0
73.553482,0.419,30.422987,0.492,NA,NA,0,NA,NA,0,NA,NA,0,18.233,0.182,1,17.245,0.167,1,16.774,0.26,1,NA,NA,0,NA,NA,0
73.554772,0.255,30.533932,0.2,16.515,0.04,2,17.635,0.13,2,NA,NA,0,17.031,0.159,2,15.947,0.022,2,15.379,0.036,2,NA,NA,0,NA,NA,0
73.554773,0.251,30.176759,0.286,13.64,0.064,6,14.568,0.071,6,NA,NA,0,14.063,0.039,6,13.322,0.057,6,12.955,0.065,6,NA,NA,0,NA,NA,0
73.555967,0.666,30.459272,0.36,16.176,0.075,1,17.551,0.182,1,NA,NA,0,16.838,0.137,6,15.548,0.121,6,14.841,0.06,4,NA,NA,0,NA,NA,0
73.556258,0.365,30.345165,0.289,17.233,0.15,1,18.007,0.234,1,NA,NA,0,17.495,0.059,2,16.876,0.017,2,16.516,0.119,2,NA,NA,0,NA,NA,0
73.55684,0.161,30.433481,0.212,16.464,0.045,2,17.874,0.075,2,NA,NA,0,17.061,0.013,2,15.983,0.018,2,15.381,0.043,2,NA,NA,0,NA,NA,0
73.556954,0.57,30.284653,0.348,15.589,0.098,6,16.46,0.069,6,NA,NA,0,15.996,0.048,6,15.21,0.063,6,14.836,0.145,6,NA,NA,0,NA,NA,0
73.557427,0.585,30.260696,0.403,15.253,0.072,6,16.397,0.095,6,NA,NA,0,15.816,0.036,6,14.824,0.059,6,14.342,0.067,6,NA,NA,0,NA,NA,0
73.558746,0.214,30.53239,0.269,NA,NA,0,NA,NA,0,NA,NA,0,17.938,0.058,2,16.753,0.09,2,16.148,0.16,1,NA,NA,0,NA,NA,0
73.558845,0.394,30.384944,0.186,NA,NA,0,NA,NA,0,NA,NA,0,17.839,0.116,1,16.783,0.099,1,15.922,0.12,1,NA,NA,0,NA,NA,0
73.558997,0.368,30.340098,0.438,NA,NA,0,NA,NA,0,NA,NA,0,17.992,0.135,1,17.273,0.16,1,NA,NA,0,NA,NA,0,NA,NA,0
73.560174,0.354,30.162806,0.468,16.51,0.031,2,17.666,0.211,2,NA,NA,0,16.981,0.055,3,16.066,0.032,3,15.579,0.081,2,NA,NA,0,NA,NA,0
73.560254,0.366,30.391102,0.475,NA,NA,0,NA,NA,0,NA,NA,0,17.871,0.038,2,16.841,0.036,2,16.585,0.056,2,NA,NA,0,NA,NA,0
73.560904,0.407,30.442032,0.381,15.577,0.071,6,16.741,0.176,6,NA,NA,0,16.087,0.014,6,15.163,0.073,6,14.577,0.148,6,NA,NA,0,NA,NA,0
73.560991,0.723,30.45014,0.424,NA,NA,0,NA,NA,0,NA,NA,0,17.818,0.103,2,16.576,0.069,2,16.259,0.066,2,NA,NA,0,NA,NA,0
73.561474,0.272,30.258423,0.335,16.586,0.091,1,17.58,0.162,1,NA,NA,0,17.068,0.066,3,16.225,0.048,3,15.798,0.015,2,NA,NA,0,NA,NA,0
73.56246,0.291,30.458139,0.166,NA,NA,0,NA,NA,0,NA,NA,0,17.292,0.013,2,15.992,0.051,2,15.274,0.027,2,NA,NA,0,NA,NA,0
73.562845,0.282,30.282247,0.167,NA,NA,0,NA,NA,0,NA,NA,0,17.941,0.129,1,17.348,0.168,1,NA,NA,0,NA,NA,0,NA,NA,0
73.563475,0.453,30.246833,0.4,16,0.039,6,16.644,0.119,6,NA,NA,0,16.178,0.045,6,15.611,0.116,6,15.42,0.075,2,NA,NA,0,NA,NA,0
73.5636,0.193,30.273686,0.253,16.454,0.059,2,17.434,0.03,2,NA,NA,0,16.783,0.013,2,16.106,0.005,2,15.902,0.047,2,NA,NA,0,NA,NA,0
73.563656,0.323,30.293233,0.487,16.248,0.004,2,17.454,0.153,2,NA,NA,0,16.704,0.061,5,15.709,0.123,5,15.539,0.087,3,NA,NA,0,NA,NA,0
73.563764,0.436,30.199595,0.253,16.413,0.094,2,17.504,0.02,2,NA,NA,0,17.004,0.019,3,15.936,0.052,3,15.386,0.161,3,NA,NA,0,NA,NA,0
73.563868,0.543,30.571899,0.362,15.586,0.078,6,16.784,0.173,6,NA,NA,0,16.126,0.057,6,15.089,0.048,6,14.522,0.212,6,NA,NA,0,NA,NA,0
73.564445,0.05,30.310068,0.301,NA,NA,0,NA,NA,0,NA,NA,0,17.332,0.035,2,16.853,0.144,2,16.483,0.102,2,NA,NA,0,NA,NA,0
