;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
lsc0m409-kb29-20220301-0272-e91.fits.fz  59640.348277848  59640.348512558  5450  4.4615e-14  5.4162e-16
lsc0m409-kb29-20220303-0221-e91.fits.fz  59642.341428519  59642.341663346  5450  5.3782e-14  3.3252e-16
lsc0m409-kb29-20220304-0167-e91.fits.fz  59643.360968959  59643.361203785  5450  5.3247e-14  3.4175e-16
cpt0m407-kb87-20220305-0294-e91.fits.fz  59644.122592304  59644.122827061  5450  4.8832e-14  2.8535e-16
cpt0m407-kb87-20220306-0191-e91.fits.fz  59645.085046702  59645.085281459  5450  5.3543e-14  7.7518e-16
lsc0m409-kb29-20220307-0216-e91.fits.fz  59646.330515406  59646.330750267  5450  5.3649e-14  3.4982e-16
lsc0m409-kb29-20220308-0219-e91.fits.fz  59647.327794399  59647.328029156  5450  4.2545e-14  3.0780e-16
lsc0m409-kb29-20220309-0229-e91.fits.fz  59648.325072906  59648.325307686  5450  4.9223e-14  3.2674e-16
cpt1m012-fa06-20220612-0104-e91.fits.fz  59742.823165243  59742.823222882  5450  5.0706e-14  7.8347e-16
coj1m011-fa12-20220613-0134-e91.fits.fz  59743.625409630  59743.625467500  5450  4.4520e-14  1.2702e-16
coj1m011-fa12-20220614-0353-e91.fits.fz  59744.647626517  59744.647684156  5450  4.7407e-14  1.6367e-16
lsc1m005-fa15-20220615-0116-e91.fits.fz  59746.074193704  59746.074251251  5450  4.8747e-14  1.8255e-16
lsc1m009-fa04-20220615-0108-e91.fits.fz  59746.080836575  59746.080894167  5450  4.8008e-14  1.6851e-16
cpt1m012-fa06-20220616-0139-e91.fits.fz  59746.812144954  59746.812202501  5450  4.4718e-14  2.3840e-15
coj1m011-fa12-20220617-0035-e91.fits.fz  59747.703289989  59747.703347628  5450  4.8802e-14  1.3720e-16
coj1m011-fa12-20220618-0164-e91.fits.fz  59748.625493450  59748.625551042  5450  4.4482e-14  1.2901e-16
lsc1m005-fa15-20220619-0142-e91.fits.fz  59750.061421355  59750.061478901  5450  5.0474e-14  2.3608e-16
coj1m011-fa12-20220620-0203-e91.fits.fz  59750.654403843  59750.654461482  5450  4.8477e-14  2.0764e-16
coj0m405-kb88-20220622-0130-e91.fits.fz  59752.570059353  59752.570294237  5450  5.3420e-14  2.1913e-16
coj0m405-kb88-20220623-0115-e91.fits.fz  59753.441086910  59753.441321725  5450  4.8262e-14  1.1046e-15
coj0m405-kb88-20220624-0109-e91.fits.fz  59754.507718230  59754.507953114  5450  4.7853e-14  9.9306e-16
coj0m403-kb23-20220624-0144-e91.fits.fz  59754.585091285  59754.585325603  5450  4.7017e-14  2.2209e-16
lsc0m409-kb29-20220624-0126-e91.fits.fz  59755.052918079  59755.053152848  5450  4.8562e-14  1.3402e-15
coj0m405-kb88-20220625-0099-e91.fits.fz  59755.514009017  59755.514243785  5450  4.2970e-14  5.7548e-16
lsc0m409-kb29-20220625-0372-e91.fits.fz  59756.340883045  59756.341117813  5450  4.9104e-14  4.6854e-16
lsc0m409-kb29-20220626-0196-e91.fits.fz  59757.268944491  59757.269179306  5450  5.2704e-14  7.0498e-16
lsc0m409-kb29-20220627-0088-e91.fits.fz  59758.167502547  59758.167737257  5450  4.7186e-14  3.2806e-16
lsc0m409-kb29-20220628-0088-e91.fits.fz  59759.166937952  59759.167172709  5450  4.1296e-14  5.2155e-16
lsc0m412-kb26-20220629-0274-e91.fits.fz  59760.224720869  59760.224955637  5450  4.8265e-14  3.8064e-16
lsc0m412-kb26-20220701-0094-e91.fits.fz  59762.077455568  59762.077690336  5450  5.2057e-14  7.5023e-16
lsc0m412-kb26-20220701-0286-e91.fits.fz  59762.339741910  59762.339976656  5450  5.0265e-14  4.6485e-16
lsc0m412-kb26-20220702-0173-e91.fits.fz  59763.288167581  59763.288402362  5450  4.5643e-14  4.1926e-16
lsc0m412-kb26-20220703-0188-e91.fits.fz  59764.281024919  59764.281259699  5450  4.3723e-14  3.8992e-16
lsc0m409-kb98-20220916-0057-e91.fits.fz  59838.977953589  59838.978188322  5450  3.5406e-14  2.8765e-15
lsc0m409-kb98-20220917-0064-e91.fits.fz  59839.978344792  59839.978579572  5450  4.3086e-14  3.1748e-16
