radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
84.32467,0.449,-2.739654,0.375,16.066,0.108,7,17.19,0.26,7,NA,NA,0,16.517,0.198,12,15.658,0.23,12,15.303,0.186,9,NA,NA,0,NA,NA,0
84.326597,0.209,-2.717865,0.285,NA,NA,0,NA,NA,0,NA,NA,0,18.38,0.174,1,17.941,0.254,1,NA,NA,0,NA,NA,0,NA,NA,0
84.328238,0.4,-2.768807,0.255,NA,NA,0,NA,NA,0,NA,NA,0,18.03,0.068,2,17.296,0.091,2,NA,NA,0,NA,NA,0,NA,NA,0
84.328307,0.425,-2.760309,0.312,17.217,0.14,3,18.199,0.047,3,NA,NA,0,17.497,0.133,4,17.012,0.142,4,NA,NA,0,NA,NA,0,NA,NA,0
84.329726,0.624,-2.812479,0.378,16.657,0.188,5,17.455,0.28,5,NA,NA,0,17.067,0.188,7,16.37,0.17,7,15.97,0.139,4,NA,NA,0,NA,NA,0
84.333081,0.466,-2.796412,0.411,17.107,0.115,1,18.161,0.238,1,NA,NA,0,17.659,0.085,6,16.363,0.21,6,15.764,0.133,4,NA,NA,0,NA,NA,0
84.333864,0.118,-2.73794,0.082,NA,NA,0,NA,NA,0,NA,NA,0,18.308,0.16,1,17.663,0.2,1,NA,NA,0,NA,NA,0,NA,NA,0
84.33437,0.397,-2.732724,0.322,NA,NA,0,NA,NA,0,NA,NA,0,18.101,0.065,3,16.81,0.046,3,16.144,0.046,3,NA,NA,0,NA,NA,0
84.335131,0.509,-2.719123,0.417,16.46,0.145,4,17.478,0.094,4,NA,NA,0,16.768,0.14,8,16.053,0.261,8,15.561,0.182,5,NA,NA,0,NA,NA,0
84.335542,0.368,-2.742295,0.296,16.679,0.065,4,17.916,0.132,4,NA,NA,0,17.22,0.202,6,15.998,0.233,6,15.528,0.239,4,NA,NA,0,NA,NA,0
84.336143,0.245,-2.826078,0.156,10.403,0.06,41,11.164,0.036,38,NA,NA,0,10.748,0.043,35,10.183,0.06,35,10.106,0.089,34,10.023,0.033,3,NA,NA,0
84.338749,0.408,-2.787729,0.268,NA,NA,0,NA,NA,0,NA,NA,0,17.971,0.088,4,17.375,0.296,4,NA,NA,0,NA,NA,0,NA,NA,0
84.339873,0.571,-2.774318,0.397,17.442,0.191,3,18.161,0.078,3,NA,NA,0,17.479,0.152,4,16.97,0.101,4,16.562,0.033,2,NA,NA,0,NA,NA,0
84.345263,0.461,-2.735411,0.206,NA,NA,0,NA,NA,0,NA,NA,0,18.774,0.111,3,16.88,0.125,3,16.437,0.217,2,NA,NA,0,NA,NA,0
84.345293,0.624,-2.645362,0.307,17.298,0.1,3,18.185,0.267,3,NA,NA,0,17.665,0.076,5,16.857,0.068,5,16.531,0.198,2,NA,NA,0,NA,NA,0
84.346269,0.766,-2.693913,0.431,17.566,0.26,1,18.008,0.238,1,NA,NA,0,18.171,0.071,5,17.438,0.1,5,NA,NA,0,NA,NA,0,NA,NA,0
84.346603,0.319,-2.771771,0.261,NA,NA,0,NA,NA,0,NA,NA,0,17.736,0.128,4,16.279,0.17,4,15.729,0.206,4,NA,NA,0,NA,NA,0
84.347489,0.711,-2.758774,0.388,15.812,0.259,12,16.585,0.345,12,NA,NA,0,16.193,0.193,17,15.523,0.126,17,15.267,0.27,9,NA,NA,0,NA,NA,0
84.347594,0.759,-2.714753,0.413,14.709,0.136,38,15.352,0.176,38,NA,NA,0,14.958,0.139,33,14.438,0.097,33,14.254,0.203,31,NA,NA,0,NA,NA,0
84.349115,0.498,-2.854303,0.263,16.877,0.203,4,17.74,0.16,4,NA,NA,0,17.259,0.214,4,16.462,0.148,4,16.304,0.185,4,NA,NA,0,NA,NA,0
84.351371,0.442,-2.875534,0.337,17.205,0.135,3,17.965,0.144,3,NA,NA,0,17.495,0.059,3,17.06,0.058,3,NA,NA,0,NA,NA,0,NA,NA,0
84.352302,0.324,-2.807634,0.179,NA,NA,0,NA,NA,0,NA,NA,0,18.416,0.198,1,17.645,0.207,1,NA,NA,0,NA,NA,0,NA,NA,0
84.352849,0.603,-2.645026,0.279,16.787,0.051,5,17.418,0.127,5,NA,NA,0,17.106,0.1,5,16.661,0.079,5,16.372,0.067,4,NA,NA,0,NA,NA,0
84.352962,0.098,-2.797908,0.04,NA,NA,0,NA,NA,0,NA,NA,0,18.601,0.223,1,18.057,0.281,1,NA,NA,0,NA,NA,0,NA,NA,0
84.354096,0.345,-2.867323,0.217,13.231,0.083,38,14.416,0.086,38,NA,NA,0,13.807,0.073,34,12.82,0.074,34,12.46,0.112,34,12.147,0.073,3,NA,NA,0
84.358132,0.618,-2.777223,0.223,16.941,0.167,4,17.642,0.121,4,NA,NA,0,17.12,0.157,6,16.379,0.248,6,16.312,0.398,4,NA,NA,0,NA,NA,0
84.359424,0.622,-2.819169,0.359,17.05,0.061,3,17.977,0.217,3,NA,NA,0,17.417,0.118,5,16.683,0.208,5,16.488,0.173,2,NA,NA,0,NA,NA,0
84.359764,0.177,-2.869113,0.396,17.662,0.261,1,17.957,0.224,1,NA,NA,0,17.593,0.187,3,17.081,0.269,3,NA,NA,0,NA,NA,0,NA,NA,0
84.360444,0.381,-2.838069,0.279,16.26,0.164,5,17.181,0.292,5,NA,NA,0,16.683,0.274,11,15.908,0.216,11,15.333,0.187,5,NA,NA,0,NA,NA,0
